Regulon	Size	NES	p.value	FDR	Sign
CAND1	216	1.72	0.0856	0.335	+
PRKAR1A	78	1.72	0.0857	0.335	+
RAB21	42	1.72	0.0858	0.335	+
OR1D2	34	1.72	0.0858	0.335	+
ZNF560	40	1.72	0.086	0.335	+
ANKZF1	51	1.72	0.086	0.335	+
USP6	41	1.72	0.0863	0.335	+
PER2	41	1.72	0.0863	0.335	+
PAFAH1B1	44	1.71	0.0865	0.335	+
TEAD4	109	1.71	0.087	0.336	+
EID3	37	1.71	0.0872	0.336	+
SNX29	61	1.71	0.0875	0.337	+
PPP1R1A	91	1.7	0.0884	0.339	+
ZNF563	32	1.7	0.0886	0.339	+
PTTG1	192	1.7	0.0886	0.339	+
CDK6	28	1.7	0.089	0.339	+
ZNF541	71	1.7	0.0894	0.341	+
ZBTB7B	64	1.69	0.0902	0.342	+
FLT1	42	1.69	0.0902	0.342	+
CEBPB	313	1.69	0.0905	0.343	+
ABLIM3	1076	1.69	0.0907	0.343	+
ASIC1	45	1.69	0.0909	0.343	+
CRTC1	186	1.69	0.0915	0.345	+
SUCNR1	34	1.69	0.0919	0.345	+
RAB29	93	1.68	0.0922	0.346	+
PROP1	52	1.68	0.0923	0.346	+
ADIPOR1	47	1.68	0.0925	0.346	+
SP3	72	1.68	0.0926	0.346	+
HMP19	30	1.68	0.0934	0.347	+
SH2D3A	59	1.68	0.0936	0.347	+
KRIT1	69	1.68	0.0937	0.347	+
TRAF5	35	1.68	0.0937	0.347	+
OR3A2	25	1.68	0.0937	0.347	+
CEBPZ	77	1.67	0.0939	0.348	+
PLEKHG2	92	1.67	0.0941	0.348	+
DICER1	70	1.67	0.0947	0.349	+
BTF3	86	1.67	0.0948	0.349	+
TXNDC12	75	1.67	0.0948	0.349	+
CALM3	59	1.67	0.095	0.349	+
SOX21	25	1.67	0.0953	0.349	+
HUNK	63	1.67	0.0954	0.349	+
RAB4B	62	1.67	0.0954	0.349	+
POU3F1	41	1.67	0.0955	0.349	+
POLE	47	1.67	0.0955	0.349	+
GPRC5C	36	1.67	0.0956	0.349	+
BCL6B	80	1.67	0.0957	0.349	+
HNRNPD	81	1.66	0.0963	0.35	+
ECSIT	150	1.66	0.0964	0.35	+
JAZF1	57	1.66	0.0964	0.35	+
PTGES3	70	1.66	0.0968	0.351	+
BRD8	66	1.66	0.0971	0.351	+
RASSF3	52	1.66	0.0971	0.351	+
CIAO1	38	1.66	0.0974	0.351	+
HSPE1	53	1.66	0.0974	0.351	+
NR2C1	31	1.66	0.0976	0.351	+
HOXA11	41	1.66	0.0976	0.351	+
ZNF425	44	1.66	0.0977	0.351	+
DPYSL3	40	1.66	0.0979	0.351	+
TSHB	25	1.65	0.098	0.352	+
ZNF277	52	1.65	0.0984	0.352	+
DNM1L	35	1.65	0.0985	0.352	+
ITSN2	50	1.65	0.0985	0.352	+
GUCY1A3	25	1.65	0.0986	0.352	+
TSPO	63	1.65	0.0992	0.353	+
OPTN	46	1.65	0.0992	0.353	+
GDNF	77	1.65	0.0995	0.353	+
GAS7	36	1.65	0.0997	0.353	+
PIK3CA	42	1.65	0.0998	0.353	+
OR2C3	26	1.65	0.0999	0.353	+
ZNF496	62	1.64	0.1	0.354	+
CAPN3	37	1.64	0.1	0.354	+
PTPRN2	30	1.64	0.101	0.354	+
CNOT3	154	1.64	0.101	0.354	+
SIN3B	100	1.64	0.101	0.354	+
AKAP8	27	1.64	0.101	0.355	+
OR5H6	32	1.64	0.101	0.355	+
ZNF490	65	1.64	0.101	0.355	+
CDK7	45	1.63	0.102	0.356	+
AFF4	39	1.63	0.102	0.357	+
TRIP11	403	1.63	0.103	0.357	+
HIST1H2BK	44	1.63	0.103	0.357	+
ETV4	96	1.63	0.103	0.357	+
CDH2	49	1.63	0.103	0.357	+
IRF2BP2	103	1.63	0.103	0.357	+
CBX7	136	1.63	0.103	0.357	+
NR5A2	36	1.63	0.104	0.358	+
KCNH6	99	1.63	0.104	0.358	+
U2AF2	50	1.63	0.104	0.358	+
POLR2I	168	1.63	0.104	0.358	+
ITGB1	51	1.62	0.104	0.358	+
PLEKHG6	41	1.62	0.105	0.358	+
DLX4	107	1.62	0.105	0.358	+
ZNF112	43	1.62	0.105	0.358	+
CBX3	197	1.62	0.105	0.358	+
ZNF446	44	1.62	0.105	0.359	+
MLXIP	115	1.62	0.106	0.359	+
ARHGEF15	32	1.62	0.106	0.359	+
TRPV1	81	1.62	0.106	0.359	+
SOCS7	50	1.62	0.106	0.359	+
ZNF485	34	1.62	0.106	0.359	+
TFPT	45	1.61	0.107	0.359	+
NSMAF	30	1.61	0.107	0.359	+
CALCRL	39	1.61	0.107	0.359	+
PDK2	103	1.61	0.107	0.359	+
MSTN	33	1.61	0.107	0.359	+
EPHB4	25	1.61	0.107	0.359	+
ITGA1	43	1.61	0.107	0.36	+
NR2F6	83	1.61	0.108	0.361	+
GNG11	25	1.61	0.108	0.361	+
RRBP1	60	1.61	0.108	0.361	+
ZSCAN31	40	1.6	0.109	0.362	+
ARF5	64	1.6	0.109	0.362	+
SP7	36	1.6	0.109	0.362	+
FIBP	48	1.6	0.109	0.362	+
GRIN2D	28	1.6	0.109	0.362	+
SRFBP1	62	1.6	0.109	0.362	+
S100A10	41	1.6	0.109	0.362	+
ITGAL	40	1.6	0.11	0.362	+
UHRF1	112	1.6	0.11	0.363	+
PHTF2	223	1.6	0.11	0.363	+
PREB	62	1.6	0.111	0.363	+
ARAP3	36	1.59	0.111	0.363	+
OR52D1	34	1.59	0.111	0.363	+
KCNIP3	26	1.59	0.111	0.364	+
MSH6	43	1.59	0.112	0.365	+
TRIAP1	40	1.59	0.112	0.365	+
SAFB	63	1.58	0.113	0.368	+
NOSTRIN	65	1.58	0.114	0.369	+
ARHGDIB	70	1.58	0.114	0.369	+
RHBDL1	44	1.58	0.114	0.369	+
ZNF101	34	1.58	0.114	0.37	+
SIRT6	164	1.58	0.115	0.37	+
ELK3	123	1.58	0.115	0.37	+
CDC73	62	1.58	0.115	0.37	+
CITED4	49	1.58	0.115	0.371	+
CHIC2	48	1.58	0.115	0.371	+
MACC1	197	1.57	0.116	0.372	+
ZDHHC18	47	1.57	0.116	0.372	+
SP140	45	1.57	0.116	0.373	+
RIIAD1	33	1.57	0.117	0.374	+
SEC14L2	115	1.57	0.117	0.374	+
CCDC47	56	1.57	0.117	0.374	+
ACAP2	41	1.57	0.117	0.374	+
PHB	352	1.57	0.117	0.374	+
ZNF837	77	1.57	0.117	0.374	+
HAT1	96	1.57	0.117	0.374	+
TTN	34	1.56	0.118	0.374	+
FLT4	38	1.56	0.118	0.374	+
ZC3H15	81	1.56	0.118	0.374	+
BCL7A	217	1.56	0.119	0.374	+
PAX4	39	1.56	0.119	0.374	+
PALB2	43	1.56	0.119	0.374	+
MORC2	87	1.56	0.119	0.374	+
MET	38	1.56	0.119	0.374	+
TAF6	53	1.56	0.119	0.374	+
SH3GL1	125	1.56	0.119	0.374	+
BRAP	42	1.56	0.119	0.374	+
GPS1	142	1.56	0.119	0.374	+
ZNF787	110	1.56	0.12	0.375	+
ZCRB1	121	1.56	0.12	0.375	+
CCL15	115	1.56	0.12	0.375	+
MEF2C	61	1.55	0.12	0.375	+
TNFSF12	48	1.55	0.12	0.376	+
GID4	42	1.55	0.12	0.376	+
MYO10	35	1.55	0.121	0.376	+
DBP	53	1.55	0.121	0.376	+
FKBP8	148	1.55	0.121	0.376	+
RGS7BP	32	1.55	0.121	0.376	+
APOE	28	1.55	0.121	0.376	+
ILF3	78	1.55	0.121	0.376	+
C1D	52	1.55	0.122	0.376	+
TRPV4	55	1.55	0.122	0.376	+
RNF2	135	1.55	0.122	0.376	+
CCM2	103	1.55	0.122	0.376	+
ZNF107	60	1.54	0.122	0.377	+
PRKCE	37	1.54	0.123	0.378	+
OR51D1	26	1.54	0.123	0.379	+
ZNF85	43	1.54	0.124	0.379	+
E2F3	70	1.54	0.124	0.379	+
ARHGAP5	90	1.54	0.124	0.379	+
RHOT2	74	1.54	0.124	0.379	+
RXRB	38	1.54	0.124	0.379	+
TFCP2	35	1.54	0.124	0.379	+
DNTTIP2	106	1.54	0.124	0.379	+
MSL3	57	1.54	0.124	0.379	+
RARA	126	1.54	0.124	0.379	+
VN1R2	35	1.54	0.125	0.379	+
TCF7L1	52	1.54	0.125	0.379	+
SRA1	93	1.54	0.125	0.379	+
ITGA2	45	1.53	0.125	0.379	+
ZNF333	58	1.53	0.125	0.379	+
SIRT1	52	1.53	0.125	0.379	+
YWHAG	72	1.53	0.126	0.38	+
AIP	61	1.53	0.126	0.381	+
ELL2	101	1.53	0.126	0.381	+
TSPYL2	30	1.53	0.126	0.381	+
DAPK3	57	1.53	0.126	0.381	+
FOXA3	31	1.53	0.126	0.381	+
ZGLP1	79	1.53	0.127	0.381	+
IL10	70	1.53	0.127	0.381	+
ACAP1	48	1.53	0.127	0.381	+
CCAR1	45	1.52	0.127	0.382	+
TLE6	167	1.52	0.128	0.383	+
PDE11A	52	1.52	0.128	0.384	+
PARP1	31	1.52	0.129	0.384	+
FEZ2	36	1.52	0.129	0.384	+
ZNF217	42	1.52	0.129	0.384	+
IQGAP2	90	1.52	0.129	0.384	+
NOC2L	73	1.52	0.129	0.385	+
HIST1H4E	37	1.52	0.13	0.385	+
MAP2K2	58	1.51	0.131	0.388	+
CDC42EP3	31	1.51	0.131	0.388	+
TAS2R14	32	1.51	0.131	0.388	+
STAC3	32	1.51	0.132	0.388	+
GPR142	34	1.5	0.132	0.39	+
EVI5L	55	1.5	0.133	0.39	+
ERBIN	25	1.5	0.133	0.39	+
SATB2	161	1.5	0.133	0.39	+
RAB4A	52	1.5	0.133	0.39	+
NFE2L2	39	1.5	0.133	0.39	+
DNAJB6	144	1.5	0.133	0.39	+
IRF3	130	1.5	0.134	0.39	+
RAPH1	30	1.5	0.134	0.391	+
WDR12	41	1.5	0.134	0.391	+
MXD3	163	1.5	0.134	0.391	+
ZSCAN21	84	1.5	0.134	0.391	+
NR2C2	84	1.5	0.134	0.391	+
ZNF853	139	1.49	0.135	0.393	+
MTDH	76	1.49	0.136	0.393	+
RAB24	74	1.49	0.136	0.393	+
COPRS	134	1.49	0.136	0.393	+
HOXD4	27	1.49	0.136	0.393	+
FASTK	84	1.49	0.136	0.394	+
NRIP2	221	1.49	0.136	0.394	+
EML4	49	1.49	0.137	0.394	+
NCOR1	41	1.49	0.137	0.395	+
CFLAR	56	1.48	0.138	0.397	+
PPP2CA	36	1.48	0.138	0.397	+
SCG2	27	1.48	0.138	0.397	+
ZIC2	48	1.48	0.139	0.398	+
TFG	56	1.48	0.139	0.398	+
AKT1S1	49	1.48	0.139	0.398	+
TBC1D25	28	1.48	0.139	0.398	+
PPP4C	52	1.48	0.139	0.398	+
DPYSL5	30	1.48	0.139	0.398	+
PRKAG1	30	1.48	0.139	0.398	+
KAT7	66	1.48	0.139	0.398	+
CAMTA2	30	1.48	0.14	0.398	+
NSMCE1	57	1.48	0.14	0.398	+
ARL5B	32	1.47	0.14	0.398	+
MRPL12	231	1.47	0.14	0.398	+
EN2	36	1.47	0.141	0.398	+
SGF29	56	1.47	0.141	0.399	+
CNIH4	42	1.47	0.141	0.399	+
BLZF1	62	1.47	0.142	0.4	+
ZNF808	30	1.47	0.143	0.401	+
SLC44A2	70	1.47	0.143	0.401	+
TAF5L	38	1.46	0.143	0.401	+
ELF1	48	1.46	0.143	0.401	+
PITPNC1	26	1.46	0.143	0.401	+
ZNF608	117	1.46	0.144	0.401	+
KDM5A	76	1.46	0.144	0.401	+
MED1	61	1.46	0.144	0.401	+
CSNK2B	67	1.46	0.144	0.402	+
ADAM10	45	1.46	0.145	0.402	+
CRHR1	36	1.46	0.145	0.402	+
AXIN1	44	1.46	0.145	0.403	+
TMED1	38	1.46	0.145	0.403	+
ZNF385B	49	1.46	0.145	0.403	+
CDC42SE2	55	1.45	0.146	0.404	+
GOLT1B	100	1.45	0.146	0.404	+
ROPN1L	32	1.45	0.147	0.405	+
HINT1	92	1.45	0.147	0.405	+
CCNT2	81	1.45	0.147	0.405	+
MNX1	40	1.45	0.147	0.405	+
PLD2	34	1.45	0.147	0.405	+
CDK5	26	1.45	0.147	0.405	+
ASB4	38	1.45	0.147	0.405	+
TSFM	192	1.45	0.147	0.405	+
TRIM23	36	1.45	0.147	0.405	+
ZNF554	90	1.45	0.147	0.405	+
LRPPRC	234	1.45	0.148	0.405	+
PEBP1	125	1.45	0.148	0.407	+
TRIM54	42	1.44	0.149	0.407	+
ZNF286B	83	1.44	0.149	0.407	+
NFE2	72	1.44	0.149	0.407	+
HMGA2	110	1.44	0.149	0.407	+
FAM13B	39	1.44	0.149	0.407	+
HSPD1	45	1.44	0.15	0.408	+
ZBTB45	32	1.44	0.15	0.409	+
UBE2N	74	1.44	0.15	0.409	+
TEAD2	56	1.44	0.15	0.409	+
ZNF276	212	1.44	0.15	0.409	+
CCDC59	99	1.44	0.151	0.41	+
ZNF26	63	1.43	0.152	0.411	+
MLXIPL	84	1.43	0.152	0.411	+
PDAP1	27	1.43	0.152	0.411	+
TNFRSF10A	41	1.43	0.152	0.411	+
EIF2A	43	1.43	0.152	0.411	+
DOK4	82	1.43	0.152	0.411	+
ZNF146	68	1.43	0.153	0.413	+
EPHA4	41	1.43	0.153	0.413	+
RTKN	54	1.43	0.153	0.413	+
RAB7A	45	1.43	0.154	0.413	+
PCBP1	31	1.43	0.154	0.413	+
CAD	71	1.42	0.154	0.414	+
MLST8	32	1.42	0.154	0.414	+
ITGB5	30	1.42	0.155	0.415	+
ARHGAP35	69	1.42	0.156	0.415	+
PPARGC1B	34	1.42	0.156	0.415	+
ZNF354A	127	1.42	0.156	0.415	+
TXNRD1	29	1.42	0.156	0.415	+
PSENEN	213	1.42	0.156	0.415	+
BORCS8-MEF2B	90	1.42	0.157	0.416	+
ZNF93	67	1.42	0.157	0.416	+
ZNF786	51	1.42	0.157	0.416	+
GBX1	31	1.41	0.158	0.417	+
ARHGEF37	25	1.41	0.158	0.417	+
TAS2R10	37	1.41	0.158	0.417	+
CSNK1G2	43	1.41	0.158	0.417	+
KDM2B	133	1.41	0.158	0.417	+
NKIRAS2	26	1.41	0.158	0.417	+
TNK2	43	1.41	0.159	0.418	+
EPHA7	41	1.41	0.159	0.418	+
DUSP19	27	1.41	0.16	0.418	+
ANTXR1	51	1.41	0.16	0.419	+
SCMH1	55	1.41	0.16	0.419	+
SOX8	31	1.4	0.16	0.419	+
RINT1	63	1.4	0.161	0.42	+
TFE3	86	1.4	0.161	0.421	+
ZNF385A	141	1.4	0.162	0.422	+
AVPR1B	92	1.4	0.162	0.422	+
TRERF1	85	1.4	0.162	0.422	+
KAT8	59	1.4	0.162	0.422	+
EXOSC6	34	1.4	0.162	0.422	+
RXFP3	27	1.4	0.162	0.422	+
SUB1	78	1.4	0.162	0.422	+
SUPT5H	68	1.4	0.163	0.422	+
SPOCK1	32	1.39	0.163	0.422	+
MAPK1	44	1.39	0.163	0.422	+
CREB3L2	26	1.39	0.164	0.422	+
TRIM16	32	1.39	0.164	0.422	+
WNT3A	83	1.39	0.165	0.424	+
STRADB	92	1.39	0.165	0.424	+
ZNF431	51	1.39	0.165	0.424	+
PRKD3	28	1.39	0.166	0.425	+
ZSCAN5A	45	1.38	0.167	0.426	+
PDE4C	36	1.38	0.167	0.427	+
OR52R1	25	1.38	0.167	0.427	+
RASIP1	43	1.38	0.168	0.428	+
STK17A	47	1.38	0.168	0.428	+
ATOH8	86	1.38	0.168	0.428	+
ACTR5	83	1.38	0.168	0.428	+
ZFAND1	103	1.38	0.169	0.428	+
TAF7	61	1.38	0.169	0.429	+
CSH2	26	1.37	0.169	0.429	+
TAF1B	44	1.37	0.169	0.429	+
COL1A1	95	1.37	0.17	0.429	+
TRRAP	50	1.37	0.17	0.43	+
DOT1L	50	1.37	0.17	0.43	+
RELB	33	1.37	0.17	0.43	+
MED7	66	1.37	0.171	0.431	+
DYRK2	52	1.37	0.171	0.431	+
COPS3	118	1.37	0.171	0.431	+
BCL2L13	34	1.37	0.171	0.431	+
ZNF576	49	1.37	0.172	0.432	+
IL17RA	33	1.37	0.172	0.433	+
CDC42BPB	45	1.36	0.173	0.433	+
PLK2	44	1.36	0.173	0.434	+
SP5	46	1.36	0.173	0.434	+
SCML2	37	1.36	0.174	0.435	+
TET1	43	1.36	0.174	0.435	+
NKX2-5	32	1.36	0.175	0.436	+
LGALS3BP	45	1.36	0.175	0.436	+
CDC37	99	1.36	0.175	0.436	+
VSX1	70	1.36	0.175	0.436	+
ZNF48	41	1.36	0.175	0.436	+
TPM4	68	1.35	0.176	0.437	+
VEZF1	48	1.35	0.176	0.437	+
GSK3A	41	1.35	0.176	0.437	+
EIF2AK3	42	1.35	0.176	0.437	+
ARHGAP23	34	1.35	0.176	0.437	+
F2R	35	1.35	0.177	0.438	+
TP53BP1	51	1.35	0.177	0.438	+
CDC42EP5	51	1.35	0.177	0.438	+
OR8S1	25	1.35	0.177	0.438	+
TSC22D4	79	1.35	0.177	0.438	+
HTR2C	28	1.35	0.178	0.439	+
ITGA3	36	1.35	0.178	0.439	+
ZNF844	85	1.35	0.178	0.439	+
STK38L	28	1.35	0.178	0.439	+
HBZ	63	1.35	0.179	0.44	+
AGRN	173	1.34	0.179	0.44	+
MLLT6	164	1.34	0.179	0.44	+
MC1R	38	1.34	0.179	0.44	+
ZNF366	95	1.34	0.179	0.44	+
ANG	58	1.34	0.18	0.44	+
NDUFS4	58	1.34	0.18	0.441	+
SUV39H2	155	1.34	0.18	0.441	+
KLF16	41	1.34	0.18	0.441	+
CCL26	31	1.34	0.181	0.442	+
OR2AE1	27	1.34	0.181	0.442	+
MAFK	64	1.34	0.181	0.442	+
HOXD11	124	1.34	0.181	0.442	+
TAF9	125	1.34	0.181	0.442	+
TDG	182	1.34	0.182	0.442	+
PPP1R15A	42	1.34	0.182	0.442	+
RBM39	78	1.33	0.182	0.442	+
OR4D1	38	1.33	0.182	0.442	+
HIPK2	47	1.33	0.182	0.442	+
BCL6	63	1.33	0.183	0.443	+
FZD5	52	1.33	0.183	0.443	+
STK39	59	1.33	0.183	0.443	+
ARHGEF4	25	1.33	0.184	0.443	+
TCF7	58	1.33	0.185	0.445	+
IRAK1	48	1.33	0.185	0.445	+
RAPGEF5	41	1.32	0.186	0.448	+
SSBP2	158	1.32	0.186	0.448	+
CLEC1A	28	1.32	0.187	0.448	+
RFX2	71	1.32	0.187	0.449	+
ZCCHC4	55	1.32	0.187	0.449	+
MED8	81	1.32	0.187	0.449	+
XPC	34	1.32	0.188	0.45	+
CERS4	184	1.31	0.189	0.45	+
CDC42SE1	47	1.31	0.189	0.45	+
PNRC2	145	1.31	0.189	0.45	+
HIST1H1E	27	1.31	0.189	0.451	+
PHF1	51	1.31	0.19	0.451	+
NEUROG3	29	1.31	0.19	0.451	+
HNF1A	281	1.31	0.19	0.452	+
GNAO1	40	1.31	0.19	0.452	+
MED31	65	1.31	0.191	0.452	+
THAP7	52	1.31	0.191	0.452	+
HOXD9	39	1.31	0.191	0.452	+
FLCN	50	1.31	0.191	0.452	+
ASCC1	121	1.31	0.191	0.452	+
TBC1D3B	42	1.31	0.191	0.452	+
ARID3A	52	1.31	0.191	0.452	+
RTN2	37	1.3	0.193	0.455	+
PTPRB	50	1.3	0.193	0.455	+
ZNF800	51	1.3	0.193	0.455	+
OR1G1	33	1.3	0.193	0.455	+
LRP1	69	1.3	0.194	0.455	+
MYF5	29	1.3	0.194	0.455	+
CASP10	42	1.3	0.194	0.455	+
YEATS4	70	1.3	0.194	0.455	+
HCFC2	85	1.3	0.195	0.456	+
TBC1D10A	49	1.3	0.195	0.456	+
PDE3A	43	1.3	0.195	0.456	+
ZNF530	43	1.29	0.196	0.456	+
JAK3	42	1.29	0.196	0.456	+
SPZ1	29	1.29	0.197	0.457	+
OR12D2	25	1.29	0.197	0.457	+
PTGIR	64	1.29	0.197	0.457	+
PHF20	37	1.29	0.198	0.459	+
PAK1IP1	124	1.29	0.199	0.459	+
LASP1	30	1.28	0.199	0.459	+
KMT5C	154	1.28	0.199	0.459	+
CYTH3	41	1.28	0.2	0.459	+
RGL1	103	1.28	0.2	0.459	+
PIN1	40	1.28	0.2	0.459	+
ZNF512	27	1.28	0.2	0.459	+
ZFAND2B	57	1.28	0.2	0.459	+
FGFR4	49	1.28	0.2	0.459	+
IL1R1	41	1.28	0.201	0.459	+
TRIM25	28	1.28	0.201	0.459	+
SMURF2	51	1.28	0.201	0.459	+
PRDX2	71	1.28	0.201	0.459	+
CXXC5	33	1.28	0.201	0.459	+
GATA2	101	1.28	0.201	0.459	+
EPS8	47	1.28	0.201	0.459	+
ARHGEF25	62	1.28	0.201	0.459	+
NRBF2	134	1.28	0.201	0.459	+
HGS	84	1.28	0.202	0.46	+
MYBBP1A	83	1.28	0.202	0.46	+
SPSB2	50	1.28	0.202	0.46	+
PATZ1	89	1.27	0.202	0.461	+
NPY6R	69	1.27	0.203	0.461	+
DLL3	31	1.27	0.203	0.461	+
DIABLO	84	1.27	0.203	0.461	+
TCEB2	283	1.27	0.203	0.461	+
MRPL28	147	1.27	0.203	0.461	+
NPR3	137	1.27	0.204	0.462	+
AKT2	52	1.27	0.204	0.462	+
OR2A1	45	1.27	0.204	0.462	+
SUMO1	79	1.27	0.204	0.462	+
BABAM1	32	1.27	0.204	0.462	+
CCNT1	160	1.27	0.205	0.463	+
ZNF691	39	1.27	0.205	0.463	+
CYCS	94	1.27	0.205	0.463	+
TCF7L2	36	1.27	0.206	0.463	+
SCML4	25	1.26	0.206	0.464	+
ZNF22	68	1.26	0.206	0.464	+
OR7G3	26	1.26	0.206	0.464	+
MEOX2	36	1.26	0.207	0.465	+
CD274	43	1.26	0.207	0.465	+
F2RL1	37	1.26	0.208	0.466	+
CYTH2	32	1.26	0.208	0.466	+
IL6ST	31	1.26	0.208	0.466	+
ZC3H12D	59	1.26	0.208	0.466	+
MED9	209	1.26	0.209	0.466	+
DISP1	35	1.26	0.209	0.466	+
TRHDE	90	1.25	0.21	0.468	+
IRX4	26	1.25	0.21	0.468	+
XPR1	57	1.25	0.211	0.469	+
LHX3	43	1.25	0.211	0.469	+
CANT1	93	1.25	0.211	0.469	+
ZNF282	30	1.25	0.211	0.469	+
ASB13	106	1.25	0.211	0.469	+
ERBB3	71	1.25	0.211	0.469	+
ZNF142	33	1.25	0.212	0.469	+
CHRM2	32	1.25	0.213	0.47	+
EIF4EBP2	49	1.24	0.213	0.471	+
P2RX5	25	1.24	0.213	0.471	+
TAF15	37	1.24	0.214	0.471	+
CNTNAP1	44	1.24	0.214	0.471	+
TAS2R19	27	1.24	0.214	0.471	+
SNF8	135	1.24	0.215	0.472	+
ZNF177	29	1.24	0.215	0.473	+
ZNF454	46	1.24	0.215	0.473	+
ZNF226	27	1.24	0.216	0.473	+
NFKBIB	57	1.24	0.216	0.473	+
PHF5A	46	1.24	0.216	0.473	+
SPAG5	38	1.24	0.216	0.473	+
ARL5C	26	1.24	0.216	0.473	+
DERL2	62	1.24	0.216	0.473	+
CARHSP1	87	1.24	0.217	0.474	+
POLR3G	106	1.23	0.217	0.474	+
MYF6	32	1.23	0.218	0.475	+
BMPR2	51	1.23	0.218	0.475	+
SERTAD1	158	1.23	0.219	0.476	+
MAF	98	1.23	0.219	0.476	+
KDR	50	1.23	0.219	0.476	+
CUX2	39	1.23	0.219	0.476	+
ZFP64	48	1.23	0.219	0.476	+
ZNF433	46	1.23	0.22	0.477	+
CLEC2D	37	1.22	0.221	0.478	+
INSR	28	1.22	0.221	0.478	+
GON4L	63	1.22	0.222	0.478	+
SAP18	128	1.22	0.222	0.478	+
PINK1	29	1.22	0.222	0.479	+
CHRNA5	25	1.22	0.222	0.479	+
BRAF	25	1.22	0.223	0.479	+
PPIE	26	1.22	0.223	0.479	+
ERC1	26	1.22	0.223	0.48	+
ZBTB41	44	1.21	0.225	0.481	+
CRADD	86	1.21	0.225	0.481	+
HNRNPAB	45	1.21	0.225	0.481	+
HELZ	77	1.21	0.225	0.481	+
CNTNAP5	34	1.21	0.225	0.481	+
CEBPG	69	1.21	0.226	0.482	+
TRIM28	63	1.21	0.226	0.484	+
SALL4	44	1.21	0.226	0.484	+
SLC9A3R1	116	1.21	0.226	0.484	+
LAT	26	1.21	0.227	0.485	+
E2F6	55	1.21	0.227	0.485	+
ARL5A	84	1.21	0.228	0.486	+
IGFBP3	52	1.2	0.228	0.486	+
CALCOCO1	90	1.2	0.229	0.487	+
SNCAIP	33	1.2	0.23	0.488	+
PPIC	66	1.2	0.23	0.488	+
TBC1D15	66	1.2	0.23	0.488	+
ZNF320	42	1.2	0.23	0.488	+
ZNF605	111	1.2	0.231	0.488	+
BAIAP2L1	84	1.2	0.231	0.488	+
ASB3	27	1.2	0.231	0.488	+
ZNF713	33	1.2	0.231	0.489	+
CHD4	49	1.2	0.232	0.49	+
MSI2	79	1.19	0.233	0.491	+
IKBKE	34	1.19	0.233	0.491	+
MXD1	35	1.19	0.234	0.492	+
ZNF567	70	1.19	0.234	0.492	+
LBX2	58	1.19	0.234	0.492	+
GPR75	43	1.19	0.235	0.492	+
ZNF584	31	1.19	0.235	0.492	+
SUPT20H	36	1.19	0.235	0.492	+
RGS9	73	1.19	0.235	0.492	+
ZNF529	37	1.19	0.235	0.492	+
ZNF43	28	1.19	0.236	0.493	+
HIST4H4	27	1.18	0.236	0.493	+
ZNF121	46	1.18	0.236	0.493	+
NAMPT	51	1.18	0.237	0.493	+
TAS2R43	28	1.18	0.237	0.493	+
GDI2	50	1.18	0.237	0.493	+
PPP1R8	60	1.18	0.238	0.494	+
MAFG	44	1.18	0.238	0.494	+
TIPIN	52	1.18	0.239	0.494	+
NR1H4	91	1.18	0.239	0.495	+
REN	36	1.18	0.239	0.495	+
ZCWPW1	46	1.18	0.24	0.495	+
LHX4	61	1.18	0.24	0.495	+
ZNF69	103	1.17	0.24	0.496	+
PTHLH	30	1.17	0.241	0.496	+
ARF3	34	1.17	0.242	0.498	+
HSP90AB1	31	1.17	0.243	0.499	+
GDF2	49	1.17	0.243	0.499	+
EID2	98	1.17	0.244	0.5	+
NCOR2	94	1.16	0.244	0.5	+
SDHA	28	1.16	0.244	0.5	+
CSNK2A2	54	1.16	0.245	0.5	+
BSG	60	1.16	0.245	0.5	+
ELF2	35	1.16	0.245	0.5	+
RND3	31	1.16	0.245	0.5	+
ZNF687	27	1.16	0.245	0.5	+
EPAS1	91	1.16	0.245	0.5	+
ZMAT5	126	1.16	0.247	0.502	+
SKAP2	46	1.16	0.248	0.503	+
FADD	56	1.16	0.248	0.503	+
TGFB1I1	49	1.15	0.248	0.504	+
HOXC10	57	1.15	0.249	0.505	+
HOXB3	71	1.15	0.25	0.507	+
RAB18	63	1.15	0.25	0.507	+
LHCGR	44	1.15	0.251	0.508	+
NR2F1	46	1.15	0.251	0.508	+
TRAF3	33	1.15	0.252	0.509	+
BDP1	36	1.14	0.253	0.509	+
TBX4	45	1.14	0.253	0.509	+
CLN3	53	1.14	0.253	0.509	+
EGLN2	66	1.14	0.253	0.509	+
GNB3	31	1.14	0.254	0.51	+
KLF9	83	1.14	0.254	0.51	+
CAPN15	97	1.14	0.256	0.511	+
AKAP9	87	1.14	0.256	0.511	+
PLXNC1	25	1.14	0.256	0.511	+
UBE2D1	64	1.14	0.256	0.511	+
CRKL	31	1.14	0.256	0.511	+
XBP1	109	1.13	0.257	0.513	+
LPAR2	30	1.13	0.258	0.513	+
DNAJC27	44	1.13	0.258	0.513	+
ZNF346	33	1.13	0.258	0.513	+
CD3EAP	46	1.13	0.258	0.513	+
PPP2R5A	27	1.13	0.258	0.514	+
ZFP36	38	1.13	0.259	0.515	+
CREBL2	128	1.13	0.26	0.515	+
