Regulon	Size	NES	p.value	FDR	Sign
ATAD2	148	1.76	0.0788	0.394	+
UNC5B	40	1.76	0.0789	0.394	+
ZNF117	53	1.76	0.0789	0.394	+
RHPN2	68	1.76	0.079	0.394	+
MGST3	130	1.76	0.0791	0.394	+
PPARD	90	1.76	0.0792	0.394	+
TTN	74	1.76	0.0792	0.394	+
BCL2L1	35	1.75	0.0793	0.395	+
ZSCAN1	89	1.75	0.0799	0.395	+
BRD8	90	1.75	0.0802	0.396	+
PIK3CB	51	1.75	0.0803	0.396	+
POMC	70	1.75	0.0803	0.396	+
SP3	79	1.75	0.0803	0.396	+
LRRK2	50	1.75	0.0803	0.396	+
TEX2	67	1.74	0.081	0.398	+
OTUD7B	83	1.74	0.0811	0.398	+
YY1	153	1.74	0.0813	0.398	+
FLRT1	79	1.74	0.0816	0.399	+
CARD11	64	1.74	0.0817	0.399	+
RGS22	25	1.74	0.0821	0.4	+
MYC	64	1.74	0.0823	0.4	+
KIR3DL1	57	1.74	0.0823	0.4	+
ZNF3	78	1.74	0.0823	0.4	+
TBC1D24	57	1.74	0.0824	0.4	+
ZIC1	58	1.74	0.0825	0.4	+
OR2AE1	50	1.74	0.0825	0.4	+
PYCARD	62	1.74	0.0827	0.4	+
THRA	95	1.73	0.0827	0.4	+
ZC3H7B	59	1.73	0.083	0.401	+
CALM1	42	1.73	0.0833	0.401	+
ZNF597	49	1.73	0.0835	0.401	+
PRKD2	49	1.73	0.0838	0.403	+
INSIG1	56	1.73	0.0841	0.403	+
CYCS	90	1.72	0.0846	0.404	+
ARHGEF5	43	1.72	0.0846	0.404	+
RASL10B	74	1.72	0.0847	0.404	+
GSPT1	144	1.72	0.0851	0.405	+
ZNF404	93	1.72	0.0853	0.406	+
GPR20	76	1.72	0.0855	0.406	+
SNX13	57	1.72	0.0855	0.406	+
GNRHR	54	1.72	0.0859	0.406	+
CHD7	135	1.72	0.0861	0.406	+
DUSP4	54	1.71	0.0868	0.408	+
NEDD8	114	1.71	0.087	0.408	+
PKD1L2	92	1.71	0.0871	0.408	+
CUX1	69	1.71	0.0873	0.408	+
TOB1	62	1.71	0.0878	0.41	+
SALL1	79	1.71	0.0879	0.41	+
CREB3L1	116	1.71	0.0881	0.41	+
IGFBP3	56	1.7	0.0883	0.411	+
LHX1	76	1.7	0.0886	0.411	+
NAA16	153	1.7	0.0887	0.411	+
CARD14	61	1.7	0.0888	0.411	+
CCNT1	211	1.7	0.089	0.411	+
ZNFX1	66	1.7	0.0894	0.412	+
RAPH1	85	1.7	0.0897	0.412	+
PIK3C2G	65	1.7	0.0897	0.412	+
BRAF	46	1.7	0.0899	0.413	+
OR5H1	39	1.7	0.09	0.413	+
FZD9	52	1.69	0.0903	0.413	+
PRKCB	37	1.69	0.0907	0.413	+
MSX2	93	1.69	0.0909	0.413	+
EBF2	67	1.69	0.091	0.413	+
RAPGEF6	64	1.69	0.0912	0.413	+
ZKSCAN1	94	1.69	0.0913	0.413	+
MDFI	99	1.69	0.0914	0.413	+
SUB1	117	1.69	0.0915	0.413	+
ESRRA	91	1.69	0.0916	0.413	+
EFCAB6	340	1.69	0.0918	0.414	+
OR2M7	46	1.68	0.092	0.414	+
MSI2	49	1.68	0.0926	0.416	+
CNBP	92	1.68	0.0928	0.417	+
GAP43	36	1.68	0.093	0.417	+
ZFR	123	1.68	0.0932	0.417	+
PPP2CA	54	1.68	0.0932	0.417	+
ZNF638	64	1.68	0.0936	0.418	+
HTR1F	26	1.68	0.0938	0.419	+
TRAF3	54	1.67	0.0942	0.42	+
ZNF785	104	1.67	0.0942	0.42	+
YAP1	277	1.67	0.0942	0.42	+
STAM	80	1.67	0.0948	0.422	+
KLF7	65	1.67	0.0955	0.424	+
ERN1	42	1.67	0.0955	0.424	+
OR5K4	46	1.67	0.0958	0.424	+
INSIG2	66	1.67	0.0959	0.424	+
KALRN	116	1.67	0.0959	0.424	+
ZNF17	64	1.66	0.0959	0.424	+
ZNF540	112	1.66	0.0964	0.425	+
ISL1	48	1.66	0.0967	0.426	+
ARHGEF3	62	1.66	0.0973	0.426	+
C9	53	1.66	0.0976	0.426	+
BHLHE22	96	1.66	0.0976	0.426	+
FANCL	28	1.66	0.0978	0.426	+
ADAM17	127	1.66	0.0979	0.426	+
ZSCAN30	79	1.65	0.0982	0.426	+
UBE2N	94	1.65	0.0983	0.426	+
ZNF346	159	1.65	0.0989	0.428	+
ADCY8	28	1.65	0.0991	0.428	+
EPHB4	63	1.65	0.0992	0.428	+
HMGCR	67	1.65	0.0993	0.428	+
ZNF71	93	1.65	0.0994	0.428	+
ARFGEF1	76	1.65	0.0996	0.428	+
OR6C76	52	1.64	0.1	0.429	+
TAS2R43	59	1.64	0.1	0.429	+
NDRG1	44	1.64	0.1	0.429	+
CDK12	117	1.64	0.1	0.429	+
SLC12A2	66	1.64	0.1	0.429	+
ZNF583	57	1.64	0.101	0.43	+
HIST1H2BJ	49	1.64	0.101	0.43	+
TAF3	54	1.64	0.101	0.43	+
TBC1D8	53	1.64	0.101	0.43	+
RALA	78	1.64	0.101	0.43	+
ERBB3	76	1.64	0.102	0.431	+
BUD31	41	1.64	0.102	0.431	+
DDX6	46	1.64	0.102	0.431	+
PLEKHG4B	57	1.63	0.102	0.431	+
SDHD	112	1.63	0.102	0.431	+
ZC3H18	100	1.63	0.102	0.431	+
ADGRG4	37	1.63	0.102	0.431	+
ADGRL4	34	1.63	0.103	0.432	+
TONSL	154	1.63	0.103	0.432	+
TBC1D10B	67	1.63	0.103	0.432	+
MYLK2	67	1.63	0.104	0.433	+
PTPRB	40	1.63	0.104	0.433	+
AKAP5	67	1.63	0.104	0.433	+
SOX18	103	1.63	0.104	0.433	+
HBEGF	65	1.62	0.104	0.434	+
MAP3K3	52	1.62	0.104	0.434	+
ZBTB37	34	1.62	0.105	0.435	+
ZSCAN18	66	1.62	0.105	0.436	+
NR5A2	236	1.62	0.106	0.436	+
PTH2R	88	1.62	0.106	0.437	+
FOSB	57	1.62	0.106	0.438	+
TFAP2C	73	1.61	0.106	0.438	+
FGF12	57	1.61	0.107	0.438	+
BRCA1	52	1.61	0.107	0.438	+
HOXB3	87	1.61	0.107	0.438	+
ARF6	64	1.61	0.107	0.439	+
WWP1	58	1.61	0.107	0.439	+
SH3RF1	74	1.61	0.107	0.439	+
KIDINS220	92	1.61	0.107	0.439	+
IL6	39	1.61	0.107	0.439	+
SH3BP1	40	1.61	0.108	0.441	+
IMPA1	95	1.61	0.108	0.441	+
HSF5	78	1.6	0.109	0.443	+
NPR3	65	1.6	0.109	0.443	+
DUSP1	53	1.6	0.109	0.443	+
BID	96	1.6	0.109	0.443	+
ZNF428	86	1.6	0.109	0.443	+
DAP3	220	1.6	0.109	0.443	+
ZNF816	60	1.6	0.11	0.443	+
TMX1	68	1.6	0.11	0.444	+
ZC3H7A	49	1.6	0.11	0.444	+
PLCXD3	32	1.6	0.11	0.444	+
TSFM	90	1.6	0.111	0.444	+
YEATS4	95	1.59	0.111	0.444	+
TCEB2	146	1.59	0.111	0.444	+
CEBPZ	97	1.59	0.111	0.444	+
CDK18	61	1.59	0.111	0.444	+
PAWR	52	1.59	0.112	0.444	+
LGR5	93	1.59	0.112	0.444	+
ETV3L	36	1.59	0.112	0.444	+
IL1RL1	42	1.59	0.112	0.444	+
GPR146	25	1.59	0.112	0.445	+
WNK1	34	1.59	0.112	0.445	+
ZBTB22	77	1.59	0.113	0.445	+
TERF2IP	206	1.59	0.113	0.445	+
EVX1	43	1.59	0.113	0.445	+
SOX14	49	1.59	0.113	0.445	+
CNOT2	243	1.58	0.113	0.445	+
E2F5	104	1.58	0.113	0.445	+
IRX2	51	1.58	0.114	0.445	+
ZNF436	76	1.58	0.114	0.445	+
ITGB1	70	1.58	0.114	0.445	+
BCORL1	104	1.58	0.114	0.445	+
TAS2R60	30	1.58	0.114	0.445	+
ZNF786	83	1.58	0.115	0.448	+
ZKSCAN2	80	1.58	0.115	0.448	+
ID2	300	1.58	0.115	0.448	+
TFRC	47	1.58	0.115	0.448	+
ABI1	120	1.57	0.116	0.449	+
CFLAR	159	1.57	0.116	0.449	+
ESRRB	88	1.57	0.116	0.449	+
ZNF606	35	1.57	0.116	0.449	+
DDIT4	69	1.57	0.116	0.449	+
MED4	86	1.57	0.116	0.449	+
ADA	83	1.57	0.117	0.449	+
SP5	83	1.57	0.117	0.449	+
NMUR1	35	1.57	0.117	0.449	+
SDHC	168	1.57	0.117	0.449	+
SMARCB1	106	1.57	0.117	0.449	+
GSK3B	53	1.57	0.117	0.449	+
KIAA1324L	39	1.57	0.117	0.449	+
FOXH1	95	1.57	0.117	0.449	+
MAFB	123	1.57	0.117	0.449	+
MED29	203	1.57	0.117	0.45	+
IHH	65	1.56	0.118	0.45	+
RIPK3	61	1.56	0.118	0.45	+
CLDN3	79	1.56	0.119	0.453	+
EZH1	251	1.56	0.119	0.453	+
PATZ1	109	1.56	0.119	0.454	+
SNAI1	87	1.56	0.119	0.454	+
ACAP2	81	1.56	0.12	0.454	+
SERTAD2	238	1.56	0.12	0.454	+
STAT3	79	1.56	0.12	0.454	+
CHD6	199	1.55	0.12	0.454	+
NPM1	77	1.55	0.12	0.454	+
PDE4DIP	43	1.55	0.12	0.454	+
UBN1	68	1.55	0.12	0.454	+
G3BP2	69	1.55	0.121	0.454	+
SARNP	54	1.55	0.121	0.454	+
ADORA2A	37	1.55	0.121	0.454	+
GNG2	72	1.55	0.121	0.454	+
SSTR5	37	1.55	0.121	0.454	+
BATF	88	1.55	0.121	0.455	+
NBN	89	1.55	0.122	0.456	+
PLCXD2	55	1.55	0.122	0.458	+
ZSWIM3	65	1.54	0.123	0.458	+
POLR3G	193	1.54	0.123	0.458	+
PSEN2	63	1.54	0.123	0.458	+
RAB2A	66	1.54	0.123	0.458	+
OR51A2	42	1.54	0.123	0.458	+
GPR39	28	1.54	0.123	0.458	+
HOXB7	57	1.54	0.123	0.458	+
HSF4	122	1.54	0.124	0.458	+
ZNF267	101	1.54	0.124	0.459	+
NCOA2	140	1.54	0.124	0.459	+
RAD21	51	1.54	0.124	0.459	+
NCK2	64	1.54	0.124	0.459	+
IRF3	89	1.54	0.125	0.46	+
YAF2	146	1.53	0.125	0.46	+
MEF2C	86	1.53	0.125	0.46	+
EVX2	68	1.53	0.125	0.46	+
SP6	88	1.53	0.125	0.461	+
SH2B1	101	1.53	0.125	0.461	+
GMCL1	109	1.53	0.126	0.462	+
ZSWIM6	78	1.53	0.126	0.462	+
CRYM	214	1.53	0.126	0.462	+
SRFBP1	156	1.53	0.126	0.462	+
TACR3	57	1.53	0.126	0.462	+
NOLC1	162	1.53	0.127	0.464	+
GON4L	68	1.52	0.127	0.465	+
SOX2	68	1.52	0.128	0.465	+
RAPGEF2	69	1.52	0.128	0.466	+
TRAK2	88	1.52	0.128	0.466	+
ROPN1L	78	1.52	0.129	0.466	+
TRIM55	37	1.52	0.129	0.466	+
GRB14	51	1.52	0.129	0.467	+
TMPO	72	1.51	0.13	0.468	+
CDCA7L	183	1.51	0.13	0.468	+
CTCF	134	1.51	0.131	0.468	+
HNF4G	158	1.51	0.131	0.468	+
SNF8	93	1.51	0.131	0.468	+
ZNF541	92	1.51	0.131	0.468	+
ARL4D	74	1.51	0.131	0.468	+
PLEKHG6	58	1.51	0.131	0.468	+
SRCAP	153	1.51	0.131	0.468	+
DMTF1	138	1.51	0.131	0.468	+
CITED1	97	1.51	0.131	0.468	+
DLX1	80	1.51	0.132	0.469	+
GRASP	61	1.51	0.132	0.47	+
ZSCAN32	54	1.5	0.132	0.47	+
ARHGEF11	63	1.5	0.133	0.47	+
ANKZF1	65	1.5	0.133	0.47	+
ACVR2B	88	1.5	0.133	0.471	+
PTPN14	139	1.5	0.134	0.471	+
SIAH2	88	1.5	0.134	0.472	+
MPP7	93	1.5	0.134	0.472	+
BAZ1B	54	1.5	0.134	0.472	+
STK36	151	1.5	0.134	0.472	+
NPBWR1	43	1.5	0.134	0.472	+
ZNF709	68	1.5	0.135	0.472	+
CYP24A1	55	1.5	0.135	0.472	+
OR2A12	48	1.5	0.135	0.472	+
PFDN5	188	1.5	0.135	0.472	+
GTF2IRD2	128	1.49	0.135	0.472	+
SARM1	73	1.49	0.135	0.472	+
PCLO	66	1.49	0.135	0.473	+
HOXC9	41	1.49	0.135	0.473	+
RARG	78	1.49	0.136	0.474	+
EWSR1	62	1.49	0.136	0.474	+
HBZ	95	1.49	0.137	0.474	+
PRKAA1	74	1.49	0.137	0.474	+
EIF4EBP1	54	1.49	0.137	0.474	+
PALB2	130	1.48	0.138	0.476	+
TAS2R4	82	1.48	0.138	0.476	+
AFF3	96	1.48	0.138	0.476	+
GABPB1	71	1.48	0.138	0.476	+
F2RL2	39	1.48	0.139	0.477	+
G3BP1	66	1.48	0.139	0.477	+
ZNF720	49	1.48	0.139	0.479	+
PRDM14	69	1.48	0.14	0.479	+
IFT57	122	1.48	0.14	0.479	+
ADCY9	78	1.48	0.14	0.479	+
TICAM1	54	1.47	0.14	0.48	+
PIP4K2B	91	1.47	0.14	0.48	+
ELMSAN1	61	1.47	0.141	0.481	+
FLYWCH1	62	1.47	0.141	0.481	+
ZNF600	93	1.47	0.142	0.482	+
JUP	292	1.47	0.142	0.482	+
EVI5	55	1.47	0.142	0.482	+
RPS6KA4	87	1.47	0.142	0.482	+
OR13C8	55	1.47	0.142	0.482	+
OR10R2	59	1.47	0.142	0.482	+
PLXNA4	39	1.47	0.143	0.482	+
EPC2	212	1.47	0.143	0.482	+
ARHGEF33	76	1.47	0.143	0.482	+
OR52A1	51	1.46	0.143	0.482	+
GNRHR2	48	1.46	0.143	0.482	+
DLX3	45	1.46	0.143	0.482	+
ZFC3H1	84	1.46	0.143	0.482	+
CREBBP	68	1.46	0.143	0.482	+
HIST4H4	76	1.46	0.143	0.482	+
ZIK1	42	1.46	0.144	0.484	+
SP7	50	1.46	0.145	0.485	+
ZNF689	68	1.46	0.145	0.485	+
PPP2R5B	44	1.46	0.145	0.485	+
ZNF335	76	1.46	0.145	0.485	+
RALGPS2	61	1.46	0.145	0.485	+
GTF2E1	161	1.46	0.145	0.485	+
SUMO1	166	1.46	0.146	0.486	+
ZSWIM2	56	1.46	0.146	0.486	+
MYCBP2	235	1.45	0.146	0.486	+
RHEBL1	52	1.45	0.146	0.487	+
SSBP3	199	1.45	0.147	0.488	+
GABPB2	186	1.45	0.147	0.488	+
ACVR1	62	1.45	0.147	0.488	+
ADORA1	60	1.45	0.147	0.489	+
ARNT2	103	1.45	0.147	0.489	+
RAB1B	66	1.45	0.147	0.489	+
KLRF1	31	1.45	0.147	0.489	+
GRK2	56	1.45	0.147	0.489	+
NOD2	51	1.45	0.148	0.489	+
HTT	84	1.45	0.148	0.49	+
TSPO	74	1.45	0.148	0.49	+
ATM	77	1.44	0.148	0.49	+
TAS2R38	70	1.44	0.149	0.49	+
RRAGC	58	1.44	0.149	0.49	+
TWIST2	155	1.44	0.149	0.49	+
GUCA1C	63	1.44	0.149	0.49	+
ATF2	121	1.44	0.149	0.49	+
RASA1	70	1.44	0.149	0.49	+
ZNF280D	43	1.44	0.15	0.491	+
TANK	98	1.44	0.15	0.492	+
ZNF706	86	1.44	0.15	0.492	+
JAZF1	73	1.44	0.15	0.492	+
RUNX1T1	95	1.44	0.15	0.492	+
FAM13B	74	1.44	0.151	0.492	+
CSNK2B	97	1.44	0.151	0.492	+
RLF	61	1.43	0.151	0.493	+
AMHR2	69	1.43	0.152	0.493	+
GBX1	43	1.43	0.152	0.493	+
CCL2	48	1.43	0.152	0.493	+
PPP1R17	57	1.43	0.152	0.493	+
RPGRIP1L	33	1.43	0.152	0.494	+
RGS13	36	1.43	0.152	0.494	+
PREX2	71	1.43	0.154	0.497	+
BAZ2B	72	1.43	0.154	0.497	+
E2F4	122	1.43	0.154	0.497	+
SOX4	130	1.42	0.154	0.498	+
BRCC3	76	1.42	0.155	0.5	+
PARD3	60	1.42	0.156	0.501	+
CAPN15	89	1.42	0.156	0.501	+
ERBIN	66	1.42	0.156	0.502	+
CDC42SE2	59	1.42	0.156	0.502	+
SPSB4	49	1.42	0.157	0.502	+
RGS5	58	1.42	0.157	0.503	+
ZNF679	85	1.41	0.157	0.503	+
MORF4L2	157	1.41	0.158	0.503	+
CEBPD	75	1.41	0.158	0.503	+
AMFR	61	1.41	0.158	0.503	+
LBX2	77	1.41	0.158	0.503	+
PDZD3	103	1.41	0.158	0.503	+
GNG5	79	1.41	0.158	0.503	+
OR2G2	47	1.41	0.159	0.503	+
ZNF687	186	1.41	0.159	0.504	+
EPGN	56	1.41	0.159	0.504	+
GGCT	115	1.41	0.16	0.505	+
NCOA1	47	1.41	0.16	0.505	+
MSH3	40	1.4	0.16	0.505	+
ZNF419	78	1.4	0.16	0.505	+
ARHGAP26	84	1.4	0.161	0.505	+
ZNF174	105	1.4	0.161	0.505	+
OR2A1	49	1.4	0.161	0.506	+
SELE	28	1.4	0.161	0.506	+
MSTN	114	1.4	0.161	0.506	+
GPR12	49	1.4	0.161	0.506	+
OGFR	102	1.4	0.162	0.506	+
PDE8A	102	1.4	0.162	0.506	+
ERCC8	185	1.4	0.162	0.506	+
TIGD7	221	1.4	0.162	0.506	+
EPO	297	1.4	0.163	0.507	+
MRAS	51	1.4	0.163	0.507	+
PLEKHG2	96	1.4	0.163	0.507	+
DUSP2	33	1.39	0.163	0.507	+
CHKA	47	1.39	0.163	0.507	+
PIAS3	349	1.39	0.163	0.507	+
ITGA10	54	1.39	0.164	0.507	+
CNGA3	25	1.39	0.164	0.507	+
BHLHA15	65	1.39	0.164	0.507	+
UBA3	164	1.39	0.165	0.511	+
GATA4	105	1.39	0.165	0.511	+
APH1A	142	1.38	0.166	0.513	+
SUZ12	85	1.38	0.166	0.513	+
CMKLR1	26	1.38	0.167	0.513	+
ASCC1	125	1.38	0.167	0.514	+
IKZF4	168	1.38	0.167	0.514	+
CCDC47	58	1.38	0.168	0.514	+
HDAC5	248	1.38	0.168	0.514	+
CDC42BPG	42	1.38	0.168	0.514	+
ZBTB44	67	1.38	0.168	0.514	+
HIST1H4D	57	1.38	0.168	0.515	+
TLE1	64	1.38	0.169	0.515	+
RBPJL	184	1.38	0.169	0.515	+
POU4F3	73	1.38	0.169	0.515	+
MLX	105	1.38	0.169	0.515	+
ZNF764	79	1.37	0.169	0.515	+
ZSCAN4	88	1.37	0.169	0.515	+
WSB1	113	1.37	0.169	0.515	+
RANBP2	46	1.37	0.169	0.515	+
JMJD6	57	1.37	0.17	0.516	+
ZNF423	52	1.37	0.17	0.516	+
PLCH1	80	1.37	0.171	0.518	+
RASSF6	88	1.37	0.171	0.518	+
IL11	138	1.37	0.171	0.518	+
PAK1	72	1.37	0.172	0.518	+
SALL4	66	1.37	0.172	0.518	+
CDKN1B	126	1.36	0.172	0.518	+
LHB	43	1.36	0.173	0.518	+
ZC3H13	107	1.36	0.173	0.518	+
TAS2R5	88	1.36	0.173	0.518	+
RGS18	25	1.36	0.173	0.518	+
GNAI1	72	1.36	0.173	0.518	+
TCF20	25	1.36	0.173	0.518	+
ARHGAP15	32	1.36	0.173	0.518	+
TGM2	94	1.36	0.173	0.518	+
FGFR1	77	1.36	0.173	0.518	+
ZNF572	74	1.36	0.174	0.518	+
ZNF500	61	1.36	0.174	0.519	+
DUSP6	50	1.36	0.174	0.519	+
OR10AG1	45	1.36	0.175	0.52	+
OMP	51	1.36	0.175	0.52	+
TBX19	83	1.36	0.175	0.52	+
WISP2	41	1.36	0.175	0.52	+
UBR5	47	1.35	0.175	0.521	+
XBP1	164	1.35	0.176	0.521	+
BMP10	45	1.35	0.176	0.521	+
RASSF8	66	1.35	0.177	0.522	+
STK3	86	1.35	0.177	0.522	+
ZNF114	75	1.35	0.178	0.523	+
TADA2B	170	1.35	0.178	0.524	+
SPTBN1	75	1.34	0.179	0.525	+
ZSCAN5A	78	1.34	0.18	0.526	+
RND1	86	1.34	0.181	0.526	+
STAT1	172	1.34	0.181	0.526	+
KLF12	78	1.34	0.181	0.526	+
PTHLH	55	1.34	0.181	0.526	+
ZBTB7B	89	1.34	0.182	0.527	+
ERCC3	179	1.34	0.182	0.527	+
DYRK1B	104	1.33	0.182	0.527	+
FNTA	106	1.33	0.182	0.527	+
ZHX2	58	1.33	0.182	0.527	+
ABCC9	68	1.33	0.182	0.527	+
ZNF804A	113	1.33	0.183	0.528	+
SOX8	62	1.33	0.184	0.53	+
FGF10	33	1.33	0.184	0.53	+
NFE2L2	67	1.33	0.184	0.53	+
MAP4K5	100	1.33	0.185	0.531	+
IRF1	122	1.32	0.186	0.532	+
SNAI2	138	1.32	0.187	0.533	+
TENM2	62	1.32	0.187	0.533	+
PRSS8	105	1.32	0.187	0.533	+
ZFP41	50	1.32	0.187	0.533	+
FZD5	124	1.32	0.187	0.533	+
GPSM2	54	1.32	0.188	0.534	+
NCK1	64	1.32	0.188	0.534	+
PPP1R1B	118	1.32	0.188	0.534	+
KAT2A	209	1.32	0.188	0.534	+
MEOX2	77	1.32	0.188	0.534	+
CHRNB3	36	1.32	0.188	0.534	+
LRRFIP2	66	1.31	0.189	0.535	+
ZSCAN22	41	1.31	0.19	0.535	+
GDNF	113	1.31	0.19	0.535	+
PPP1R15B	101	1.31	0.19	0.535	+
BRF2	82	1.31	0.19	0.535	+
PLA2G1B	88	1.31	0.19	0.535	+
HIST1H1D	50	1.31	0.19	0.535	+
TNFSF10	65	1.31	0.19	0.535	+
ACTN2	146	1.31	0.19	0.535	+
CSNK2A1	30	1.31	0.19	0.535	+
M6PR	50	1.31	0.19	0.535	+
TOP1	68	1.31	0.191	0.536	+
LRP12	68	1.31	0.191	0.536	+
SPG21	48	1.31	0.191	0.536	+
MKLN1	28	1.31	0.192	0.536	+
BAIAP2	70	1.31	0.192	0.537	+
NPAS3	114	1.3	0.192	0.537	+
HEXIM1	101	1.3	0.193	0.538	+
TAOK1	91	1.3	0.193	0.538	+
ZNF212	46	1.3	0.193	0.538	+
IL22	77	1.3	0.193	0.539	+
RHOD	125	1.3	0.194	0.539	+
PCBD2	375	1.3	0.194	0.54	+
TBX21	87	1.3	0.195	0.54	+
ZMAT4	58	1.3	0.195	0.541	+
RGS2	53	1.3	0.195	0.541	+
ASB16	72	1.29	0.196	0.541	+
RAB26	55	1.29	0.196	0.541	+
DHCR24	69	1.29	0.197	0.542	+
CSNK2A2	60	1.29	0.198	0.543	+
ZCCHC3	108	1.29	0.198	0.544	+
NLE1	62	1.29	0.198	0.544	+
VPS36	84	1.29	0.198	0.544	+
OR2M5	42	1.29	0.198	0.544	+
BATF2	118	1.29	0.199	0.544	+
LECT2	50	1.28	0.199	0.544	+
GPR4	60	1.28	0.199	0.544	+
ARF1	97	1.28	0.199	0.545	+
ZNF768	69	1.28	0.2	0.545	+
ARAP1	99	1.28	0.2	0.545	+
PPP2R2B	39	1.28	0.2	0.545	+
POGZ	232	1.28	0.2	0.545	+
ZNF646	98	1.28	0.2	0.545	+
ZNF34	123	1.28	0.2	0.545	+
HOXA2	59	1.28	0.2	0.545	+
RNF138	38	1.28	0.2	0.545	+
CHN2	94	1.28	0.201	0.545	+
MAP4K3	71	1.28	0.201	0.545	+
PSPC1	205	1.28	0.202	0.546	+
RUNX2	117	1.27	0.202	0.547	+
GNAT3	79	1.27	0.203	0.547	+
SSX7	110	1.27	0.203	0.547	+
CSRNP2	77	1.27	0.203	0.548	+
ARFGAP1	92	1.27	0.203	0.548	+
HIC2	95	1.27	0.203	0.548	+
GPR160	65	1.27	0.203	0.548	+
GTF2I	39	1.27	0.204	0.549	+
NPR1	47	1.27	0.204	0.549	+
SAP30L	211	1.27	0.204	0.549	+
FER	37	1.27	0.205	0.55	+
PDE11A	102	1.27	0.205	0.55	+
GIPR	98	1.27	0.205	0.55	+
FCER1A	28	1.27	0.205	0.55	+
AGAP1	73	1.27	0.205	0.55	+
AC013461.1	50	1.27	0.206	0.55	+
KRAS	58	1.26	0.206	0.55	+
RHOT1	62	1.26	0.207	0.552	+
IGFBP6	56	1.26	0.207	0.552	+
MAML1	79	1.26	0.207	0.552	+
GDF6	279	1.26	0.207	0.552	+
FGFRL1	51	1.26	0.207	0.552	+
ZNF655	42	1.26	0.208	0.552	+
RPS6KB2	74	1.26	0.208	0.552	+
FGF3	48	1.26	0.208	0.554	+
SUV39H2	92	1.26	0.209	0.554	+
RPN1	101	1.26	0.209	0.554	+
ZNF75A	73	1.26	0.209	0.555	+
ZFP28	46	1.25	0.21	0.555	+
FGFR4	60	1.25	0.21	0.555	+
NDUFS4	94	1.25	0.21	0.555	+
RRN3	114	1.25	0.21	0.555	+
PDE7A	84	1.25	0.21	0.555	+
CSNK1A1	76	1.25	0.21	0.555	+
ARHGEF37	44	1.25	0.21	0.555	+
YY1AP1	88	1.25	0.211	0.555	+
ANG	78	1.25	0.211	0.556	+
ASB3	74	1.25	0.212	0.557	+
PCGF6	103	1.25	0.212	0.557	+
FARP2	58	1.25	0.213	0.558	+
SP2	68	1.24	0.213	0.558	+
NOTCH2	56	1.24	0.214	0.559	+
YWHAB	85	1.24	0.214	0.559	+
RTKN	60	1.24	0.215	0.561	+
TRADD	83	1.24	0.215	0.561	+
PDE1A	51	1.24	0.215	0.561	+
ZNF610	34	1.24	0.215	0.561	+
NFX1	135	1.24	0.215	0.561	+
GABRA6	35	1.24	0.215	0.561	+
PTK7	75	1.24	0.216	0.562	+
ARF4	93	1.24	0.216	0.562	+
CXCL3	92	1.24	0.216	0.562	+
MDM4	153	1.23	0.217	0.563	+
MED10	249	1.23	0.217	0.563	+
HCLS1	204	1.23	0.217	0.563	+
SPRED2	60	1.23	0.218	0.563	+
EN2	42	1.23	0.218	0.563	+
PKP1	54	1.23	0.219	0.564	+
INTS6	45	1.23	0.219	0.564	+
CALML5	60	1.23	0.219	0.564	+
GALR3	59	1.23	0.219	0.564	+
EPHA6	38	1.23	0.22	0.566	+
ZBTB12	58	1.23	0.22	0.566	+
ADCYAP1R1	32	1.22	0.221	0.566	+
NR4A2	56	1.22	0.221	0.567	+
BIRC7	54	1.22	0.221	0.567	+
ZNF217	71	1.22	0.222	0.568	+
ZNF256	67	1.22	0.222	0.568	+
SLC20A1	277	1.22	0.222	0.568	+
SENP2	84	1.22	0.222	0.568	+
SCYL1	59	1.22	0.222	0.569	+
MAEL	103	1.22	0.223	0.57	+
TFDP2	156	1.22	0.223	0.57	+
BCL9L	166	1.22	0.224	0.57	+
KDM3A	127	1.22	0.224	0.57	+
KAT8	79	1.21	0.225	0.57	+
SIPA1L3	59	1.21	0.225	0.57	+
IQGAP2	89	1.21	0.225	0.571	+
ADNP	54	1.21	0.225	0.571	+
MED30	86	1.21	0.226	0.571	+
ESR2	92	1.21	0.226	0.572	+
CNTN1	56	1.21	0.226	0.572	+
KNG1	77	1.21	0.227	0.573	+
RAB6A	72	1.21	0.228	0.573	+
GNAI3	85	1.21	0.228	0.573	+
ARHGDIG	49	1.21	0.228	0.573	+
PHTF2	67	1.21	0.228	0.573	+
H2AFX	80	1.21	0.228	0.573	+
RAB6C	64	1.21	0.228	0.574	+
TAF2	82	1.21	0.228	0.574	+
LY6E	77	1.2	0.229	0.574	+
RUSC1	50	1.2	0.23	0.575	+
OR10J1	54	1.2	0.23	0.575	+
PARP15	270	1.2	0.23	0.575	+
PIK3R1	61	1.2	0.23	0.575	+
GOLPH3	67	1.2	0.23	0.575	+
FOXI1	104	1.2	0.231	0.575	+
HHIP	43	1.2	0.231	0.575	+
EPHB6	68	1.2	0.231	0.575	+
DRAP1	67	1.2	0.231	0.575	+
TARBP1	238	1.2	0.231	0.575	+
WDTC1	181	1.2	0.231	0.575	+
HNF1B	229	1.2	0.231	0.575	+
NPAS1	130	1.19	0.232	0.576	+
