Regulon,Size,NES,p.value,FDR,Sign
AKAP13_P,52,1.02,0.306,0.682,+
L3MBTL3_P,122,1.02,0.307,0.682,+
NAMPT_P,51,1.02,0.307,0.682,+
BCL11B_P,27,1.02,0.308,0.682,+
UNC5B_P,36,1.02,0.308,0.682,+
TMEM30A_P,28,1.02,0.31,0.682,+
DMAP1_P,83,1.01,0.31,0.682,+
ZBTB8OS_P,56,1.01,0.311,0.682,+
ARFGAP1_P,97,1.01,0.311,0.682,+
EDF1_P,81,1.01,0.312,0.682,+
ACAP2_P,41,1.01,0.312,0.682,+
U2AF2_P,50,1.01,0.313,0.684,+
SOD2_P,34,1.01,0.314,0.684,+
ZNF189_P,65,1.01,0.315,0.684,+
CDC42EP1_P,33,1,0.316,0.685,+
NOSTRIN_P,65,1,0.317,0.686,+
ERG_P,99,1,0.317,0.686,+
ZNF146_P,68,1,0.318,0.687,+
BCL2_P,38,1,0.319,0.689,+
HNRNPAB_P,45,1,0.32,0.689,+
NCLN_P,42,0.99,0.321,0.691,+
PTPN2_P,48,0.99,0.322,0.691,+
TBX2_P,61,0.99,0.323,0.691,+
REL_P,25,0.99,0.323,0.691,+
EP300_P,50,0.99,0.323,0.691,+
WDR12_P,41,0.99,0.324,0.692,+
NUP98_P,44,0.98,0.325,0.693,+
KLF16_P,41,0.98,0.327,0.693,+
HOXB4_P,27,0.98,0.327,0.693,+
HOXD9_P,39,0.98,0.327,0.693,+
NFATC3_P,36,0.98,0.327,0.693,+
CARD8_P,27,0.98,0.328,0.693,+
ORC2_P,95,0.98,0.328,0.693,+
CSNK2A2_P,54,0.98,0.329,0.693,+
ROCK1_P,61,0.98,0.329,0.693,+
DPF3_P,233,0.98,0.329,0.693,+
ZNF512_P,27,0.97,0.33,0.693,+
CORO1C_P,57,0.97,0.331,0.693,+
CRTC3_P,86,0.97,0.331,0.693,+
RELA_P,66,0.97,0.332,0.693,+
ADNP_P,50,0.97,0.332,0.693,+
SUPT5H_P,68,0.97,0.334,0.694,+
EED_P,150,0.97,0.334,0.694,+
GIGYF1_P,50,0.97,0.334,0.694,+
MAPK14_P,35,0.96,0.335,0.694,+
MEN1_P,54,0.96,0.335,0.694,+
RRN3_P,62,0.96,0.336,0.694,+
RUNX1_P,247,0.96,0.336,0.694,+
ZC3HAV1_P,28,0.96,0.338,0.695,+
NOTCH2_P,89,0.96,0.338,0.696,+
TAF10_P,172,0.96,0.339,0.696,+
SP100_P,40,0.95,0.34,0.698,+
NCOA5_P,79,0.95,0.343,0.7,+
PER2_P,41,0.95,0.343,0.7,+
ADIPOQ_P,27,0.95,0.343,0.7,+
GDI2_P,50,0.95,0.344,0.7,+
SUPT6H_P,33,0.95,0.344,0.701,+
TNIP2_P,31,0.94,0.345,0.702,+
CHD2_P,104,0.94,0.346,0.702,+
YWHAE_P,71,0.94,0.346,0.702,+
RBBP4_P,48,0.94,0.346,0.702,+
PPIE_P,26,0.94,0.347,0.702,+
COL1A1_P,95,0.94,0.347,0.702,+
NOCT_P,58,0.94,0.347,0.702,+
UBE2V1_P,41,0.94,0.35,0.705,+
PKD2_P,42,0.93,0.35,0.706,+
CFL1_P,156,0.93,0.351,0.706,+
CDK7_P,45,0.93,0.352,0.707,+
TNS2_P,34,0.93,0.352,0.707,+
STK39_P,59,0.93,0.353,0.707,+
IL6ST_P,31,0.93,0.353,0.707,+
EPS8_P,47,0.93,0.353,0.707,+
PHF12_P,78,0.93,0.354,0.707,+
TRAF5_P,35,0.93,0.354,0.707,+
RACGAP1_P,35,0.92,0.355,0.708,+
HSP90AB1_P,31,0.92,0.356,0.709,+
BRD8_P,66,0.92,0.357,0.709,+
PLD2_P,34,0.92,0.357,0.709,+
GNG5_P,63,0.92,0.358,0.709,+
BIRC2_P,32,0.92,0.358,0.709,+
YARS_P,34,0.92,0.359,0.709,+
QKI_P,66,0.92,0.359,0.709,+
CHMP1A_P,48,0.92,0.359,0.709,+
CNOT3_P,154,0.92,0.359,0.709,+
AKAP8_P,27,0.91,0.362,0.71,+
CDK6_P,28,0.91,0.365,0.712,+
PRKDC_P,63,0.91,0.365,0.712,+
ICMT_P,48,0.9,0.367,0.715,+
MIB1_P,58,0.9,0.368,0.716,+
GRB2_P,46,0.9,0.369,0.717,+
MAPK8IP3_P,49,0.9,0.369,0.717,+
HMGB1_P,99,0.89,0.371,0.717,+
MAP3K6_P,25,0.89,0.371,0.717,+
COPS5_P,78,0.89,0.372,0.717,+
RIN1_P,74,0.89,0.374,0.72,+
BPTF_P,78,0.89,0.375,0.721,+
PDK3_P,33,0.89,0.376,0.721,+
RAB6A_P,51,0.88,0.377,0.721,+
EDNRB_P,29,0.88,0.378,0.722,+
XPR1_P,57,0.88,0.378,0.722,+
PRKD3_P,28,0.88,0.38,0.723,+
NCSTN_P,60,0.88,0.381,0.724,+
ADGRG1_P,27,0.87,0.382,0.724,+
SSBP3_P,102,0.87,0.382,0.724,+
FAM126A_P,47,0.87,0.382,0.724,+
HINT1_P,92,0.87,0.383,0.724,+
NOTCH3_P,99,0.87,0.385,0.726,+
CASP8_P,29,0.87,0.386,0.726,+
HSPA5_P,84,0.87,0.386,0.726,+
ARL5B_P,32,0.87,0.387,0.726,+
CFLAR_P,56,0.86,0.387,0.726,+
SNAPC3_P,118,0.86,0.388,0.727,+
CSNK2A1_P,56,0.86,0.388,0.727,+
TFG_P,56,0.86,0.391,0.727,+
CCDC85B_P,67,0.86,0.391,0.727,+
RPS6KA4_P,25,0.86,0.392,0.727,+
SENP1_P,25,0.86,0.392,0.728,+
GIT1_P,44,0.85,0.393,0.728,+
CLP1_P,58,0.85,0.394,0.728,+
WIZ_P,31,0.85,0.394,0.728,+
TRIM32_P,69,0.85,0.397,0.732,+
ANTXR1_P,51,0.84,0.398,0.733,+
CRKL_P,31,0.83,0.404,0.739,+
RASIP1_P,43,0.83,0.404,0.739,+
HIST1H1D_P,37,0.83,0.404,0.739,+
DOK3_P,69,0.83,0.404,0.739,+
GID4_P,42,0.83,0.405,0.739,+
DHCR24_P,30,0.83,0.405,0.739,+
ARHGEF11_P,55,0.83,0.407,0.741,+
RAB9A_P,37,0.82,0.41,0.745,+
HBP1_P,37,0.82,0.411,0.747,+
ZNHIT6_P,67,0.82,0.412,0.747,+
IKBKB_P,28,0.82,0.413,0.747,+
TIE1_P,29,0.82,0.413,0.747,+
FGD5_P,27,0.82,0.414,0.747,+
ASCC1_P,121,0.82,0.414,0.747,+
TAF9_P,125,0.82,0.414,0.747,+
TBL3_P,39,0.82,0.415,0.747,+
CREB1_P,110,0.81,0.417,0.748,+
PHF2_P,97,0.81,0.417,0.748,+
TGFBRAP1_P,57,0.81,0.418,0.748,+
LGALS9_P,26,0.81,0.419,0.748,+
PDE9A_P,39,0.81,0.419,0.748,+
C1D_P,52,0.81,0.419,0.748,+
BRAF_P,25,0.81,0.419,0.748,+
MYCBP2_P,121,0.81,0.42,0.748,+
FLII_P,98,0.81,0.42,0.748,+
MBIP_P,108,0.81,0.42,0.748,+
ZNF598_P,63,0.81,0.421,0.748,+
SMARCAD1_P,57,0.81,0.421,0.748,+
PHF20_P,37,0.8,0.421,0.748,+
ERC1_P,26,0.8,0.422,0.748,+
ZNF276_P,212,0.8,0.422,0.748,+
RFC1_P,31,0.8,0.426,0.752,+
MCTS1_P,180,0.79,0.428,0.754,+
MEAF6_P,58,0.79,0.429,0.755,+
PRKAR1A_P,78,0.79,0.43,0.755,+
RBM15B_P,294,0.79,0.431,0.756,+
RAB19_P,46,0.78,0.433,0.759,+
KDSR_P,42,0.78,0.434,0.759,+
CCNT1_P,160,0.78,0.435,0.759,+
TFE3_P,86,0.78,0.437,0.759,+
RNF20_P,114,0.78,0.437,0.759,+
DAPK1_P,37,0.78,0.437,0.759,+
NEK4_P,132,0.78,0.438,0.759,+
EIF2AK3_P,42,0.78,0.438,0.759,+
AIDA_P,56,0.77,0.438,0.759,+
ZNF646_P,96,0.77,0.439,0.759,+
ELP2_P,54,0.77,0.439,0.759,+
MAP4K5_P,98,0.77,0.439,0.759,+
ZNHIT1_P,72,0.77,0.439,0.759,+
PLCB1_P,46,0.77,0.439,0.759,+
ZC3HAV1L_P,98,0.77,0.44,0.76,+
NCOR1_P,41,0.77,0.443,0.763,+
ECD_P,95,0.77,0.443,0.763,+
NAB2_P,73,0.76,0.445,0.765,+
ARHGDIA_P,39,0.76,0.447,0.767,+
NFIB_P,36,0.76,0.448,0.767,+
KDM5A_P,76,0.75,0.45,0.771,+
TRRAP_P,50,0.75,0.452,0.771,+
SGPL1_P,27,0.75,0.452,0.771,+
SIN3B_P,100,0.75,0.452,0.771,+
MYBBP1A_P,83,0.75,0.454,0.771,+
SQSTM1_P,96,0.75,0.455,0.771,+
TRIM28_P,63,0.75,0.455,0.771,+
ZNF207_P,99,0.75,0.456,0.771,+
NRIP2_P,221,0.75,0.456,0.771,+
GTF2E1_P,68,0.75,0.456,0.771,+
SHC1_P,80,0.74,0.457,0.771,+
VIMP_P,57,0.74,0.457,0.771,+
SNIP1_P,39,0.74,0.458,0.771,+
ARHGEF17_P,27,0.74,0.458,0.771,+
PHF10_P,87,0.74,0.458,0.771,+
HBZ_P,63,0.74,0.46,0.772,+
RAB27B_P,58,0.74,0.461,0.772,+
CIC_P,74,0.74,0.461,0.772,+
CDC42EP5_P,51,0.74,0.461,0.772,+
ARFIP2_P,31,0.74,0.462,0.773,+
RPN1_P,57,0.73,0.463,0.773,+
MED4_P,31,0.73,0.463,0.773,+
SMARCE1_P,104,0.73,0.466,0.778,+
MYO1E_P,48,0.73,0.466,0.778,+
LOXL2_P,504,0.73,0.467,0.778,+
GNL1_P,55,0.73,0.468,0.779,+
ZNF800_P,51,0.73,0.468,0.779,+
YAP1_P,202,0.72,0.472,0.783,+
CAPN15_P,97,0.72,0.473,0.783,+
YWHAQ_P,59,0.72,0.473,0.783,+
PPP1R8_P,60,0.72,0.473,0.783,+
KLF6_P,35,0.71,0.475,0.783,+
PDCL_P,34,0.71,0.475,0.783,+
LRCH4_P,202,0.71,0.478,0.783,+
PDCD11_P,33,0.71,0.478,0.783,+
KAT8_P,59,0.71,0.478,0.783,+
IGFBP3_P,52,0.71,0.478,0.783,+
ASAP1_P,73,0.71,0.478,0.783,+
SF1_P,114,0.71,0.478,0.783,+
TMEM102_P,28,0.71,0.479,0.783,+
DUSP19_P,27,0.71,0.48,0.783,+
RB1_P,56,0.71,0.481,0.783,+
WASF2_P,68,0.7,0.481,0.783,+
MNAT1_P,352,0.7,0.482,0.784,+
NSMAF_P,30,0.7,0.482,0.784,+
DIRAS2_P,49,0.7,0.484,0.786,+
PTPRS_P,41,0.7,0.487,0.79,+
ZMIZ2_P,82,0.7,0.487,0.79,+
STMN1_P,49,0.69,0.488,0.791,+
BAZ1A_P,121,0.69,0.489,0.791,+
CAV1_P,36,0.69,0.489,0.792,+
PIGU_P,115,0.69,0.493,0.796,+
AIFM2_P,30,0.68,0.494,0.798,+
ASMTL_P,42,0.68,0.498,0.801,+
NR1H4_P,91,0.68,0.499,0.802,+
CEP57_P,63,0.67,0.501,0.803,+
TRIP10_P,45,0.67,0.502,0.803,+
DBNL_P,50,0.67,0.502,0.803,+
PLXNA1_P,58,0.67,0.502,0.803,+
ZMYM3_P,112,0.67,0.504,0.804,+
EPHA7_P,41,0.67,0.505,0.805,+
ARL1_P,52,0.67,0.506,0.806,+
KHDRBS1_P,77,0.66,0.507,0.807,+
TAF4_P,57,0.66,0.51,0.809,+
CDK9_P,48,0.66,0.511,0.81,+
SYDE1_P,39,0.65,0.513,0.811,+
STAG2_P,83,0.65,0.515,0.812,+
UBR5_P,36,0.65,0.516,0.813,+
ACTL6A_P,73,0.65,0.516,0.813,+
CDC42SE1_P,47,0.65,0.517,0.813,+
VLDLR_P,29,0.64,0.519,0.814,+
NFAT5_P,84,0.64,0.519,0.814,+
JUP_P,299,0.64,0.52,0.814,+
POLR2L_P,181,0.64,0.521,0.816,+
HDAC2_P,82,0.64,0.522,0.816,+
DNM2_P,43,0.64,0.524,0.818,+
SOS1_P,102,0.64,0.524,0.818,+
PUF60_P,130,0.64,0.525,0.819,+
USP8_P,58,0.63,0.525,0.819,+
SFN_P,43,0.63,0.528,0.822,+
JAG1_P,36,0.63,0.531,0.826,+
TAOK1_P,88,0.62,0.534,0.829,+
SIRT5_P,181,0.62,0.536,0.83,+
ZNF706_P,41,0.62,0.536,0.83,+
RHOB_P,27,0.61,0.539,0.833,+
BMPR2_P,51,0.61,0.54,0.833,+
ELL3_P,134,0.61,0.541,0.834,+
DERL1_P,43,0.61,0.543,0.838,+
RBM15_P,30,0.61,0.544,0.838,+
MKL2_P,41,0.61,0.545,0.838,+
ELANE_P,40,0.61,0.545,0.838,+
MED1_P,61,0.6,0.545,0.838,+
CDC73_P,62,0.6,0.547,0.838,+
BCL3_P,39,0.6,0.548,0.838,+
CLU_P,39,0.6,0.548,0.838,+
DIDO1_P,106,0.6,0.549,0.838,+
PLEKHA1_P,44,0.6,0.55,0.839,+
FUBP1_P,35,0.6,0.55,0.839,+
MYO9A_P,107,0.6,0.55,0.839,+
PPP2R5D_P,25,0.59,0.552,0.841,+
POGZ_P,63,0.59,0.553,0.842,+
KDM2A_P,87,0.59,0.555,0.843,+
SHOC2_P,26,0.59,0.555,0.843,+
MAFF_P,40,0.59,0.558,0.845,+
SPEN_P,67,0.58,0.559,0.846,+
ARID4B_P,29,0.58,0.56,0.847,+
CD3EAP_P,46,0.58,0.564,0.849,+
NIF3L1_P,126,0.58,0.564,0.849,+
ZC3H18_P,73,0.58,0.565,0.849,+
JMJD6_P,56,0.58,0.565,0.849,+
UTP11_P,53,0.57,0.566,0.849,+
PLCB4_P,33,0.57,0.567,0.849,+
HELZ2_P,143,0.57,0.567,0.849,+
CRK_P,27,0.57,0.568,0.849,+
RUVBL1_P,69,0.57,0.568,0.849,+
TGFB1_P,58,0.57,0.57,0.849,+
GABPA_P,107,0.57,0.57,0.849,+
TCEA3_P,190,0.57,0.571,0.849,+
AZI2_P,212,0.57,0.572,0.85,+
RABIF_P,69,0.56,0.577,0.854,+
PRPF6_P,52,0.56,0.579,0.855,+
FZD1_P,27,0.55,0.581,0.858,+
RREB1_P,48,0.55,0.582,0.858,+
MACF1_P,57,0.55,0.583,0.858,+
AZU1_P,26,0.55,0.583,0.858,+
MAP2K3_P,71,0.55,0.584,0.858,+
PKIG_P,56,0.55,0.584,0.859,+
RALGAPA1_P,53,0.54,0.587,0.861,+
ZFP36L1_P,34,0.54,0.587,0.861,+
ETS1_P,112,0.54,0.588,0.862,+
SCARB1_P,46,0.54,0.59,0.864,+
HDAC5_P,282,0.54,0.592,0.864,+
HDGF_P,80,0.54,0.592,0.864,+
EPHB6_P,38,0.54,0.592,0.864,+
DLG5_P,81,0.53,0.594,0.864,+
PIN1_P,40,0.53,0.595,0.864,+
MED28_P,179,0.53,0.596,0.864,+
RASSF6_P,50,0.53,0.596,0.864,+
RASSF7_P,52,0.53,0.596,0.864,+
DDX17_P,84,0.53,0.596,0.864,+
SRF_P,52,0.53,0.597,0.864,+
APP_P,72,0.53,0.597,0.864,+
EIF2AK4_P,48,0.53,0.598,0.864,+
PLEK2_P,41,0.53,0.599,0.864,+
NCOA3_P,32,0.53,0.599,0.864,+
TLE1_P,55,0.52,0.6,0.864,+
TRIM55_P,51,0.52,0.6,0.864,+
COL4A3BP_P,38,0.52,0.601,0.864,+
MORC2_P,87,0.52,0.601,0.864,+
ARFGAP3_P,37,0.52,0.601,0.864,+
MEF2D_P,59,0.52,0.602,0.865,+
YEATS4_P,70,0.52,0.606,0.868,+
TBC1D17_P,39,0.51,0.609,0.872,+
ARHGEF37_P,25,0.51,0.611,0.874,+
DCLK2_P,66,0.51,0.612,0.874,+
UBE2L3_P,90,0.51,0.613,0.875,+
GMEB1_P,25,0.5,0.617,0.879,+
GTF2A1_P,127,0.5,0.62,0.882,+
HMG20A_P,25,0.5,0.62,0.882,+
RASGRP2_P,36,0.49,0.621,0.882,+
RFX1_P,29,0.49,0.622,0.882,+
PBX2_P,64,0.49,0.622,0.882,+
PDK4_P,43,0.49,0.626,0.887,+
RAP1GDS1_P,38,0.48,0.628,0.889,+
ZDHHC17_P,78,0.48,0.629,0.889,+
MAF1_P,44,0.48,0.63,0.889,+
IRF2BP1_P,178,0.48,0.63,0.889,+
ARF3_P,34,0.48,0.632,0.889,+
IRAK4_P,83,0.48,0.632,0.889,+
SETD1A_P,85,0.48,0.634,0.891,+
HUS1_P,34,0.47,0.635,0.892,+
SUPT16H_P,56,0.47,0.636,0.892,+
ZNF365_P,102,0.47,0.637,0.892,+
RIT1_P,65,0.47,0.639,0.895,+
JAK1_P,29,0.46,0.642,0.897,+
ZRANB2_P,43,0.46,0.643,0.897,+
CDC42_P,45,0.46,0.644,0.898,+
MED31_P,65,0.46,0.645,0.898,+
RPTOR_P,92,0.46,0.645,0.898,+
CAP2_P,43,0.46,0.646,0.899,+
KAT5_P,55,0.46,0.647,0.899,+
ZBTB1_P,57,0.46,0.647,0.899,+
GUCY1A3_P,25,0.46,0.648,0.899,+
BZW1_P,197,0.46,0.649,0.899,+
MTA3_P,35,0.46,0.649,0.899,+
CRY2_P,377,0.46,0.649,0.899,+
CD70_P,48,0.45,0.649,0.899,+
AJUBA_P,147,0.45,0.649,0.899,+
ARFGEF3_P,34,0.45,0.651,0.9,+
XRCC6_P,103,0.45,0.651,0.9,+
TFEB_P,41,0.45,0.652,0.9,+
RAB1B_P,78,0.45,0.655,0.902,+
PTPRB_P,50,0.44,0.658,0.907,+
FUT8_P,54,0.44,0.659,0.907,+
RGL1_P,103,0.44,0.662,0.909,+
SEC31A_P,34,0.44,0.662,0.909,+
USP16_P,36,0.43,0.664,0.911,+
S100A1_P,33,0.43,0.665,0.912,+
TMED1_P,38,0.43,0.668,0.914,+
CRYAB_P,50,0.43,0.669,0.914,+
EPC2_P,117,0.43,0.669,0.914,+
FADD_P,56,0.43,0.669,0.914,+
PAFAH1B2_P,55,0.43,0.669,0.914,+
SEMA6A_P,91,0.42,0.673,0.918,+
NFIX_P,41,0.42,0.673,0.918,+
GNAI3_P,51,0.42,0.676,0.921,+
BCAM_P,56,0.41,0.68,0.925,+
CDK2_P,47,0.41,0.685,0.929,+
IPO8_P,74,0.4,0.687,0.93,+
MITF_P,29,0.4,0.689,0.932,+
MORF4L1_P,126,0.39,0.694,0.935,+
RPS6KA5_P,70,0.39,0.695,0.935,+
SNX6_P,53,0.39,0.696,0.935,+
RANGAP1_P,67,0.39,0.696,0.935,+
PHF1_P,51,0.39,0.697,0.935,+
TCF12_P,57,0.39,0.697,0.935,+
AES_P,37,0.39,0.697,0.935,+
GNAQ_P,31,0.39,0.697,0.935,+
POFUT1_P,71,0.39,0.697,0.935,+
DPF2_P,31,0.39,0.698,0.935,+
PEG10_P,39,0.39,0.699,0.935,+
RFXAP_P,29,0.39,0.699,0.935,+
ITGA11_P,57,0.39,0.7,0.935,+
ATXN3_P,186,0.38,0.702,0.936,+
BDP1_P,36,0.38,0.703,0.936,+
RASAL1_P,44,0.38,0.703,0.936,+
ZNF768_P,80,0.38,0.704,0.936,+
SDCBP_P,48,0.38,0.706,0.939,+
ZNF787_P,110,0.37,0.708,0.939,+
KIFAP3_P,52,0.37,0.708,0.939,+
APPL1_P,68,0.37,0.709,0.939,+
HOPX_P,92,0.37,0.71,0.941,+
GPS2_P,62,0.37,0.713,0.943,+
ARFGAP2_P,40,0.37,0.713,0.944,+
ZC3H13_P,35,0.37,0.715,0.944,+
ZNF574_P,39,0.36,0.715,0.945,+
RCAN1_P,31,0.36,0.716,0.945,+
HEXIM1_P,106,0.36,0.717,0.945,+
PDE11A_P,52,0.36,0.722,0.95,+
RHPN2_P,31,0.35,0.723,0.951,+
RPL7L1_P,47,0.35,0.724,0.951,+
ETV3_P,55,0.35,0.726,0.952,+
ZNF579_P,38,0.35,0.728,0.952,+
NACC1_P,161,0.35,0.728,0.952,+
TPM4_P,68,0.35,0.728,0.952,+
PNN_P,130,0.34,0.731,0.954,+
JUNB_P,39,0.34,0.733,0.955,+
MYO18A_P,43,0.34,0.733,0.955,+
STAMBP_P,36,0.34,0.735,0.955,+
MED12_P,51,0.34,0.735,0.955,+
STAT3_P,33,0.34,0.735,0.955,+
ARHGEF16_P,39,0.34,0.736,0.955,+
ARL5A_P,84,0.34,0.738,0.956,+
AFF1_P,36,0.33,0.742,0.96,+
RAB7A_P,45,0.33,0.745,0.962,+
MTA1_P,77,0.32,0.749,0.964,+
ERRFI1_P,33,0.32,0.749,0.964,+
HCFC2_P,85,0.32,0.749,0.964,+
RAB6B_P,109,0.32,0.75,0.965,+
THAP12_P,93,0.32,0.751,0.965,+
SARM1_P,87,0.32,0.751,0.965,+
CRTC2_P,42,0.31,0.754,0.967,+
ZBTB38_P,29,0.31,0.755,0.968,+
ARNTL_P,47,0.31,0.757,0.969,+
SMAD3_P,58,0.31,0.758,0.969,+
RALB_P,34,0.31,0.76,0.969,+
NUP93_P,45,0.31,0.76,0.969,+
PRKG1_P,30,0.3,0.761,0.97,+
PTGES3_P,70,0.3,0.763,0.972,+
TARBP1_P,115,0.3,0.763,0.972,+
KDM6A_P,25,0.3,0.765,0.973,+
DGKZ_P,96,0.3,0.767,0.974,+
CEP290_P,45,0.29,0.768,0.976,+
RHOT1_P,32,0.29,0.771,0.976,+
COPS3_P,118,0.29,0.771,0.976,+
CCNL1_P,49,0.29,0.772,0.976,+
RAB43_P,77,0.29,0.772,0.976,+
ILF2_P,97,0.28,0.776,0.978,+
PLP2_P,39,0.28,0.776,0.978,+
RAD9A_P,40,0.28,0.776,0.978,+
ASXL2_P,260,0.28,0.777,0.978,+
RBM10_P,54,0.28,0.778,0.978,+
HCFC1_P,86,0.28,0.778,0.978,+
PTPN1_P,31,0.28,0.779,0.978,+
NFATC4_P,117,0.28,0.783,0.98,+
SMAD4_P,30,0.27,0.784,0.98,+
CARM1_P,186,0.27,0.784,0.98,+
FOXK1_P,30,0.27,0.787,0.982,+
ETV6_P,107,0.27,0.789,0.983,+
NCOR2_P,94,0.27,0.791,0.985,+
BANP_P,46,0.26,0.793,0.985,+
NARFL_P,179,0.26,0.793,0.985,+
ZCRB1_P,121,0.26,0.794,0.986,+
STAT5B_P,58,0.26,0.796,0.987,+
ZFP91_P,123,0.26,0.797,0.988,+
MBD4_P,36,0.26,0.797,0.988,+
RERG_P,58,0.26,0.798,0.989,+
ATP6AP2_P,37,0.25,0.802,0.991,+
SET_P,46,0.25,0.803,0.992,+
MAP2K2_P,58,0.25,0.803,0.992,+
TBC1D2_P,54,0.25,0.804,0.992,+
PDE10A_P,40,0.25,0.806,0.993,+
ZFPL1_P,54,0.25,0.806,0.993,+
TRIP11_P,403,0.25,0.806,0.993,+
NOTCH1_P,53,0.24,0.807,0.993,+
SUPT20H_P,36,0.24,0.808,0.993,+
MAPK3_P,30,0.24,0.811,0.993,+
BRMS1L_P,295,0.24,0.812,0.993,+
RAB33B_P,32,0.24,0.813,0.993,+
ZBTB40_P,56,0.24,0.814,0.993,+
ZNF76_P,83,0.24,0.814,0.993,+
ECM1_P,53,0.23,0.815,0.993,+
PLCB3_P,40,0.23,0.815,0.993,+
ATF1_P,86,0.23,0.816,0.993,+
CDH2_P,49,0.23,0.817,0.994,+
PTPN14_P,40,0.23,0.818,0.994,+
DDX54_P,43,0.23,0.82,0.996,+
SCMH1_P,55,0.22,0.822,0.997,+
ZC3H12D_P,59,0.22,0.823,0.998,+
PRKAB2_P,51,0.22,0.824,0.998,+
MED17_P,42,0.22,0.826,0.999,+
RBBP8_P,109,0.22,0.828,0.999,+
RABL6_P,46,0.22,0.828,0.999,+
AGFG1_P,33,0.21,0.834,1,+
NFRKB_P,42,0.21,0.834,1,+
CBX6_P,73,0.2,0.841,1,+
JMJD1C_P,57,0.2,0.843,1,+
PPP2R5E_P,81,0.2,0.844,1,+
PRKAA1_P,33,0.19,0.849,1,+
MNT_P,47,0.18,0.854,1,+
BCLAF1_P,78,0.18,0.855,1,+
NAT14_P,96,0.18,0.855,1,+
SEPT9_P,27,0.18,0.856,1,+
LEO1_P,108,0.18,0.859,1,+
DDX5_P,88,0.17,0.863,1,+
MCF2L_P,51,0.17,0.863,1,+
YWHAB_P,41,0.17,0.865,1,+
RYBP_P,70,0.17,0.866,1,+
ZNF609_P,41,0.17,0.866,1,+
ZBTB5_P,68,0.17,0.867,1,+
NFKBIB_P,57,0.16,0.87,1,+
DICER1_P,70,0.16,0.87,1,+
GLMP_P,95,0.16,0.871,1,+
EXT2_P,49,0.16,0.872,1,+
TAF6_P,53,0.16,0.872,1,+
HIC1_P,68,0.16,0.873,1,+
USP9X_P,34,0.16,0.873,1,+
HMOX1_P,57,0.16,0.874,1,+
MED30_P,47,0.16,0.874,1,+
LIN28A_P,96,0.16,0.875,1,+
RHEB_P,77,0.16,0.877,1,+
RBM39_P,78,0.15,0.878,1,+
YWHAZ_P,40,0.15,0.879,1,+
DRG2_P,54,0.15,0.879,1,+
CNOT2_P,138,0.15,0.883,1,+
CLCN6_P,69,0.14,0.885,1,+
TRIM13_P,66,0.14,0.885,1,+
LZTS2_P,55,0.14,0.888,1,+
MBTD1_P,137,0.14,0.891,1,+
CSNK1D_P,36,0.14,0.892,1,+
TDG_P,182,0.14,0.892,1,+
MCM7_P,179,0.14,0.892,1,+
NDEL1_P,25,0.13,0.893,1,+
TAOK2_P,47,0.13,0.893,1,+
RSF1_P,120,0.13,0.894,1,+
ZCCHC17_P,78,0.13,0.895,1,+
ZBTB21_P,58,0.13,0.896,1,+
AP3S1_P,97,0.13,0.896,1,+
SAFB2_P,125,0.13,0.896,1,+
SMURF2_P,51,0.13,0.897,1,+
ATRX_P,86,0.13,0.9,1,+
SMARCA1_P,182,0.12,0.901,1,+
ARL8A_P,26,0.12,0.903,1,+
ZHX3_P,100,0.12,0.903,1,+
RAD17_P,28,0.12,0.905,1,+
ADGRA2_P,56,0.12,0.906,1,+
ZNF827_P,39,0.12,0.906,1,+
CHURC1_P,64,0.12,0.907,1,+
ATXN7L3_P,128,0.12,0.907,1,+
MAPKAPK2_P,44,0.12,0.908,1,+
ZC3H6_P,28,0.12,0.908,1,+
GPSM1_P,39,0.11,0.909,1,+
OMD_P,30,0.11,0.909,1,+
TNK2_P,43,0.11,0.911,1,+
PSMD9_P,101,0.11,0.911,1,+
TRAF6_P,69,0.11,0.914,1,+
MLLT10_P,64,0.11,0.914,1,+
TBC1D23_P,39,0.11,0.916,1,+
UBE3A_P,72,0.11,0.916,1,+
F10_P,26,0.11,0.916,1,+
GMEB2_P,80,0.1,0.917,1,+
SMARCD2_P,213,0.1,0.917,1,+
ING1_P,86,0.1,0.919,1,+
MIB2_P,51,0.1,0.92,1,+
ZCCHC11_P,36,0.1,0.921,1,+
FBXW11_P,29,0.1,0.922,1,+
RCBTB1_P,127,0.1,0.922,1,+
RABEP1_P,29,0.1,0.922,1,+
BABAM1_P,32,0.09,0.925,1,+
FOS_P,35,0.09,0.925,1,+
SMARCC2_P,50,0.09,0.926,1,+
RAP2C_P,77,0.09,0.928,1,+
XPA_P,33,0.09,0.93,1,+
AGT_P,58,0.09,0.93,1,+
TFAP2E_P,49,0.09,0.931,1,+
EZH2_P,73,0.09,0.931,1,+
NFX1_P,68,0.08,0.934,1,+
SLC7A1_P,59,0.08,0.935,1,+
ZMYM2_P,26,0.08,0.936,1,+
ENY2_P,80,0.08,0.938,1,+
SUZ12_P,152,0.08,0.938,1,+
RC3H2_P,107,0.08,0.94,1,+
ZFP36_P,38,0.07,0.942,1,+
ERF_P,37,0.07,0.943,1,+
PATZ1_P,89,0.07,0.945,1,+
ZMYM1_P,27,0.07,0.945,1,+
ZSCAN21_P,84,0.07,0.946,1,+
