Regulon,Size,NES,p.value,FDR,Sign
AKAP10_P,57,1.38,0.168,0.54,+
SIVA1_P,181,1.38,0.169,0.54,+
NDRG1_P,64,1.38,0.169,0.54,+
C14orf169_P,61,1.37,0.169,0.54,+
SDHB_P,87,1.37,0.169,0.54,+
CARD14_P,55,1.37,0.169,0.54,+
PPP2R5C_P,111,1.37,0.17,0.542,+
ZNF292_P,89,1.37,0.17,0.542,+
ZC3HAV1_P,86,1.37,0.171,0.542,+
OGT_P,115,1.37,0.171,0.542,+
TOP1_P,60,1.37,0.172,0.543,+
MAP3K7_P,28,1.37,0.172,0.543,+
TAF6L_P,177,1.37,0.172,0.543,+
MAPKAPK3_P,86,1.36,0.173,0.546,+
CASP8AP2_P,132,1.36,0.174,0.547,+
GNB1L_P,53,1.36,0.174,0.547,+
GOLPH3_P,46,1.36,0.174,0.548,+
TBC1D7_P,30,1.36,0.175,0.55,+
IFI16_P,56,1.35,0.176,0.551,+
TACSTD2_P,111,1.35,0.176,0.551,+
HSBP1_P,97,1.35,0.177,0.551,+
CTCF_P,32,1.35,0.177,0.551,+
NIF3L1_P,117,1.35,0.177,0.551,+
ARFIP2_P,63,1.35,0.177,0.551,+
PHF6_P,145,1.35,0.178,0.552,+
SIK2_P,31,1.35,0.178,0.552,+
CLCN6_P,125,1.35,0.178,0.552,+
FGFR3_P,34,1.35,0.179,0.552,+
CNOT9_P,26,1.34,0.179,0.552,+
CIAO1_P,61,1.34,0.179,0.552,+
NELFCD_P,191,1.34,0.179,0.552,+
EPHB2_P,56,1.34,0.18,0.553,+
DLG5_P,60,1.34,0.18,0.553,+
SDCBP2_P,60,1.34,0.18,0.553,+
SUPT5H_P,70,1.34,0.18,0.553,+
ARL1_P,140,1.34,0.181,0.553,+
ITGA6_P,52,1.34,0.181,0.553,+
ZNF410_P,177,1.34,0.181,0.553,+
GBF1_P,51,1.34,0.182,0.553,+
ZC3H15_P,66,1.34,0.182,0.553,+
ZFAND3_P,65,1.34,0.182,0.553,+
CHD3_P,124,1.33,0.182,0.553,+
ACVR1_P,62,1.33,0.182,0.553,+
AKT1S1_P,44,1.33,0.182,0.553,+
PTK7_P,72,1.33,0.183,0.553,+
PPIE_P,59,1.33,0.184,0.554,+
RBM39_P,103,1.33,0.185,0.554,+
ZNF771_P,116,1.33,0.185,0.554,+
ASH2L_P,90,1.33,0.185,0.554,+
MED1_P,88,1.32,0.185,0.555,+
SEPT9_P,64,1.32,0.186,0.555,+
MIB1_P,86,1.32,0.187,0.556,+
USP8_P,54,1.32,0.187,0.556,+
PTPRK_P,70,1.32,0.188,0.556,+
ADAM9_P,43,1.32,0.188,0.556,+
NAB2_P,160,1.31,0.189,0.558,+
CSDE1_P,248,1.31,0.189,0.558,+
FST_P,187,1.31,0.189,0.558,+
RHOT2_P,77,1.31,0.19,0.558,+
STK3_P,60,1.31,0.19,0.558,+
ACAP2_P,72,1.31,0.19,0.558,+
RBM10_P,134,1.31,0.19,0.558,+
RBBP7_P,48,1.31,0.191,0.558,+
SOX2_P,566,1.31,0.191,0.558,+
HOXA5_P,27,1.3,0.192,0.56,+
KDM3B_P,101,1.3,0.192,0.56,+
RBBP8_P,44,1.3,0.193,0.562,+
ANP32A_P,56,1.3,0.194,0.562,+
ADCY3_P,99,1.3,0.194,0.562,+
MGA_P,47,1.3,0.194,0.562,+
TP73_P,89,1.3,0.194,0.562,+
CHMP1A_P,166,1.3,0.194,0.562,+
GRB7_P,51,1.3,0.195,0.562,+
ZNF532_P,68,1.3,0.195,0.562,+
ADNP2_P,87,1.29,0.196,0.562,+
TICAM1_P,85,1.29,0.196,0.562,+
RPL22_P,56,1.29,0.197,0.562,+
PPM1L_P,49,1.29,0.197,0.562,+
SMARCE1_P,97,1.29,0.197,0.562,+
UNC119_P,39,1.29,0.197,0.562,+
THOC1_P,50,1.29,0.198,0.565,+
TRIM33_P,58,1.29,0.199,0.566,+
FOXK2_P,80,1.28,0.199,0.566,+
ZNF777_P,117,1.28,0.199,0.566,+
NGFR_P,46,1.28,0.2,0.566,+
SF1_P,37,1.28,0.2,0.566,+
MKNK1_P,39,1.28,0.201,0.567,+
NCOR2_P,291,1.28,0.201,0.568,+
BTF3_P,101,1.28,0.202,0.569,+
RAD21_P,45,1.28,0.202,0.569,+
CCNC_P,88,1.27,0.202,0.57,+
PAK2_P,39,1.27,0.204,0.572,+
RSC1A1_P,58,1.27,0.205,0.573,+
RAC1_P,57,1.27,0.205,0.573,+
KDM4A_P,89,1.27,0.205,0.573,+
MED6_P,45,1.27,0.205,0.573,+
AP3S1_P,42,1.27,0.206,0.574,+
ZDHHC8_P,117,1.27,0.206,0.574,+
HBS1L_P,47,1.26,0.206,0.574,+
ZBTB11_P,90,1.26,0.206,0.574,+
HMG20B_P,74,1.26,0.207,0.574,+
TP53BP1_P,44,1.26,0.208,0.576,+
DDX6_P,83,1.26,0.209,0.576,+
NTRK2_P,135,1.25,0.21,0.578,+
ZNF770_P,74,1.25,0.21,0.578,+
REST_P,220,1.25,0.21,0.578,+
ITGA2_P,34,1.25,0.21,0.578,+
VPS72_P,209,1.25,0.211,0.579,+
AXIN1_P,70,1.25,0.211,0.579,+
TRIM27_P,87,1.25,0.212,0.58,+
ZMYND8_P,51,1.25,0.213,0.581,+
KDM2A_P,86,1.24,0.213,0.581,+
ZNF511_P,204,1.24,0.213,0.581,+
NAB1_P,185,1.24,0.214,0.582,+
DLX5_P,138,1.24,0.215,0.585,+
INHBA_P,266,1.24,0.216,0.585,+
CIZ1_P,69,1.23,0.217,0.587,+
ZBED4_P,48,1.23,0.218,0.587,+
ULK1_P,82,1.23,0.218,0.587,+
BCL3_P,115,1.23,0.218,0.587,+
NCSTN_P,72,1.23,0.219,0.589,+
MEF2D_P,151,1.23,0.22,0.59,+
CDC73_P,54,1.22,0.221,0.592,+
HLTF_P,282,1.22,0.221,0.592,+
EHF_P,86,1.22,0.222,0.592,+
COL1A1_P,109,1.22,0.222,0.592,+
IPO7_P,69,1.22,0.223,0.592,+
RAB22A_P,25,1.22,0.224,0.594,+
PDCD6_P,40,1.22,0.224,0.594,+
TFAP2D_P,73,1.21,0.225,0.594,+
MTDH_P,142,1.21,0.225,0.594,+
TCEB2_P,148,1.21,0.225,0.594,+
P2RY1_P,145,1.21,0.226,0.596,+
ZKSCAN1_P,63,1.21,0.227,0.596,+
BRAP_P,38,1.21,0.227,0.596,+
MET_P,46,1.21,0.227,0.596,+
ZNF384_P,284,1.21,0.227,0.596,+
RASSF1_P,32,1.21,0.227,0.596,+
MDC1_P,67,1.21,0.228,0.596,+
SAFB_P,190,1.21,0.228,0.596,+
RND3_P,57,1.2,0.228,0.596,+
RRBP1_P,108,1.2,0.229,0.596,+
TERF2IP_P,112,1.2,0.229,0.596,+
RPS6KA4_P,68,1.2,0.229,0.596,+
RAPGEFL1_P,100,1.2,0.23,0.598,+
ARHGEF4_P,35,1.2,0.23,0.598,+
ATF7IP_P,89,1.2,0.23,0.598,+
ELF4_P,97,1.2,0.23,0.598,+
ZDHHC6_P,88,1.2,0.231,0.598,+
RPS14_P,219,1.19,0.232,0.6,+
NFXL1_P,37,1.19,0.233,0.6,+
EBP_P,93,1.19,0.233,0.6,+
ZBTB43_P,90,1.19,0.233,0.6,+
ZBTB41_P,135,1.19,0.233,0.601,+
AMER1_P,96,1.19,0.234,0.602,+
PPP1R13L_P,234,1.19,0.234,0.602,+
EGFR_P,68,1.18,0.236,0.606,+
FAT1_P,43,1.18,0.237,0.606,+
FASTK_P,59,1.18,0.237,0.607,+
MESDC2_P,31,1.18,0.238,0.609,+
ARID3A_P,54,1.18,0.239,0.61,+
PYGO2_P,92,1.18,0.24,0.611,+
KDM5C_P,65,1.18,0.24,0.611,+
PDPK1_P,60,1.17,0.241,0.613,+
E4F1_P,159,1.17,0.244,0.618,+
CBFB_P,28,1.16,0.244,0.618,+
SNAI2_P,117,1.16,0.244,0.618,+
PRKCI_P,213,1.16,0.245,0.618,+
FOXE1_P,290,1.16,0.245,0.619,+
GSK3B_P,71,1.16,0.246,0.62,+
ZNF121_P,52,1.16,0.247,0.622,+
MORF4L1_P,49,1.16,0.248,0.622,+
SHC1_P,74,1.16,0.248,0.622,+
RPL7_P,185,1.15,0.249,0.622,+
ESRRA_P,142,1.15,0.249,0.622,+
GCLC_P,350,1.15,0.249,0.622,+
SENP2_P,45,1.15,0.249,0.624,+
DTX2_P,89,1.15,0.25,0.624,+
BSG_P,47,1.15,0.25,0.624,+
ZBTB12_P,79,1.15,0.251,0.624,+
ZNF397_P,82,1.15,0.251,0.624,+
KIDINS220_P,96,1.15,0.251,0.624,+
ARID2_P,112,1.15,0.252,0.624,+
CHD9_P,110,1.15,0.252,0.624,+
RAB21_P,54,1.15,0.252,0.624,+
MAPK9_P,85,1.14,0.253,0.624,+
CHD1_P,105,1.14,0.253,0.624,+
RLF_P,68,1.14,0.253,0.624,+
PQBP1_P,109,1.14,0.253,0.624,+
ZNF668_P,91,1.14,0.253,0.624,+
ING5_P,110,1.14,0.254,0.624,+
TRAFD1_P,31,1.14,0.254,0.624,+
CENPB_P,132,1.13,0.258,0.629,+
PLCH2_P,72,1.13,0.258,0.629,+
PRPF6_P,108,1.13,0.258,0.629,+
ELP2_P,77,1.13,0.259,0.629,+
GNA15_P,80,1.13,0.259,0.629,+
NARFL_P,132,1.13,0.259,0.629,+
PLRG1_P,36,1.13,0.26,0.63,+
ZNF462_P,91,1.13,0.26,0.63,+
CDC42SE1_P,65,1.13,0.26,0.631,+
ZNF3_P,53,1.13,0.26,0.631,+
UBA52_P,107,1.12,0.261,0.631,+
MSRB2_P,88,1.12,0.262,0.631,+
NCOR1_P,129,1.12,0.263,0.632,+
FOXP3_P,95,1.12,0.263,0.632,+
SGF29_P,91,1.12,0.264,0.632,+
FOSL2_P,82,1.12,0.264,0.632,+
EDRF1_P,114,1.12,0.264,0.632,+
ZNF609_P,69,1.11,0.266,0.635,+
RHOD_P,123,1.11,0.266,0.635,+
NMI_P,51,1.11,0.267,0.635,+
RREB1_P,135,1.11,0.267,0.635,+
PDGFC_P,49,1.11,0.267,0.635,+
DDX1_P,87,1.1,0.269,0.639,+
TFB2M_P,220,1.1,0.27,0.641,+
DNAJB6_P,67,1.1,0.271,0.642,+
MAP4K4_P,89,1.1,0.271,0.642,+
RAB2A_P,86,1.1,0.272,0.643,+
MSI2_P,62,1.1,0.273,0.644,+
PIK3CA_P,123,1.1,0.274,0.644,+
WASL_P,153,1.09,0.274,0.644,+
ZC3H3_P,109,1.09,0.275,0.644,+
TULP4_P,54,1.09,0.275,0.644,+
TBL3_P,85,1.09,0.276,0.644,+
ADGRE5_P,31,1.09,0.276,0.644,+
KEAP1_P,211,1.09,0.277,0.644,+
ARID1A_P,128,1.09,0.277,0.644,+
INTS6_P,27,1.09,0.278,0.644,+
EAF2_P,139,1.08,0.278,0.644,+
ZFP91_P,100,1.08,0.278,0.644,+
IGHMBP2_P,121,1.08,0.278,0.644,+
NFE2L2_P,109,1.08,0.279,0.644,+
ARFGAP1_P,111,1.08,0.279,0.644,+
MED20_P,81,1.08,0.279,0.644,+
SETDB1_P,108,1.08,0.279,0.644,+
ZNF581_P,55,1.08,0.28,0.644,+
TRAF3_P,47,1.08,0.28,0.644,+
ARHGDIA_P,84,1.08,0.28,0.644,+
MAP4K3_P,82,1.08,0.281,0.644,+
PURB_P,64,1.08,0.281,0.644,+
RSF1_P,48,1.08,0.281,0.644,+
SRC_P,46,1.08,0.282,0.644,+
ARF4_P,93,1.07,0.283,0.644,+
ZNF408_P,78,1.07,0.283,0.644,+
POU2AF1_P,164,1.07,0.283,0.644,+
POLR2K_P,73,1.07,0.283,0.644,+
BLZF1_P,109,1.07,0.284,0.644,+
PRDM10_P,51,1.07,0.284,0.644,+
BMP7_P,218,1.07,0.284,0.644,+
TNFAIP6_P,71,1.07,0.284,0.644,+
MIF_P,131,1.07,0.284,0.644,+
PIAS4_P,34,1.07,0.284,0.644,+
BCLAF1_P,63,1.07,0.286,0.646,+
TARDBP_P,125,1.07,0.286,0.646,+
ZNF565_P,53,1.06,0.287,0.648,+
RAB8A_P,75,1.06,0.288,0.648,+
CCNT2_P,292,1.06,0.29,0.65,+
ZNF362_P,107,1.06,0.29,0.65,+
BTAF1_P,94,1.06,0.29,0.65,+
MAPK8IP3_P,90,1.06,0.291,0.65,+
AGPAT1_P,85,1.05,0.292,0.651,+
TAF15_P,82,1.05,0.292,0.651,+
LRPPRC_P,459,1.05,0.292,0.651,+
ZNF638_P,120,1.05,0.293,0.651,+
PSEN1_P,111,1.05,0.293,0.651,+
TRIM16_P,96,1.05,0.293,0.651,+
PLEK2_P,72,1.05,0.294,0.652,+
PI4KB_P,57,1.05,0.294,0.652,+
MORF4L2_P,111,1.05,0.295,0.652,+
AIMP1_P,54,1.05,0.295,0.652,+
BAG4_P,48,1.05,0.295,0.652,+
SUPT7L_P,124,1.04,0.297,0.655,+
TAF9_P,214,1.04,0.299,0.656,+
TFDP2_P,41,1.04,0.3,0.658,+
PLXND1_P,35,1.04,0.3,0.658,+
BCKDK_P,60,1.04,0.301,0.658,+
CCNT1_P,359,1.03,0.301,0.658,+
NACA_P,105,1.03,0.301,0.658,+
SMARCB1_P,97,1.03,0.302,0.658,+
CNOT3_P,69,1.03,0.302,0.658,+
ZMIZ2_P,145,1.03,0.303,0.658,+
ZFR_P,144,1.03,0.303,0.658,+
EDF1_P,129,1.03,0.304,0.659,+
YBX2_P,74,1.03,0.304,0.66,+
SOX9_P,77,1.03,0.305,0.661,+
DR1_P,165,1.02,0.306,0.662,+
PDLIM1_P,252,1.02,0.307,0.662,+
SNAPC5_P,35,1.02,0.307,0.662,+
SP1_P,44,1.02,0.308,0.664,+
OCRL_P,57,1.02,0.309,0.664,+
IKZF2_P,88,1.02,0.309,0.664,+
SKIL_P,39,1.01,0.31,0.667,+
SIX4_P,84,1.01,0.311,0.667,+
CAND1_P,199,1.01,0.312,0.669,+
BAP1_P,88,1.01,0.314,0.671,+
TEAD3_P,78,1.01,0.314,0.672,+
ZNF8_P,36,1,0.315,0.673,+
LANCL2_P,40,1,0.315,0.673,+
ACIN1_P,117,1,0.316,0.675,+
TEAD1_P,106,1,0.317,0.675,+
L3MBTL2_P,74,1,0.317,0.675,+
TSC22D2_P,54,1,0.318,0.675,+
HSP90AA1_P,28,1,0.318,0.675,+
NFATC2IP_P,96,1,0.318,0.675,+
NDUFA13_P,183,1,0.319,0.676,+
SLTM_P,69,0.99,0.32,0.677,+
IKBKE_P,55,0.99,0.32,0.677,+
POT1_P,78,0.99,0.321,0.677,+
ASCC2_P,169,0.99,0.322,0.678,+
MFN2_P,33,0.99,0.322,0.678,+
CSNK1G2_P,78,0.99,0.322,0.678,+
DNLZ_P,60,0.99,0.322,0.678,+
SRPK2_P,31,0.99,0.324,0.681,+
NGEF_P,41,0.98,0.325,0.681,+
PTGES2_P,171,0.98,0.326,0.681,+
JAG2_P,51,0.98,0.326,0.681,+
ADCY6_P,39,0.98,0.326,0.681,+
RPS3_P,76,0.98,0.326,0.681,+
PGRMC2_P,55,0.98,0.327,0.682,+
USP33_P,38,0.98,0.328,0.683,+
KDM4B_P,53,0.98,0.328,0.683,+
DLX6_P,143,0.98,0.329,0.683,+
GNB3_P,44,0.98,0.329,0.683,+
RAB32_P,102,0.98,0.329,0.683,+
CDK2_P,36,0.98,0.329,0.683,+
SRGAP1_P,47,0.97,0.333,0.688,+
IKBKAP_P,75,0.96,0.335,0.691,+
ZNF646_P,50,0.96,0.335,0.691,+
MYCN_P,98,0.96,0.335,0.691,+
KMT5A_P,156,0.96,0.336,0.691,+
ADAM17_P,67,0.96,0.336,0.691,+
SEC31A_P,86,0.96,0.337,0.691,+
RBBP4_P,186,0.96,0.337,0.692,+
ZNF562_P,49,0.96,0.338,0.692,+
GPR155_P,30,0.96,0.338,0.693,+
RC3H2_P,126,0.96,0.338,0.693,+
INPP5B_P,68,0.96,0.339,0.693,+
P2RY2_P,121,0.96,0.339,0.693,+
ZNF48_P,91,0.96,0.34,0.694,+
MAP3K4_P,36,0.95,0.34,0.694,+
STC1_P,71,0.95,0.342,0.695,+
TBC1D9_P,63,0.95,0.342,0.695,+
APH1A_P,59,0.95,0.342,0.695,+
OR4C16_P,65,0.95,0.343,0.695,+
TBCK_P,50,0.95,0.343,0.695,+
LTB4R_P,55,0.95,0.343,0.695,+
CDK6_P,71,0.95,0.343,0.695,+
SATB1_P,69,0.95,0.343,0.695,+
SEPT5_P,30,0.95,0.343,0.695,+
CHD7_P,63,0.95,0.343,0.695,+
ZNF787_P,51,0.95,0.345,0.695,+
PAQR7_P,48,0.95,0.345,0.695,+
ZNF318_P,59,0.94,0.346,0.697,+
AKAP17A_P,56,0.94,0.347,0.697,+
IRF2BP1_P,70,0.94,0.347,0.697,+
ZBTB33_P,111,0.94,0.348,0.697,+
ZNF768_P,60,0.94,0.348,0.697,+
SAP30BP_P,106,0.94,0.348,0.697,+
MAFG_P,166,0.94,0.348,0.697,+
MAGED1_P,66,0.94,0.349,0.697,+
TXNRD1_P,96,0.94,0.349,0.697,+
PLAA_P,48,0.94,0.349,0.697,+
STAG2_P,158,0.93,0.351,0.699,+
EZH1_P,337,0.93,0.351,0.699,+
PUF60_P,341,0.93,0.351,0.699,+
BCL2L11_P,36,0.93,0.352,0.701,+
ETV6_P,97,0.93,0.353,0.701,+
TLK1_P,57,0.93,0.354,0.702,+
PLEKHG2_P,55,0.92,0.355,0.703,+
IRAK1_P,39,0.92,0.355,0.703,+
MYCBP2_P,84,0.92,0.357,0.703,+
ERCC6_P,45,0.92,0.357,0.703,+
PLXNA1_P,136,0.92,0.357,0.703,+
SIRT6_P,126,0.92,0.358,0.703,+
CX3CL1_P,67,0.92,0.358,0.703,+
BPTF_P,122,0.92,0.358,0.703,+
PPP2R5E_P,86,0.92,0.358,0.703,+
SF3B1_P,90,0.92,0.358,0.703,+
ZDHHC9_P,157,0.92,0.359,0.703,+
KDM3A_P,88,0.92,0.359,0.704,+
ZDHHC4_P,73,0.92,0.36,0.704,+
PCBP1_P,62,0.92,0.36,0.704,+
KSR2_P,44,0.92,0.36,0.704,+
RAP2C_P,63,0.91,0.361,0.705,+
RELB_P,124,0.91,0.361,0.706,+
GMEB2_P,73,0.91,0.362,0.706,+
FUBP3_P,54,0.91,0.363,0.706,+
DDR1_P,25,0.91,0.363,0.706,+
MED22_P,106,0.91,0.364,0.706,+
GNG4_P,38,0.91,0.364,0.706,+
RAB30_P,81,0.91,0.364,0.706,+
TBC1D12_P,33,0.91,0.364,0.706,+
ASCC1_P,50,0.91,0.365,0.707,+
DCLK2_P,27,0.9,0.366,0.707,+
ZFC3H1_P,100,0.9,0.366,0.707,+
RAB26_P,45,0.9,0.366,0.707,+
RAB28_P,80,0.9,0.366,0.707,+
POU2F1_P,76,0.9,0.367,0.709,+
FADS1_P,154,0.9,0.367,0.709,+
GNL1_P,80,0.9,0.368,0.71,+
ARID5B_P,96,0.9,0.369,0.71,+
MALT1_P,75,0.9,0.369,0.71,+
RPL6_P,164,0.9,0.369,0.71,+
MKL1_P,50,0.89,0.371,0.713,+
GMEB1_P,119,0.89,0.372,0.714,+
RGMA_P,37,0.89,0.372,0.714,+
FZD10_P,38,0.89,0.373,0.714,+
NOTCH4_P,223,0.89,0.373,0.714,+
HTATSF1_P,73,0.89,0.373,0.714,+
OBSCN_P,80,0.89,0.374,0.714,+
PDPN_P,56,0.89,0.375,0.715,+
ZNF146_P,43,0.89,0.375,0.715,+
HCFC1_P,240,0.89,0.375,0.715,+
ITPKB_P,109,0.89,0.375,0.715,+
ANKZF1_P,55,0.89,0.376,0.715,+
TEX2_P,67,0.88,0.376,0.715,+
M6PR_P,58,0.88,0.376,0.715,+
ZNF513_P,144,0.88,0.377,0.716,+
SETD1A_P,157,0.88,0.377,0.716,+
SKI_P,80,0.88,0.379,0.717,+
ZNF460_P,58,0.88,0.379,0.717,+
MPZL1_P,34,0.88,0.379,0.717,+
ZNF507_P,89,0.88,0.381,0.718,+
CALML5_P,38,0.87,0.382,0.719,+
TRAF2_P,75,0.87,0.383,0.72,+
RUSC1_P,28,0.87,0.386,0.722,+
PPP1R2_P,64,0.87,0.386,0.722,+
MED24_P,34,0.87,0.387,0.722,+
GNAI3_P,26,0.87,0.387,0.722,+
LCOR_P,53,0.87,0.387,0.722,+
DDX20_P,48,0.86,0.388,0.722,+
GNAS_P,61,0.86,0.388,0.722,+
BRMS1L_P,53,0.86,0.388,0.722,+
ZNHIT2_P,118,0.86,0.388,0.722,+
BACH2_P,110,0.86,0.389,0.722,+
MED21_P,73,0.86,0.389,0.723,+
RAD50_P,102,0.86,0.391,0.724,+
SP6_P,98,0.86,0.392,0.725,+
EED_P,81,0.85,0.393,0.726,+
SMARCA5_P,115,0.85,0.394,0.727,+
LIN54_P,98,0.85,0.395,0.727,+
ZNF589_P,140,0.85,0.396,0.727,+
FZD7_P,79,0.85,0.396,0.727,+
IFNAR1_P,28,0.85,0.396,0.727,+
GTF2H5_P,39,0.85,0.396,0.727,+
FGD1_P,46,0.85,0.397,0.727,+
TMEM101_P,65,0.84,0.399,0.73,+
CELSR1_P,83,0.84,0.399,0.73,+
CLTC_P,111,0.84,0.401,0.731,+
ATN1_P,52,0.84,0.403,0.733,+
SNAPC3_P,136,0.83,0.404,0.734,+
PRRX1_P,91,0.83,0.405,0.735,+
BCL10_P,74,0.83,0.406,0.735,+
PURA_P,332,0.83,0.407,0.737,+
MAP2K3_P,82,0.83,0.407,0.737,+
EFS_P,80,0.82,0.409,0.738,+
TCEANC2_P,108,0.82,0.41,0.738,+
ZFX_P,117,0.82,0.41,0.738,+
BRD8_P,118,0.82,0.41,0.738,+
RAB19_P,26,0.82,0.411,0.738,+
MSH3_P,64,0.82,0.411,0.738,+
HIVEP1_P,85,0.82,0.411,0.738,+
AFF1_P,161,0.82,0.411,0.739,+
SH2D3A_P,101,0.82,0.412,0.739,+
CAPN15_P,110,0.82,0.413,0.74,+
RICTOR_P,34,0.82,0.414,0.742,+
LMO4_P,60,0.82,0.414,0.742,+
GTF2I_P,55,0.82,0.414,0.742,+
ZNF654_P,68,0.81,0.417,0.744,+
SLC4A11_P,82,0.81,0.417,0.744,+
ARHGAP29_P,29,0.81,0.417,0.744,+
TLK2_P,38,0.81,0.418,0.744,+
TMED4_P,57,0.81,0.418,0.744,+
ACVR2A_P,57,0.81,0.419,0.744,+
RPL7L1_P,65,0.81,0.419,0.744,+
ZNHIT1_P,81,0.81,0.42,0.745,+
IRF3_P,101,0.8,0.421,0.746,+
CDH1_P,92,0.8,0.422,0.747,+
MBD3_P,109,0.8,0.423,0.747,+
ZMAT3_P,94,0.8,0.424,0.747,+
NRBF2_P,73,0.8,0.424,0.747,+
CNOT2_P,71,0.8,0.424,0.747,+
ZBTB9_P,32,0.8,0.425,0.749,+
TFPT_P,110,0.8,0.426,0.749,+
LEMD3_P,69,0.8,0.426,0.749,+
MAP4K5_P,61,0.79,0.428,0.75,+
BHLHA15_P,56,0.79,0.429,0.75,+
TNFRSF10A_P,92,0.79,0.429,0.751,+
NTS_P,44,0.79,0.43,0.751,+
RPS6_P,86,0.79,0.43,0.751,+
MECP2_P,110,0.79,0.431,0.751,+
TSG101_P,76,0.79,0.431,0.751,+
MDM2_P,62,0.79,0.431,0.751,+
NR2F6_P,186,0.79,0.432,0.752,+
TFRC_P,83,0.79,0.432,0.752,+
ZNF185_P,169,0.79,0.432,0.752,+
TDP2_P,38,0.79,0.432,0.752,+
BAG1_P,36,0.78,0.434,0.753,+
EPHA2_P,49,0.78,0.435,0.753,+
JMJD6_P,67,0.78,0.435,0.753,+
TBL1X_P,79,0.78,0.435,0.753,+
DAP_P,54,0.78,0.436,0.753,+
SORL1_P,62,0.78,0.436,0.753,+
ZCCHC14_P,64,0.78,0.437,0.753,+
HEXIM2_P,112,0.78,0.437,0.753,+
POGK_P,89,0.78,0.437,0.753,+
TMX1_P,39,0.78,0.438,0.753,+
CABIN1_P,60,0.77,0.439,0.755,+
MKL2_P,46,0.77,0.439,0.755,+
CD44_P,63,0.77,0.441,0.756,+
ELF3_P,134,0.77,0.442,0.756,+
SEMA4C_P,82,0.77,0.442,0.756,+
STK38_P,49,0.77,0.443,0.757,+
CCM2_P,95,0.76,0.446,0.759,+
TCF4_P,168,0.76,0.446,0.759,+
PRMT7_P,109,0.76,0.446,0.759,+
SNIP1_P,69,0.76,0.448,0.761,+
PAF1_P,72,0.76,0.448,0.761,+
ZNF142_P,57,0.76,0.448,0.761,+
G3BP2_P,108,0.76,0.449,0.761,+
KAT7_P,91,0.76,0.45,0.761,+
MKLN1_P,32,0.76,0.45,0.761,+
XRCC6_P,134,0.75,0.451,0.761,+
AIDA_P,41,0.75,0.451,0.761,+
DKK1_P,59,0.75,0.451,0.761,+
ECSIT_P,30,0.75,0.452,0.761,+
MORC4_P,45,0.75,0.452,0.761,+
CERS5_P,69,0.75,0.453,0.762,+
ZMYM3_P,92,0.75,0.453,0.762,+
THY1_P,42,0.75,0.454,0.763,+
FOXA1_P,160,0.75,0.455,0.763,+
RNF6_P,112,0.75,0.455,0.763,+
CANT1_P,48,0.75,0.455,0.763,+
F2RL1_P,40,0.75,0.455,0.763,+
NUP98_P,49,0.75,0.456,0.763,+
FUT8_P,48,0.74,0.457,0.763,+
ASF1A_P,109,0.74,0.458,0.763,+
ZNF451_P,82,0.74,0.458,0.763,+
SMARCAL1_P,133,0.74,0.458,0.763,+
ZFAND6_P,90,0.74,0.458,0.763,+
PCGF3_P,90,0.74,0.461,0.768,+
PLEKHA1_P,57,0.74,0.461,0.768,+
ZMYM2_P,48,0.74,0.462,0.768,+
KDM5A_P,45,0.74,0.462,0.768,+
POLR2I_P,76,0.73,0.463,0.769,+
BCL9L_P,74,0.73,0.464,0.77,+
ZNF12_P,45,0.73,0.464,0.77,+
ZBTB24_P,93,0.73,0.464,0.77,+
ZHX1_P,51,0.73,0.465,0.77,+
PRDM1_P,47,0.73,0.466,0.77,+
MAFB_P,73,0.73,0.466,0.77,+
TGFB3_P,36,0.73,0.466,0.77,+
CDA_P,63,0.73,0.467,0.771,+
C1D_P,181,0.73,0.467,0.771,+
CNOT8_P,91,0.73,0.468,0.771,+
TBC1D22A_P,79,0.73,0.468,0.771,+
ZBTB14_P,76,0.72,0.47,0.773,+
HBP1_P,191,0.72,0.471,0.774,+
VEZF1_P,100,0.72,0.473,0.777,+
CXXC1_P,32,0.72,0.473,0.777,+
ZCCHC8_P,85,0.72,0.474,0.777,+
ASAP2_P,80,0.71,0.476,0.778,+
HELLS_P,161,0.71,0.476,0.778,+
RB1_P,107,0.71,0.478,0.781,+
PPP2R5B_P,43,0.71,0.478,0.781,+
ZNF644_P,52,0.71,0.478,0.781,+
BCL7A_P,119,0.71,0.479,0.781,+
ZUFSP_P,49,0.71,0.48,0.782,+
RNF20_P,94,0.71,0.481,0.782,+
GJA1_P,86,0.7,0.482,0.784,+
ELP3_P,120,0.7,0.483,0.784,+
FGFR2_P,108,0.7,0.483,0.784,+
CXCL10_P,28,0.7,0.485,0.785,+
AES_P,65,0.7,0.486,0.787,+
FZD1_P,59,0.7,0.486,0.787,+
DOCK7_P,46,0.7,0.486,0.787,+
ZNF280C_P,116,0.7,0.487,0.787,+
ELL2_P,296,0.69,0.488,0.789,+
PRSS8_P,77,0.69,0.489,0.789,+
RAB25_P,60,0.69,0.489,0.789,+
NELFB_P,61,0.69,0.49,0.789,+
MAP4K2_P,76,0.69,0.49,0.789,+
TBC1D2_P,133,0.69,0.491,0.79,+
SMURF1_P,89,0.69,0.493,0.791,+
LATS1_P,85,0.69,0.493,0.791,+
ZMIZ1_P,155,0.68,0.494,0.792,+
