Regulon	Size	NES	p.value	FDR	Sign
NOTCH2NL	67	1.71	0.0868	0.407	+
PDCD6	40	1.71	0.0869	0.407	+
RHBDL1	27	1.71	0.0879	0.41	+
TP63	300	1.71	0.0881	0.411	+
PIK3CB	33	1.71	0.0881	0.411	+
SLC9A3R1	134	1.7	0.0883	0.411	+
SCYL1	109	1.7	0.0883	0.411	+
RIIAD1	30	1.7	0.0887	0.411	+
ZBTB46	72	1.7	0.0889	0.411	+
TIAM1	54	1.7	0.0891	0.411	+
EDARADD	47	1.7	0.0892	0.411	+
SDCBP2	60	1.7	0.0892	0.411	+
EGFR	68	1.7	0.0892	0.411	+
IFT57	59	1.7	0.0894	0.411	+
P2RY6	62	1.7	0.0896	0.412	+
ZNF540	55	1.7	0.0897	0.412	+
MCF2L2	40	1.7	0.0899	0.412	+
ASB7	47	1.7	0.0899	0.412	+
SEC14L2	231	1.69	0.0904	0.413	+
CCDC59	249	1.69	0.0904	0.413	+
SLIRP	223	1.69	0.0908	0.413	+
TFAP2D	73	1.69	0.0908	0.413	+
RP1	37	1.69	0.0909	0.413	+
ZC3H3	109	1.69	0.0913	0.414	+
PARP15	239	1.69	0.0914	0.414	+
RARA	161	1.68	0.0922	0.417	+
CNGA3	26	1.68	0.0927	0.418	+
HOXD1	55	1.68	0.0928	0.418	+
NELFCD	191	1.68	0.0928	0.418	+
GLI2	151	1.68	0.0932	0.418	+
TBC1D7	30	1.68	0.0936	0.419	+
ZNF598	115	1.68	0.0937	0.419	+
RALGPS2	36	1.67	0.094	0.419	+
TTL	43	1.67	0.0942	0.419	+
CNOT4	154	1.67	0.0945	0.42	+
PCBP1	62	1.67	0.0948	0.421	+
DYRK2	68	1.67	0.0949	0.421	+
ZC4H2	30	1.67	0.0949	0.421	+
GPR85	31	1.67	0.0953	0.421	+
ADCY5	51	1.67	0.0954	0.422	+
AVPR1B	38	1.67	0.0957	0.423	+
ZSCAN30	47	1.66	0.0961	0.423	+
TAF4B	91	1.66	0.0965	0.424	+
RIT1	101	1.66	0.0967	0.424	+
GML	52	1.66	0.0969	0.424	+
ZNF296	79	1.66	0.0969	0.424	+
ACAP2	72	1.66	0.0971	0.424	+
SENP1	48	1.66	0.0972	0.424	+
ESRRG	172	1.66	0.0977	0.424	+
SSRP1	143	1.65	0.0983	0.424	+
RTKN	25	1.65	0.0984	0.424	+
AR	25	1.65	0.0985	0.424	+
MEOX1	73	1.65	0.0987	0.424	+
MYCN	98	1.65	0.0991	0.425	+
SMARCD1	62	1.65	0.0992	0.425	+
HOXA13	62	1.64	0.1	0.426	+
ELK3	84	1.64	0.1	0.426	+
ZNF92	110	1.64	0.1	0.426	+
ZFP36L2	43	1.64	0.1	0.426	+
ZNF671	26	1.64	0.1	0.426	+
GPR149	26	1.64	0.101	0.426	+
ZNF335	148	1.64	0.101	0.426	+
MECOM	107	1.64	0.101	0.427	+
ZNF185	169	1.64	0.101	0.427	+
ZNF599	61	1.64	0.102	0.427	+
CERS6	91	1.64	0.102	0.427	+
TBC1D8	50	1.64	0.102	0.427	+
FEZ2	54	1.63	0.102	0.427	+
EAF2	139	1.63	0.102	0.427	+
OR2G6	53	1.63	0.102	0.427	+
EXT1	41	1.63	0.103	0.427	+
E2F7	124	1.63	0.103	0.427	+
HGS	81	1.63	0.103	0.427	+
WWTR1	204	1.63	0.103	0.427	+
ADAM9	43	1.63	0.103	0.427	+
GPR19	44	1.63	0.103	0.427	+
ZNF692	227	1.63	0.104	0.427	+
PLP1	46	1.63	0.104	0.427	+
S100A1	86	1.63	0.104	0.427	+
SCRIB	134	1.63	0.104	0.427	+
OPRK1	67	1.63	0.104	0.427	+
CEBPE	28	1.63	0.104	0.427	+
ZFP82	64	1.63	0.104	0.427	+
ZNF507	89	1.62	0.104	0.428	+
TPM3	52	1.62	0.105	0.43	+
TFCP2L1	74	1.62	0.105	0.43	+
AXIN1	70	1.62	0.106	0.431	+
PLCB4	85	1.62	0.106	0.431	+
YWHAQ	64	1.62	0.106	0.431	+
USP8	54	1.62	0.106	0.431	+
MRPL28	129	1.62	0.106	0.431	+
WSB1	91	1.62	0.106	0.431	+
RNF138	59	1.62	0.106	0.431	+
RHPN1	111	1.62	0.106	0.431	+
TLR8	25	1.61	0.107	0.431	+
MLST8	56	1.61	0.107	0.431	+
NGFR	46	1.61	0.107	0.431	+
ZNRD1	124	1.61	0.107	0.431	+
PORCN	36	1.61	0.107	0.431	+
ZHX1	51	1.61	0.107	0.431	+
CREB5	77	1.61	0.107	0.431	+
GRIN2C	76	1.61	0.108	0.431	+
SP6	98	1.61	0.108	0.431	+
NSMCE1	79	1.61	0.108	0.431	+
ZCRB1	56	1.61	0.108	0.431	+
DRAP1	166	1.61	0.108	0.432	+
IRF6	100	1.61	0.108	0.432	+
PLD2	42	1.6	0.109	0.434	+
OR6C4	58	1.6	0.109	0.434	+
FEZF1	125	1.6	0.109	0.434	+
TNFSF18	59	1.6	0.109	0.434	+
PTPN11	57	1.6	0.109	0.434	+
GPS1	79	1.6	0.11	0.434	+
OR10AD1	93	1.6	0.11	0.434	+
ZSCAN2	57	1.6	0.11	0.434	+
HOXB6	43	1.6	0.11	0.434	+
HIST4H4	61	1.6	0.11	0.435	+
RPS6KA4	68	1.6	0.11	0.435	+
PTK2	68	1.6	0.111	0.435	+
ERN1	73	1.59	0.111	0.435	+
ELF3	134	1.59	0.111	0.435	+
ALK	61	1.59	0.111	0.436	+
AIFM3	45	1.59	0.111	0.436	+
PPP1R1A	66	1.59	0.112	0.436	+
TBX2	40	1.59	0.112	0.436	+
ARHGEF4	35	1.59	0.112	0.437	+
IRS4	34	1.59	0.112	0.437	+
FOXI3	46	1.59	0.113	0.437	+
ZBTB37	63	1.59	0.113	0.438	+
ZNF384	284	1.59	0.113	0.438	+
GDF7	99	1.59	0.113	0.438	+
SIRT7	243	1.58	0.113	0.439	+
NOS2	40	1.58	0.113	0.439	+
ADCY10	62	1.58	0.114	0.439	+
PTPRN	56	1.58	0.114	0.439	+
OR10J3	34	1.58	0.114	0.439	+
RASL10B	56	1.58	0.114	0.44	+
GDNF	88	1.58	0.115	0.44	+
EEF1D	174	1.58	0.115	0.44	+
ADAM11	122	1.58	0.115	0.44	+
OR6C70	35	1.57	0.115	0.441	+
ADGRF3	68	1.57	0.116	0.441	+
TRAF4	26	1.57	0.116	0.442	+
ZFP91	100	1.57	0.116	0.442	+
CRK	77	1.57	0.116	0.442	+
CECR2	72	1.57	0.116	0.442	+
ESRRA	142	1.57	0.116	0.442	+
SUV39H1	73	1.57	0.117	0.443	+
OR6N1	50	1.57	0.117	0.445	+
RAB5C	38	1.57	0.118	0.445	+
PTGES3	56	1.56	0.118	0.445	+
LBX2	58	1.56	0.118	0.445	+
TAS2R14	42	1.56	0.118	0.445	+
DST	58	1.56	0.118	0.445	+
DNAJC27	71	1.56	0.118	0.445	+
AFDN	48	1.56	0.118	0.445	+
NEK11	97	1.56	0.118	0.445	+
LANCL2	40	1.56	0.118	0.445	+
ZBED4	48	1.56	0.119	0.445	+
LRP1	87	1.56	0.119	0.445	+
NOTO	60	1.56	0.119	0.445	+
ITGAV	134	1.56	0.119	0.445	+
MAFA	72	1.56	0.119	0.445	+
MET	46	1.56	0.119	0.445	+
NCSTN	72	1.56	0.119	0.445	+
PRKCI	213	1.56	0.119	0.445	+
RASSF8	30	1.56	0.119	0.445	+
MS4A2	37	1.56	0.119	0.445	+
COL1A1	109	1.56	0.12	0.445	+
ARHGEF17	60	1.56	0.12	0.445	+
AKAP9	86	1.56	0.12	0.446	+
ADCY3	99	1.55	0.12	0.446	+
ANXA5	58	1.55	0.121	0.447	+
PRRX1	91	1.55	0.121	0.447	+
CNIH4	172	1.55	0.121	0.447	+
HAT1	127	1.55	0.121	0.447	+
KHSRP	47	1.55	0.121	0.447	+
FZD2	53	1.55	0.121	0.447	+
FASTK	59	1.55	0.121	0.447	+
MRRF	32	1.55	0.121	0.447	+
EPHA6	50	1.55	0.122	0.447	+
MNAT1	48	1.55	0.122	0.447	+
POU2F1	76	1.55	0.122	0.447	+
ARHGAP33	82	1.55	0.122	0.447	+
RPS27A	136	1.55	0.122	0.447	+
CRABP2	35	1.55	0.122	0.447	+
MYBL1	87	1.55	0.122	0.447	+
NCK1	61	1.55	0.122	0.448	+
RIN1	109	1.54	0.122	0.448	+
ZNF583	35	1.54	0.122	0.448	+
PEG3	29	1.54	0.123	0.448	+
HOXC6	95	1.54	0.123	0.448	+
SARNP	178	1.54	0.123	0.448	+
IFT52	68	1.54	0.123	0.449	+
ITGB5	83	1.54	0.123	0.449	+
ZNF133	95	1.54	0.124	0.449	+
PLAT	44	1.54	0.124	0.451	+
ROCK2	144	1.54	0.124	0.451	+
POU3F3	49	1.54	0.125	0.451	+
NFKBIB	62	1.53	0.125	0.451	+
HDX	33	1.53	0.125	0.452	+
SRGAP1	47	1.53	0.126	0.453	+
CACNB3	110	1.53	0.126	0.453	+
KLF15	68	1.53	0.127	0.453	+
YEATS2	942	1.53	0.127	0.453	+
GTF2H4	72	1.53	0.127	0.453	+
VAX2	61	1.53	0.127	0.453	+
CRKL	30	1.53	0.127	0.453	+
TAS2R9	42	1.53	0.127	0.453	+
ZNF713	53	1.52	0.127	0.454	+
MIB1	86	1.52	0.128	0.454	+
PURB	64	1.52	0.128	0.455	+
UNC50	70	1.52	0.128	0.455	+
CARD10	46	1.52	0.128	0.456	+
MAPK11	65	1.52	0.128	0.456	+
ZNF274	44	1.52	0.129	0.456	+
ZDHHC4	73	1.52	0.129	0.456	+
NFE2L2	109	1.52	0.129	0.456	+
PIAS4	34	1.52	0.129	0.456	+
PTPRK	70	1.52	0.129	0.456	+
MYF6	65	1.52	0.129	0.456	+
TLR4	29	1.52	0.13	0.457	+
HOXC11	33	1.51	0.13	0.457	+
RHBDL3	76	1.51	0.13	0.457	+
NEURL2	99	1.51	0.13	0.457	+
PIK3CA	123	1.51	0.13	0.457	+
CGB5	57	1.51	0.13	0.457	+
RAD21	45	1.51	0.13	0.457	+
SPHK2	53	1.51	0.131	0.457	+
ZNF513	144	1.51	0.131	0.457	+
OR5B3	39	1.51	0.131	0.457	+
CEACAM6	40	1.51	0.131	0.457	+
PIK3C2G	54	1.51	0.131	0.457	+
WNT2	39	1.51	0.131	0.457	+
SIVA1	181	1.51	0.132	0.457	+
IGFBP6	38	1.51	0.132	0.457	+
HOXA3	46	1.51	0.132	0.457	+
SCRT1	78	1.5	0.133	0.458	+
FGF12	33	1.5	0.133	0.459	+
HIST1H4D	25	1.5	0.133	0.459	+
CDC73	54	1.5	0.134	0.459	+
TOB1	53	1.5	0.134	0.459	+
HLF	109	1.5	0.134	0.459	+
KDM2A	86	1.5	0.134	0.459	+
HOXD12	38	1.5	0.134	0.46	+
NPHP1	105	1.5	0.134	0.46	+
TGFB1I1	50	1.5	0.134	0.46	+
ZBTB12	79	1.5	0.135	0.46	+
STAT5A	53	1.5	0.135	0.46	+
EBP	93	1.49	0.135	0.46	+
FHL2	81	1.49	0.136	0.461	+
PAX4	50	1.49	0.136	0.462	+
ZNHIT1	81	1.49	0.136	0.463	+
MAP2K4	32	1.49	0.136	0.463	+
TGIF2	78	1.49	0.136	0.463	+
DBX2	60	1.49	0.137	0.464	+
ISL2	34	1.49	0.138	0.464	+
MAEL	72	1.48	0.138	0.464	+
ZNF638	120	1.48	0.138	0.464	+
IQGAP1	52	1.48	0.138	0.464	+
BLZF1	109	1.48	0.138	0.464	+
CBX7	321	1.48	0.138	0.464	+
EPO	147	1.48	0.138	0.464	+
NFATC2	72	1.48	0.139	0.464	+
DGKG	43	1.48	0.139	0.464	+
DACH2	120	1.48	0.139	0.464	+
P2RY14	33	1.48	0.139	0.464	+
TERF2IP	112	1.48	0.139	0.464	+
DTNA	37	1.48	0.139	0.464	+
MC3R	50	1.48	0.139	0.464	+
ZNF396	87	1.48	0.139	0.464	+
M6PR	58	1.48	0.139	0.464	+
FOXN1	40	1.48	0.14	0.464	+
S100A10	90	1.48	0.14	0.465	+
SENP2	45	1.48	0.14	0.465	+
ZMYND8	51	1.48	0.14	0.465	+
PDE11A	43	1.48	0.14	0.465	+
PKIG	55	1.47	0.141	0.468	+
STAT4	68	1.47	0.142	0.469	+
CHD4	130	1.47	0.142	0.469	+
GPR160	107	1.47	0.142	0.469	+
SHOC2	77	1.47	0.142	0.469	+
NAB2	160	1.46	0.143	0.47	+
TPM4	69	1.46	0.143	0.47	+
PAK2	39	1.46	0.144	0.47	+
ALS2	52	1.46	0.144	0.47	+
DEPDC5	108	1.46	0.144	0.47	+
LGR6	36	1.46	0.144	0.47	+
FOXK2	80	1.46	0.144	0.471	+
TRIO	88	1.46	0.145	0.471	+
RAPGEF6	136	1.46	0.145	0.473	+
TOP1	60	1.45	0.146	0.474	+
ALMS1	148	1.45	0.146	0.474	+
HOXB8	54	1.45	0.147	0.475	+
HCLS1	57	1.45	0.147	0.475	+
ITGA6	52	1.45	0.147	0.476	+
ZBBX	154	1.45	0.147	0.477	+
HEY1	78	1.45	0.148	0.477	+
HLTF	282	1.45	0.148	0.477	+
KIAA1324L	38	1.45	0.148	0.478	+
RPL7	185	1.44	0.148	0.479	+
PHF6	145	1.44	0.149	0.479	+
CHRNA4	36	1.44	0.149	0.481	+
CCNK	107	1.44	0.15	0.481	+
FOSL2	82	1.44	0.15	0.481	+
MAPK15	221	1.44	0.15	0.481	+
ZNF777	117	1.44	0.15	0.481	+
H3F3A	116	1.44	0.15	0.481	+
GNB1L	53	1.44	0.15	0.481	+
RAB36	114	1.44	0.15	0.481	+
IL1A	108	1.44	0.151	0.481	+
IFI16	56	1.44	0.151	0.481	+
IKZF1	101	1.44	0.151	0.481	+
EFCAB6	340	1.44	0.151	0.481	+
CHIC2	43	1.44	0.151	0.481	+
VGLL1	114	1.44	0.151	0.481	+
FSTL1	59	1.43	0.151	0.481	+
GATA6	45	1.43	0.152	0.482	+
ROPN1L	66	1.43	0.152	0.482	+
MS4A8	96	1.43	0.152	0.482	+
GPR50	35	1.43	0.153	0.483	+
ASIC1	33	1.43	0.153	0.483	+
PSENEN	68	1.43	0.153	0.483	+
SIX3	85	1.43	0.153	0.483	+
ZFC3H1	100	1.43	0.153	0.483	+
SMAD7	113	1.43	0.153	0.483	+
CACNA1I	62	1.43	0.153	0.483	+
EID2B	146	1.43	0.154	0.484	+
ZNF221	70	1.43	0.154	0.484	+
PLEKHG4B	46	1.42	0.154	0.484	+
PPP1CB	105	1.42	0.154	0.484	+
DMTF1	123	1.42	0.154	0.484	+
GALR2	27	1.42	0.155	0.484	+
NTSR2	47	1.42	0.155	0.484	+
PAF1	72	1.42	0.155	0.484	+
GNAT3	43	1.42	0.155	0.484	+
MORC4	45	1.42	0.155	0.484	+
AKT1S1	44	1.42	0.155	0.484	+
STAC2	25	1.42	0.156	0.484	+
DUSP10	60	1.42	0.156	0.484	+
CIC	220	1.42	0.156	0.484	+
FADS1	154	1.42	0.156	0.484	+
CA8	36	1.42	0.156	0.484	+
LHX4	57	1.42	0.156	0.484	+
ZKSCAN1	63	1.42	0.156	0.484	+
ZNF530	38	1.41	0.157	0.486	+
GSC2	38	1.41	0.157	0.486	+
TAS2R43	41	1.41	0.157	0.486	+
GPRC5D	56	1.41	0.158	0.487	+
ARFGAP3	56	1.41	0.158	0.487	+
ADGRA2	66	1.41	0.158	0.487	+
ADCY8	34	1.41	0.158	0.487	+
TBX6	65	1.41	0.159	0.488	+
FCER1G	36	1.41	0.159	0.489	+
OR9K2	43	1.41	0.16	0.489	+
INHBA	266	1.41	0.16	0.489	+
HDAC5	104	1.4	0.16	0.49	+
ZC3H15	66	1.4	0.16	0.491	+
MAP3K3	30	1.4	0.161	0.491	+
NEDD8	75	1.4	0.161	0.492	+
CERS3	99	1.4	0.161	0.492	+
CNTNAP2	66	1.4	0.162	0.492	+
MCM8	239	1.39	0.163	0.495	+
RASD2	60	1.39	0.163	0.495	+
PRKAG2	35	1.39	0.164	0.496	+
DEPDC4	35	1.39	0.164	0.496	+
RAB4A	49	1.39	0.165	0.497	+
CERS5	69	1.39	0.165	0.499	+
BHLHE22	28	1.39	0.166	0.5	+
MPP2	72	1.38	0.166	0.501	+
ELK4	92	1.38	0.167	0.501	+
GOLPH3	46	1.38	0.167	0.501	+
CELSR3	32	1.38	0.167	0.502	+
SMARCE1	97	1.38	0.167	0.502	+
CCNT1	359	1.38	0.168	0.502	+
SIN3A	78	1.38	0.168	0.504	+
FOXP2	103	1.38	0.169	0.504	+
CDK6	71	1.38	0.169	0.504	+
RASAL2	61	1.38	0.169	0.504	+
KCNH1	29	1.37	0.169	0.504	+
MAF1	165	1.37	0.169	0.504	+
ZNF641	88	1.37	0.169	0.504	+
HEXIM2	112	1.37	0.169	0.504	+
TXNRD1	96	1.37	0.169	0.504	+
AGFG2	25	1.37	0.17	0.504	+
DDX54	120	1.37	0.17	0.505	+
RAB28	80	1.37	0.171	0.506	+
TEAD3	78	1.37	0.171	0.508	+
SIGIRR	49	1.37	0.172	0.508	+
TULP4	54	1.37	0.172	0.508	+
NDUFA13	183	1.37	0.172	0.508	+
CNKSR2	30	1.37	0.172	0.508	+
TAS2R7	52	1.36	0.172	0.509	+
ARX	69	1.36	0.173	0.51	+
RFXANK	80	1.36	0.173	0.51	+
PPARA	113	1.36	0.173	0.51	+
PRKD3	63	1.36	0.173	0.51	+
TCF7L1	108	1.36	0.174	0.51	+
NDRG1	64	1.36	0.174	0.51	+
MAFG	166	1.36	0.174	0.51	+
TAS2R4	71	1.36	0.175	0.511	+
OR10T2	43	1.36	0.175	0.511	+
SERTAD1	119	1.35	0.176	0.511	+
ZBTB41	135	1.35	0.176	0.511	+
RBCK1	79	1.35	0.176	0.511	+
OR6P1	65	1.35	0.176	0.511	+
ACTL6B	89	1.35	0.176	0.512	+
RAPGEFL1	100	1.35	0.176	0.512	+
CASR	48	1.35	0.177	0.512	+
ZNF337	100	1.35	0.178	0.512	+
CENPB	132	1.35	0.178	0.512	+
RABL2B	164	1.35	0.178	0.512	+
MAP3K19	86	1.35	0.178	0.512	+
ZNF3	53	1.35	0.178	0.512	+
MED1	88	1.35	0.178	0.512	+
MCTS1	155	1.35	0.178	0.512	+
TDG	229	1.35	0.179	0.512	+
HSF5	29	1.34	0.179	0.512	+
ASAP1	60	1.34	0.179	0.512	+
KDM5A	45	1.34	0.179	0.512	+
CSRNP3	97	1.34	0.18	0.514	+
FERD3L	68	1.34	0.181	0.515	+
EDAR	68	1.34	0.181	0.515	+
ICMT	58	1.34	0.181	0.516	+
OR6S1	39	1.34	0.182	0.517	+
LGALS1	63	1.33	0.182	0.517	+
ARHGAP39	106	1.33	0.182	0.517	+
AKAP3	26	1.33	0.183	0.518	+
GNB2	69	1.33	0.183	0.518	+
SLC2A4RG	105	1.33	0.183	0.519	+
BRAP	38	1.33	0.184	0.519	+
GNAZ	62	1.33	0.184	0.519	+
ZNF667	29	1.33	0.185	0.521	+
DAP	54	1.33	0.185	0.521	+
OR10Z1	36	1.32	0.185	0.521	+
AMER1	96	1.32	0.186	0.522	+
SRSF3	150	1.32	0.186	0.522	+
NF2	72	1.32	0.186	0.522	+
HIST1H4K	66	1.32	0.186	0.522	+
FZD1	59	1.32	0.187	0.522	+
NARFL	132	1.32	0.187	0.523	+
FZD10	38	1.32	0.187	0.524	+
GRB7	51	1.32	0.188	0.524	+
FOXP3	95	1.32	0.188	0.524	+
CITED2	71	1.32	0.188	0.524	+
ETV2	100	1.31	0.189	0.524	+
FZD7	79	1.31	0.189	0.524	+
GIPR	50	1.31	0.189	0.524	+
ZFHX4	58	1.31	0.189	0.524	+
ZMIZ2	145	1.31	0.189	0.524	+
ZMAT5	83	1.31	0.189	0.524	+
CIT	61	1.31	0.19	0.525	+
ZNF34	54	1.31	0.19	0.526	+
SOX13	75	1.31	0.19	0.526	+
CTCF	32	1.31	0.19	0.526	+
ZNF517	66	1.31	0.191	0.527	+
HIST1H4A	47	1.31	0.191	0.527	+
THAP1	95	1.31	0.191	0.527	+
RPS6KA6	40	1.31	0.191	0.528	+
PHLDA3	78	1.31	0.192	0.529	+
ZFR	144	1.31	0.192	0.529	+
TFDP2	41	1.31	0.192	0.529	+
GNGT1	27	1.3	0.192	0.529	+
CD86	240	1.3	0.192	0.529	+
FOXF2	48	1.3	0.192	0.529	+
ZNF569	37	1.3	0.193	0.529	+
ZFX	117	1.3	0.193	0.529	+
LEUTX	39	1.3	0.193	0.529	+
ZNF746	72	1.3	0.193	0.529	+
ARL2	91	1.3	0.193	0.529	+
ZNF565	53	1.3	0.193	0.529	+
DZIP3	115	1.3	0.193	0.529	+
CNOT9	26	1.3	0.194	0.529	+
OR2B11	48	1.3	0.194	0.529	+
ZNF620	93	1.3	0.194	0.529	+
ZNF787	51	1.3	0.194	0.529	+
RUNX1T1	86	1.3	0.194	0.529	+
GMCL1	305	1.3	0.194	0.529	+
GPR142	58	1.3	0.195	0.529	+
SKIL	39	1.3	0.195	0.529	+
FRYL	139	1.29	0.196	0.531	+
GHR	95	1.29	0.196	0.531	+
ATF7IP	89	1.29	0.197	0.531	+
E2F6	37	1.29	0.197	0.531	+
APH1A	59	1.29	0.197	0.531	+
HDAC10	239	1.29	0.197	0.531	+
SMARCB1	97	1.29	0.197	0.531	+
SUMO1	78	1.29	0.197	0.531	+
GNAI1	42	1.29	0.197	0.531	+
PROKR2	52	1.29	0.198	0.531	+
ZNF117	43	1.29	0.198	0.532	+
ELL	86	1.29	0.198	0.532	+
PTK7	72	1.29	0.198	0.532	+
HNF4G	64	1.29	0.198	0.532	+
GCLC	350	1.28	0.199	0.532	+
PTPRC	39	1.28	0.199	0.532	+
PLEKHG2	55	1.28	0.199	0.532	+
PDE7A	77	1.28	0.199	0.532	+
ETV4	63	1.28	0.2	0.532	+
CD3EAP	37	1.28	0.2	0.532	+
ASAH2	26	1.28	0.2	0.532	+
ZFPL1	118	1.28	0.2	0.532	+
L3MBTL2	74	1.28	0.2	0.533	+
FUBP3	54	1.28	0.201	0.533	+
SEPT9	64	1.28	0.201	0.533	+
ZNF543	45	1.28	0.201	0.533	+
RAB22A	25	1.28	0.201	0.533	+
TRIB2	38	1.28	0.201	0.533	+
TAS2R30	53	1.28	0.201	0.534	+
DGKI	39	1.28	0.202	0.534	+
ZNF648	40	1.28	0.202	0.534	+
MN1	75	1.28	0.202	0.534	+
RIN3	27	1.27	0.203	0.536	+
NIN	74	1.27	0.204	0.537	+
RGS8	57	1.27	0.204	0.537	+
RPTOR	78	1.27	0.204	0.538	+
EPS8	63	1.27	0.204	0.538	+
RUSC1	28	1.27	0.205	0.539	+
STMN2	47	1.27	0.205	0.539	+
KIDINS220	96	1.27	0.205	0.539	+
ZSCAN1	53	1.27	0.206	0.54	+
PLCD3	62	1.27	0.206	0.54	+
RHO	69	1.27	0.206	0.54	+
TSPAN6	46	1.27	0.206	0.54	+
ARL5C	50	1.26	0.206	0.54	+
PLEKHH3	101	1.26	0.206	0.54	+
OR14A16	62	1.26	0.206	0.541	+
SCAND1	146	1.26	0.207	0.541	+
RFX2	109	1.26	0.207	0.543	+
GPR179	74	1.26	0.208	0.543	+
KCNH3	112	1.26	0.209	0.544	+
GPC3	67	1.26	0.209	0.544	+
MED21	73	1.26	0.209	0.544	+
SCGB1A1	26	1.26	0.209	0.545	+
BCL3	115	1.26	0.209	0.545	+
HOXC12	39	1.25	0.21	0.545	+
ZNF251	80	1.25	0.21	0.545	+
LIF	103	1.25	0.21	0.545	+
OR8K5	25	1.25	0.21	0.545	+
HIST1H1C	26	1.25	0.211	0.545	+
PSMD9	68	1.25	0.211	0.545	+
PPP1R9B	87	1.25	0.211	0.545	+
TIRAP	35	1.25	0.212	0.545	+
AEBP1	137	1.25	0.212	0.545	+
MACC1	79	1.25	0.212	0.545	+
SHANK2	28	1.25	0.212	0.545	+
NKX2-2	47	1.25	0.212	0.545	+
CACNB4	59	1.25	0.212	0.545	+
ZFP92	56	1.25	0.213	0.545	+
ZBTB38	114	1.25	0.213	0.546	+
NACA	105	1.24	0.213	0.546	+
ADAM17	67	1.24	0.213	0.546	+
ZNF30	42	1.24	0.214	0.546	+
ZNF771	116	1.24	0.214	0.546	+
P2RX6	37	1.24	0.214	0.546	+
BATF3	71	1.24	0.215	0.546	+
GMEB2	73	1.24	0.216	0.548	+
MLXIPL	109	1.24	0.216	0.549	+
ARF3	61	1.24	0.216	0.549	+
NIF3L1	117	1.24	0.217	0.549	+
TRIAP1	112	1.23	0.217	0.549	+
RHOXF2B	44	1.23	0.217	0.549	+
MLX	78	1.23	0.217	0.549	+
IPO8	40	1.23	0.217	0.549	+
TBR1	48	1.23	0.218	0.549	+
ELF4	97	1.23	0.218	0.549	+
BMP7	218	1.23	0.218	0.549	+
SSTR4	37	1.23	0.218	0.549	+
P2RY2	121	1.23	0.218	0.549	+
PRPF6	108	1.23	0.218	0.549	+
ITGB1BP1	37	1.23	0.218	0.549	+
CRTC3	59	1.23	0.218	0.549	+
UTS2R	33	1.23	0.219	0.549	+
PMEPA1	68	1.23	0.219	0.55	+
LHX1	73	1.23	0.219	0.55	+
DPF3	88	1.23	0.22	0.55	+
ZNF2	41	1.23	0.22	0.55	+
RXFP3	71	1.23	0.22	0.55	+
OR1C1	58	1.23	0.22	0.55	+
ZBTB10	54	1.22	0.221	0.55	+
IL10	136	1.22	0.221	0.55	+
HIST1H4I	46	1.22	0.221	0.55	+
TLK1	57	1.22	0.221	0.55	+
OR5H6	46	1.22	0.221	0.55	+
ZBTB49	69	1.22	0.221	0.55	+
GPRC5C	53	1.22	0.221	0.55	+
PPP1R13L	234	1.22	0.222	0.55	+
ZNF449	61	1.22	0.222	0.55	+
GPR22	41	1.22	0.222	0.55	+
ZNF302	48	1.22	0.222	0.55	+
TNFSF10	64	1.22	0.222	0.551	+
TAS2R20	65	1.22	0.223	0.551	+
TESC	188	1.22	0.223	0.552	+
SP1	44	1.22	0.224	0.552	+
HOXB1	93	1.21	0.225	0.554	+
RAB6C	39	1.21	0.226	0.555	+
ZNF668	91	1.21	0.226	0.555	+
ZNF394	84	1.21	0.226	0.555	+
NCR2	38	1.21	0.227	0.557	+
ZCCHC12	97	1.21	0.227	0.557	+
HOXA10	51	1.21	0.228	0.557	+
OCRL	57	1.21	0.228	0.558	+
DLX2	88	1.21	0.228	0.558	+
PPRC1	72	1.2	0.228	0.558	+
NEUROD2	37	1.2	0.229	0.558	+
CREG1	361	1.2	0.229	0.558	+
FKBP1A	43	1.2	0.229	0.558	+
OR6C3	35	1.2	0.229	0.559	+
CSNK2B	58	1.2	0.23	0.559	+
TNFAIP6	71	1.2	0.23	0.559	+
GGCT	44	1.2	0.23	0.559	+
OPN3	36	1.2	0.231	0.56	+
RGS9BP	73	1.2	0.231	0.561	+
DLX6	143	1.2	0.231	0.561	+
FOXO3	88	1.2	0.231	0.561	+
ARID2	112	1.2	0.231	0.561	+
SOCS7	151	1.2	0.231	0.561	+
GUCY2C	58	1.2	0.232	0.561	+
TFEC	133	1.19	0.232	0.562	+
LRP6	64	1.19	0.232	0.562	+
XRCC6	134	1.19	0.233	0.562	+
TIAF1	94	1.19	0.233	0.562	+
DDX1	87	1.19	0.233	0.562	+
DTX2	89	1.19	0.233	0.562	+
HIC2	83	1.19	0.234	0.563	+
NR2E3	53	1.19	0.234	0.563	+
VPS25	117	1.19	0.235	0.564	+
GUCA1C	48	1.19	0.235	0.564	+
IMPA1	65	1.19	0.236	0.565	+
TAOK1	137	1.18	0.236	0.565	+
TRIM55	37	1.18	0.236	0.566	+
CTCFL	50	1.18	0.237	0.566	+
TRAK1	134	1.18	0.237	0.566	+
ARHGAP19	51	1.18	0.237	0.566	+
ULK1	82	1.18	0.237	0.567	+
STMN3	51	1.18	0.238	0.567	+
