Regulon,Size,NES,p.value,FDR,Sign
XPO1_P,90,1.33,0.182,0.508,+
CNBP_P,92,1.33,0.184,0.51,+
DCAF6_P,293,1.33,0.184,0.51,+
PHF12_P,309,1.33,0.185,0.511,+
TRERF1_P,73,1.33,0.185,0.511,+
PLXNA2_P,73,1.32,0.185,0.511,+
RERE_P,107,1.32,0.186,0.512,+
HNF4A_P,203,1.32,0.187,0.514,+
PAFAH1B2_P,75,1.32,0.188,0.514,+
MORC2_P,61,1.31,0.189,0.516,+
NDRG1_P,44,1.31,0.189,0.517,+
ARRDC2_P,66,1.31,0.19,0.517,+
KIF5B_P,70,1.31,0.19,0.518,+
PPP1R8_P,108,1.31,0.191,0.518,+
STK4_P,50,1.31,0.191,0.518,+
TNFRSF10B_P,64,1.31,0.191,0.518,+
ACTN2_P,146,1.31,0.191,0.518,+
POLR3K_P,118,1.31,0.192,0.518,+
DAP3_P,220,1.3,0.193,0.519,+
RANGAP1_P,50,1.3,0.194,0.519,+
SCYL1_P,59,1.3,0.194,0.519,+
ZBTB7B_P,89,1.3,0.194,0.519,+
GNG12_P,56,1.3,0.194,0.519,+
SRFBP1_P,156,1.3,0.194,0.519,+
IGFBP6_P,56,1.29,0.195,0.52,+
NEDD9_P,52,1.29,0.196,0.52,+
CEBPZ_P,97,1.29,0.196,0.52,+
BPTF_P,93,1.29,0.198,0.52,+
KIT_P,43,1.29,0.198,0.52,+
SLC12A2_P,66,1.29,0.198,0.52,+
CARHSP1_P,68,1.29,0.199,0.52,+
STAT6_P,110,1.29,0.199,0.52,+
ADGRG1_P,35,1.28,0.199,0.52,+
ZC3HAV1L_P,40,1.28,0.199,0.52,+
BAIAP2L2_P,64,1.28,0.2,0.523,+
CDC73_P,57,1.28,0.201,0.523,+
FARP2_P,58,1.28,0.201,0.523,+
ELP2_P,149,1.28,0.201,0.523,+
REPS2_P,67,1.28,0.201,0.523,+
CNKSR1_P,26,1.28,0.202,0.524,+
PRKAB1_P,41,1.27,0.202,0.525,+
PPP4C_P,110,1.27,0.203,0.525,+
TMED4_P,49,1.27,0.204,0.525,+
SUFU_P,74,1.27,0.204,0.525,+
ZFPM1_P,79,1.27,0.204,0.525,+
C1D_P,173,1.27,0.205,0.525,+
SHISA5_P,47,1.27,0.205,0.525,+
C2CD3_P,57,1.27,0.205,0.525,+
MAP3K6_P,45,1.26,0.207,0.527,+
AIDA_P,127,1.26,0.207,0.527,+
MX1_P,70,1.26,0.207,0.527,+
ELF3_P,793,1.26,0.207,0.527,+
KALRN_P,116,1.26,0.208,0.527,+
STAT1_P,172,1.26,0.208,0.527,+
RAB22A_P,76,1.26,0.208,0.528,+
SNAI2_P,138,1.26,0.209,0.528,+
GDI1_P,67,1.26,0.209,0.528,+
DST_P,77,1.25,0.212,0.535,+
TXNIP_P,60,1.24,0.215,0.539,+
SYK_P,68,1.24,0.215,0.539,+
PITPNC1_P,60,1.24,0.215,0.539,+
HSF1_P,106,1.24,0.216,0.539,+
VPS36_P,84,1.24,0.216,0.539,+
STRN3_P,82,1.23,0.218,0.543,+
IPO7_P,48,1.23,0.218,0.543,+
ARHGAP26_P,84,1.23,0.22,0.544,+
TSC22D1_P,96,1.23,0.22,0.544,+
HSPA5_P,128,1.23,0.22,0.544,+
XRCC6_P,76,1.23,0.22,0.544,+
SAV1_P,54,1.22,0.221,0.544,+
TICAM1_P,54,1.22,0.221,0.544,+
RICTOR_P,38,1.22,0.222,0.544,+
ARAP1_P,99,1.22,0.222,0.544,+
TOP1_P,68,1.22,0.222,0.544,+
TARBP1_P,238,1.22,0.222,0.544,+
PICALM_P,76,1.22,0.222,0.544,+
CSNK1A1_P,76,1.22,0.223,0.544,+
DEPTOR_P,80,1.22,0.223,0.544,+
ATR_P,44,1.22,0.223,0.544,+
GNAI1_P,72,1.22,0.223,0.544,+
CDH1_P,447,1.22,0.224,0.544,+
NEDD4_P,67,1.22,0.224,0.544,+
DEAF1_P,94,1.22,0.224,0.544,+
GPX1_P,104,1.21,0.225,0.544,+
MMP14_P,189,1.21,0.225,0.544,+
HDAC3_P,54,1.21,0.225,0.544,+
JMJD6_P,57,1.21,0.226,0.547,+
PFN1_P,166,1.21,0.227,0.549,+
FLCN_P,72,1.21,0.228,0.549,+
ARL4C_P,71,1.19,0.232,0.556,+
STAT2_P,154,1.19,0.233,0.556,+
CXCL16_P,73,1.19,0.234,0.557,+
PBXIP1_P,108,1.19,0.234,0.557,+
GTF2A1_P,209,1.19,0.234,0.557,+
USF2_P,80,1.19,0.234,0.557,+
CASZ1_P,105,1.19,0.235,0.559,+
HMGCR_P,67,1.19,0.235,0.559,+
EHF_P,96,1.19,0.235,0.559,+
TGM2_P,94,1.18,0.236,0.56,+
ARHGAP1_P,74,1.18,0.237,0.56,+
PPP2R5A_P,201,1.18,0.238,0.562,+
ARHGDIA_P,74,1.18,0.239,0.562,+
DHCR24_P,69,1.18,0.239,0.562,+
ZNHIT6_P,83,1.18,0.24,0.562,+
FAT1_P,83,1.18,0.24,0.562,+
NF2_P,77,1.17,0.24,0.562,+
RALBP1_P,55,1.17,0.241,0.564,+
ADAM17_P,127,1.17,0.241,0.564,+
RALGAPA1_P,90,1.17,0.243,0.565,+
SP110_P,72,1.17,0.243,0.565,+
PDK2_P,68,1.17,0.244,0.565,+
STK25_P,54,1.17,0.244,0.565,+
RAB5B_P,52,1.16,0.244,0.565,+
SOX4_P,130,1.16,0.244,0.565,+
ZFP36L1_P,154,1.16,0.245,0.565,+
LECT2_P,50,1.16,0.245,0.565,+
TBC1D5_P,54,1.16,0.246,0.566,+
TPM4_P,71,1.16,0.247,0.566,+
PLCE1_P,86,1.16,0.247,0.566,+
NSMAF_P,41,1.16,0.248,0.567,+
MRPL28_P,88,1.16,0.248,0.567,+
TMEM102_P,53,1.15,0.249,0.568,+
LBH_P,183,1.15,0.25,0.568,+
PLCL1_P,40,1.15,0.251,0.569,+
RAB19_P,121,1.15,0.251,0.57,+
INHBA_P,182,1.15,0.251,0.57,+
CDH13_P,43,1.15,0.252,0.57,+
CCND1_P,48,1.14,0.253,0.572,+
GATA6_P,144,1.14,0.254,0.573,+
MED17_P,89,1.14,0.255,0.575,+
ARHGAP5_P,103,1.14,0.256,0.576,+
TBC1D7_P,77,1.13,0.258,0.578,+
CASP8AP2_P,179,1.13,0.258,0.578,+
TXNDC12_P,37,1.13,0.258,0.578,+
INPP4A_P,28,1.13,0.259,0.579,+
MAPRE3_P,133,1.13,0.26,0.581,+
IDE_P,62,1.12,0.261,0.582,+
HIPK2_P,67,1.12,0.262,0.583,+
PLA2G4C_P,57,1.12,0.262,0.583,+
LOXL2_P,457,1.12,0.262,0.583,+
SDHA_P,38,1.12,0.263,0.583,+
PIKFYVE_P,89,1.12,0.263,0.583,+
AMFR_P,61,1.11,0.265,0.585,+
NAA15_P,136,1.11,0.267,0.587,+
SSRP1_P,199,1.11,0.267,0.587,+
ATF6_P,66,1.11,0.267,0.587,+
EXOSC6_P,57,1.11,0.268,0.587,+
ZNF217_P,71,1.11,0.269,0.588,+
TNFRSF11A_P,76,1.1,0.269,0.588,+
CAMLG_P,71,1.1,0.269,0.588,+
WASL_P,231,1.1,0.271,0.588,+
SPRY4_P,60,1.1,0.271,0.588,+
HIST1H1C_P,39,1.1,0.271,0.588,+
ITGB1_P,70,1.1,0.271,0.588,+
GATAD2A_P,108,1.1,0.271,0.588,+
TDG_P,142,1.1,0.272,0.589,+
FRYL_P,87,1.1,0.272,0.589,+
PDAP1_P,38,1.1,0.273,0.59,+
PAFAH1B1_P,104,1.1,0.273,0.59,+
ZMAT3_P,35,1.09,0.275,0.592,+
ATM_P,77,1.09,0.275,0.592,+
ZCCHC7_P,101,1.09,0.275,0.592,+
PTK7_P,75,1.09,0.276,0.592,+
BCR_P,34,1.08,0.279,0.596,+
HIP1_P,64,1.08,0.28,0.597,+
DFFB_P,79,1.08,0.28,0.598,+
CUX1_P,69,1.08,0.281,0.599,+
STK38L_P,82,1.08,0.282,0.6,+
CHST11_P,67,1.08,0.282,0.6,+
CTSH_P,78,1.07,0.283,0.601,+
APEX1_P,162,1.07,0.285,0.602,+
DNMT3A_P,124,1.07,0.285,0.602,+
ECD_P,224,1.07,0.286,0.602,+
AEBP1_P,145,1.07,0.286,0.602,+
AFDN_P,51,1.06,0.287,0.604,+
COL1A1_P,92,1.06,0.287,0.604,+
ZYX_P,76,1.06,0.288,0.604,+
MED15_P,164,1.06,0.288,0.604,+
GTF2H5_P,95,1.06,0.289,0.604,+
ROR1_P,139,1.06,0.29,0.605,+
PLEKHM1_P,54,1.06,0.29,0.605,+
PLXNA3_P,67,1.06,0.29,0.605,+
TRADD_P,83,1.05,0.291,0.606,+
KDM3A_P,127,1.05,0.292,0.606,+
CAND1_P,89,1.05,0.292,0.606,+
SRGAP2_P,71,1.05,0.292,0.606,+
STK38_P,46,1.05,0.293,0.606,+
MTA3_P,106,1.05,0.293,0.606,+
LRPPRC_P,309,1.05,0.294,0.606,+
HSP90AB1_P,71,1.05,0.294,0.606,+
ITGB1BP1_P,74,1.05,0.294,0.606,+
CEBPD_P,75,1.05,0.294,0.606,+
TLE1_P,64,1.04,0.296,0.608,+
TBC1D16_P,47,1.04,0.297,0.608,+
TRAF2_P,70,1.04,0.297,0.608,+
TBCK_P,54,1.04,0.297,0.608,+
TFEB_P,94,1.04,0.298,0.608,+
RBPMS_P,184,1.04,0.298,0.608,+
DVL3_P,66,1.04,0.299,0.609,+
KITLG_P,69,1.04,0.299,0.609,+
CSNK2B_P,97,1.04,0.299,0.609,+
OSMR_P,76,1.04,0.299,0.609,+
SCRIB_P,50,1.04,0.299,0.609,+
CNOT9_P,79,1.03,0.301,0.61,+
RHOT2_P,94,1.03,0.301,0.61,+
ARHGEF2_P,179,1.03,0.304,0.611,+
NFKBIB_P,50,1.03,0.304,0.611,+
LRRFIP2_P,66,1.03,0.304,0.611,+
MYO6_P,79,1.03,0.304,0.611,+
TAF12_P,124,1.03,0.305,0.611,+
LGALS1_P,89,1.03,0.305,0.611,+
SPSB4_P,49,1.03,0.305,0.611,+
PLCZ1_P,60,1.03,0.305,0.611,+
BTF3_P,204,1.02,0.306,0.611,+
HSPD1_P,118,1.02,0.306,0.611,+
ZFYVE19_P,125,1.02,0.307,0.611,+
IRF1_P,122,1.02,0.307,0.612,+
TNK2_P,70,1.02,0.308,0.612,+
NACC1_P,195,1.02,0.309,0.612,+
RPL7L1_P,44,1.02,0.309,0.612,+
TNFSF4_P,51,1.02,0.31,0.612,+
CAPN15_P,89,1.02,0.31,0.612,+
RCAN3_P,51,1.02,0.31,0.612,+
ZC3H3_P,75,1.01,0.31,0.612,+
MORF4L1_P,196,1.01,0.312,0.613,+
SNAPC2_P,109,1.01,0.313,0.615,+
CDKN2AIP_P,67,1.01,0.313,0.615,+
DDR1_P,49,1.01,0.314,0.615,+
UACA_P,80,1.01,0.314,0.615,+
SUZ12_P,85,1.01,0.314,0.615,+
DDAH1_P,107,1,0.316,0.617,+
CXCL14_P,50,1,0.317,0.617,+
FADD_P,63,1,0.317,0.617,+
COPS2_P,82,1,0.317,0.617,+
PAK2_P,108,1,0.318,0.617,+
AGFG1_P,86,1,0.319,0.62,+
WASF2_P,155,1,0.32,0.62,+
MOV10_P,90,0.99,0.32,0.62,+
FZD7_P,42,0.99,0.321,0.621,+
RAB11B_P,68,0.99,0.322,0.621,+
CARM1_P,110,0.99,0.323,0.622,+
CDK12_P,117,0.99,0.323,0.622,+
SMARCA5_P,87,0.99,0.323,0.622,+
CCAR1_P,61,0.98,0.325,0.624,+
PPP2R5E_P,96,0.98,0.325,0.624,+
CDK11A_P,128,0.98,0.325,0.624,+
RHOB_P,75,0.98,0.325,0.624,+
GRIP1_P,68,0.98,0.326,0.624,+
THOP1_P,70,0.98,0.327,0.624,+
NFATC4_P,137,0.98,0.327,0.624,+
NBN_P,89,0.98,0.327,0.624,+
RRN3_P,114,0.98,0.328,0.625,+
REL_P,73,0.98,0.329,0.626,+
FOXF2_P,89,0.98,0.329,0.626,+
ARFRP1_P,60,0.98,0.329,0.626,+
PER1_P,77,0.97,0.33,0.626,+
MED14_P,62,0.97,0.331,0.627,+
THAP12_P,49,0.97,0.331,0.627,+
WDTC1_P,181,0.97,0.331,0.627,+
ATXN3_P,148,0.97,0.332,0.627,+
ZNF703_P,68,0.97,0.332,0.627,+
PIK3C2A_P,89,0.97,0.333,0.628,+
ZDHHC17_P,78,0.97,0.333,0.628,+
ENO1_P,116,0.97,0.334,0.629,+
LZTS2_P,62,0.97,0.334,0.629,+
KIDINS220_P,92,0.97,0.334,0.629,+
APOE_P,75,0.96,0.335,0.63,+
MADD_P,54,0.96,0.336,0.631,+
RUNX1_P,98,0.96,0.337,0.633,+
RASA2_P,77,0.96,0.337,0.633,+
FUBP3_P,76,0.95,0.34,0.636,+
MSN_P,70,0.95,0.341,0.637,+
EPHB2_P,77,0.95,0.343,0.638,+
NR3C1_P,126,0.95,0.343,0.638,+
USP16_P,136,0.95,0.344,0.639,+
PHB_P,145,0.95,0.344,0.639,+
IGBP1_P,91,0.95,0.344,0.639,+
AIFM1_P,86,0.95,0.344,0.639,+
PEX11B_P,38,0.95,0.345,0.639,+
MAP4K3_P,71,0.94,0.346,0.639,+
NAE1_P,63,0.94,0.348,0.64,+
ANKZF1_P,65,0.94,0.348,0.64,+
VGLL4_P,296,0.94,0.348,0.64,+
PRKCZ_P,43,0.94,0.348,0.64,+
ZNHIT1_P,86,0.94,0.349,0.64,+
NUP98_P,28,0.94,0.349,0.64,+
RTKN_P,60,0.94,0.349,0.64,+
ENPP1_P,67,0.94,0.35,0.64,+
FGF1_P,45,0.94,0.35,0.64,+
IQGAP1_P,169,0.93,0.35,0.64,+
PRKCA_P,49,0.93,0.35,0.64,+
SRI_P,40,0.93,0.351,0.642,+
RHEB_P,70,0.93,0.352,0.643,+
G3BP1_P,66,0.93,0.353,0.643,+
SPOCK1_P,68,0.93,0.355,0.644,+
UBA3_P,164,0.92,0.355,0.644,+
ZNF532_P,81,0.92,0.358,0.648,+
ING1_P,102,0.91,0.362,0.652,+
MITF_P,105,0.91,0.362,0.652,+
TDP2_P,60,0.91,0.362,0.652,+
TNFAIP6_P,57,0.91,0.362,0.652,+
RPL7_P,134,0.91,0.365,0.654,+
CEP57_P,89,0.91,0.365,0.654,+
WFS1_P,47,0.91,0.365,0.654,+
GNB1_P,58,0.9,0.366,0.654,+
YOD1_P,103,0.9,0.368,0.658,+
EXT1_P,111,0.9,0.368,0.658,+
RPS6KB2_P,74,0.9,0.37,0.66,+
AGRN_P,200,0.89,0.371,0.662,+
PLXNB2_P,58,0.89,0.371,0.662,+
DGKQ_P,45,0.89,0.372,0.662,+
SRA1_P,135,0.89,0.373,0.663,+
SF3B1_P,102,0.89,0.374,0.663,+
BIRC2_P,51,0.89,0.374,0.663,+
AXL_P,72,0.89,0.374,0.663,+
TAOK3_P,58,0.89,0.374,0.663,+
CCNH_P,175,0.89,0.374,0.663,+
FOXC1_P,91,0.89,0.375,0.663,+
BCORL1_P,104,0.89,0.375,0.663,+
KNG1_P,77,0.89,0.375,0.664,+
RABGAP1_P,113,0.89,0.376,0.664,+
PITPNM1_P,51,0.88,0.379,0.667,+
MRPL12_P,154,0.88,0.38,0.668,+
PLCG1_P,69,0.88,0.381,0.668,+
GP6_P,51,0.88,0.381,0.668,+
ZNF689_P,68,0.88,0.381,0.668,+
PPP1R15B_P,101,0.88,0.381,0.668,+
SAP18_P,52,0.88,0.381,0.668,+
STUB1_P,110,0.87,0.382,0.668,+
RB1_P,33,0.87,0.382,0.668,+
FZD1_P,25,0.87,0.382,0.668,+
ARID4B_P,63,0.87,0.382,0.668,+
PLEKHG2_P,96,0.87,0.383,0.669,+
ACTB_P,43,0.87,0.384,0.67,+
PIGU_P,58,0.87,0.386,0.671,+
PTPRF_P,43,0.86,0.388,0.673,+
ATP2C1_P,44,0.86,0.389,0.673,+
ITGB8_P,50,0.86,0.389,0.673,+
IFT52_P,104,0.86,0.392,0.678,+
RAB5C_P,61,0.86,0.392,0.678,+
GBF1_P,45,0.85,0.393,0.679,+
PSD3_P,50,0.85,0.394,0.68,+
CD40_P,68,0.85,0.396,0.683,+
SOD2_P,79,0.85,0.397,0.684,+
PPP2R1A_P,30,0.85,0.397,0.684,+
TARDBP_P,81,0.85,0.398,0.684,+
CSNK2A2_P,60,0.85,0.398,0.684,+
CDK5_P,97,0.84,0.399,0.685,+
TRAF7_P,63,0.84,0.399,0.685,+
EEF1E1_P,87,0.84,0.399,0.685,+
BRE_P,49,0.84,0.399,0.685,+
NKIRAS1_P,46,0.84,0.4,0.685,+
NCSTN_P,55,0.84,0.402,0.686,+
ARFGAP1_P,92,0.84,0.402,0.686,+
TNFRSF10C_P,68,0.84,0.403,0.687,+
TNFRSF14_P,84,0.84,0.404,0.688,+
AIFM2_P,61,0.84,0.404,0.688,+
FKBP1A_P,72,0.83,0.404,0.688,+
POT1_P,55,0.83,0.405,0.688,+
MIB1_P,42,0.83,0.406,0.688,+
NFX1_P,135,0.83,0.406,0.688,+
IL1RAP_P,131,0.83,0.407,0.688,+
ARL5A_P,52,0.83,0.407,0.688,+
HDAC10_P,210,0.83,0.407,0.688,+
NDUFS4_P,94,0.83,0.407,0.688,+
DBNL_P,46,0.83,0.408,0.689,+
RASSF7_P,106,0.83,0.409,0.691,+
RGS3_P,51,0.82,0.411,0.692,+
ZFAND1_P,173,0.82,0.411,0.692,+
TSHZ2_P,111,0.82,0.412,0.693,+
CHUK_P,41,0.82,0.414,0.693,+
RAB1A_P,82,0.82,0.415,0.693,+
PEX14_P,55,0.81,0.416,0.693,+
ZZEF1_P,120,0.81,0.416,0.693,+
ZMIZ1_P,60,0.81,0.416,0.693,+
CBL_P,80,0.81,0.416,0.693,+
GPS1_P,97,0.81,0.417,0.693,+
SDHB_P,48,0.81,0.417,0.693,+
CDH2_P,46,0.81,0.417,0.693,+
SUPT16H_P,135,0.81,0.417,0.693,+
FGFR1OP_P,51,0.81,0.418,0.693,+
NCLN_P,83,0.81,0.418,0.693,+
BABAM1_P,97,0.81,0.419,0.693,+
NPAT_P,113,0.81,0.419,0.693,+
PDE1C_P,50,0.81,0.419,0.693,+
HDAC7_P,137,0.81,0.419,0.693,+
SGF29_P,124,0.81,0.42,0.693,+
RABL3_P,56,0.81,0.421,0.694,+
NRBF2_P,185,0.8,0.421,0.694,+
RAD50_P,68,0.8,0.421,0.694,+
GRN_P,47,0.8,0.424,0.696,+
STAMBP_P,66,0.8,0.425,0.696,+
BAD_P,127,0.8,0.425,0.697,+
ATIC_P,88,0.8,0.426,0.697,+
PHB2_P,99,0.79,0.428,0.699,+
GNA11_P,99,0.79,0.429,0.7,+
NDUFA13_P,136,0.79,0.429,0.7,+
NCOA2_P,140,0.79,0.43,0.7,+
SYDE1_P,92,0.79,0.431,0.7,+
PDGFC_P,89,0.79,0.431,0.7,+
DOCK7_P,70,0.79,0.432,0.7,+
TCEA2_P,207,0.78,0.433,0.701,+
PPIC_P,88,0.78,0.434,0.702,+
ZBTB43_P,62,0.78,0.435,0.702,+
FGB_P,55,0.78,0.435,0.702,+
ARL1_P,74,0.78,0.436,0.702,+
MED27_P,136,0.78,0.436,0.702,+
HBP1_P,103,0.78,0.436,0.702,+
SUPT7L_P,143,0.78,0.437,0.702,+
MED30_P,86,0.78,0.437,0.702,+
DGKA_P,70,0.78,0.438,0.702,+
PRKD3_P,70,0.78,0.438,0.702,+
IGF1R_P,80,0.77,0.439,0.702,+
TESC_P,230,0.77,0.44,0.704,+
PTPN2_P,52,0.77,0.44,0.704,+
MAML3_P,62,0.76,0.444,0.709,+
PTPRE_P,81,0.76,0.445,0.71,+
DAPK3_P,80,0.76,0.446,0.71,+
PPP1R12B_P,64,0.76,0.447,0.711,+
CXCL10_P,26,0.76,0.447,0.711,+
SAP130_P,98,0.76,0.448,0.712,+
MTA2_P,60,0.76,0.448,0.712,+
PHF1_P,79,0.76,0.449,0.712,+
PDIA3_P,51,0.75,0.45,0.714,+
RANBP2_P,46,0.75,0.451,0.715,+
RAB21_P,43,0.75,0.452,0.715,+
EML4_P,79,0.75,0.454,0.716,+
NELFCD_P,235,0.75,0.454,0.716,+
EPHB3_P,46,0.74,0.458,0.719,+
KDM2B_P,350,0.74,0.458,0.719,+
BCL3_P,47,0.74,0.458,0.72,+
CERS2_P,136,0.74,0.459,0.72,+
SKAP1_P,26,0.74,0.459,0.72,+
CCL18_P,42,0.74,0.459,0.72,+
TRIM25_P,75,0.74,0.46,0.72,+
TGFB1I1_P,78,0.74,0.46,0.72,+
ZNF768_P,69,0.74,0.462,0.722,+
TFE3_P,118,0.73,0.463,0.722,+
CARS_P,80,0.73,0.463,0.722,+
ZDHHC20_P,81,0.73,0.463,0.722,+
GNB1L_P,52,0.73,0.464,0.722,+
PTPN11_P,79,0.73,0.464,0.723,+
MAFK_P,91,0.73,0.466,0.725,+
TEAD1_P,82,0.73,0.468,0.726,+
GTF2H4_P,36,0.72,0.469,0.727,+
RNF4_P,93,0.72,0.47,0.727,+
PILRA_P,27,0.72,0.47,0.727,+
TRIM33_P,75,0.72,0.472,0.729,+
RIN2_P,63,0.72,0.472,0.729,+
FGD4_P,47,0.72,0.473,0.729,+
ARNT_P,54,0.71,0.475,0.73,+
NIN_P,64,0.71,0.475,0.73,+
TLK1_P,37,0.71,0.476,0.731,+
PPIE_P,61,0.71,0.476,0.731,+
ZDHHC6_P,104,0.71,0.477,0.731,+
RC3H2_P,101,0.71,0.477,0.731,+
FAF1_P,82,0.71,0.477,0.731,+
OPTN_P,74,0.71,0.479,0.732,+
TTF1_P,163,0.71,0.479,0.732,+
RTN2_P,32,0.71,0.48,0.734,+
PKN2_P,40,0.7,0.481,0.735,+
MAP3K5_P,49,0.7,0.482,0.735,+
POLD1_P,51,0.7,0.482,0.735,+
SAP30BP_P,88,0.7,0.483,0.735,+
TRAFD1_P,123,0.7,0.483,0.735,+
ATXN1_P,293,0.7,0.483,0.735,+
SET_P,47,0.7,0.484,0.735,+
RGS10_P,45,0.7,0.484,0.735,+
ZFP36L2_P,138,0.7,0.486,0.735,+
ROCK1_P,32,0.7,0.486,0.735,+
PCM1_P,90,0.7,0.486,0.735,+
ATP2A2_P,58,0.7,0.486,0.735,+
ZNF639_P,83,0.69,0.487,0.735,+
PRRX1_P,85,0.69,0.487,0.735,+
PRDX3_P,122,0.69,0.49,0.737,+
FNTA_P,106,0.69,0.493,0.74,+
RNF6_P,68,0.69,0.493,0.74,+
HDAC2_P,98,0.68,0.495,0.741,+
MAML1_P,79,0.68,0.497,0.742,+
PIAS1_P,43,0.67,0.5,0.744,+
BCAR1_P,43,0.67,0.502,0.746,+
MIF_P,134,0.67,0.502,0.746,+
YARS_P,69,0.67,0.503,0.746,+
SGSM3_P,67,0.67,0.503,0.746,+
ZC3H6_P,110,0.67,0.504,0.746,+
PCBP1_P,58,0.67,0.505,0.746,+
RING1_P,41,0.67,0.505,0.746,+
ASB6_P,27,0.67,0.505,0.746,+
APBB2_P,73,0.67,0.505,0.746,+
WISP1_P,51,0.67,0.506,0.746,+
LSP1_P,36,0.67,0.506,0.746,+
GTF2H3_P,78,0.67,0.506,0.746,+
AGO2_P,164,0.67,0.506,0.746,+
RBL2_P,42,0.66,0.506,0.746,+
ZNF410_P,45,0.66,0.508,0.747,+
SPTBN1_P,75,0.66,0.508,0.747,+
TRPV4_P,50,0.66,0.509,0.747,+
SH3BP2_P,85,0.66,0.509,0.747,+
CEP63_P,38,0.66,0.509,0.748,+
FIBP_P,88,0.66,0.509,0.748,+
ZCCHC8_P,141,0.66,0.51,0.748,+
NRIP1_P,37,0.66,0.511,0.748,+
GPRC5C_P,50,0.66,0.511,0.748,+
CUL3_P,111,0.66,0.512,0.748,+
PTPN22_P,60,0.66,0.512,0.748,+
CCDC59_P,118,0.65,0.516,0.752,+
FKBP8_P,137,0.65,0.518,0.752,+
RAPGEF5_P,52,0.65,0.518,0.752,+
ZCRB1_P,143,0.64,0.519,0.753,+
BSG_P,71,0.64,0.521,0.755,+
DNM1L_P,66,0.64,0.522,0.756,+
ZNHIT2_P,114,0.64,0.525,0.758,+
GRK5_P,87,0.64,0.525,0.758,+
RSF1_P,69,0.64,0.525,0.758,+
TAF5L_P,61,0.63,0.527,0.759,+
TOLLIP_P,55,0.63,0.527,0.759,+
NR1D1_P,62,0.63,0.527,0.759,+
ROCK2_P,88,0.63,0.529,0.76,+
ZCCHC17_P,196,0.63,0.53,0.761,+
RGS14_P,26,0.63,0.53,0.761,+
NR2F6_P,145,0.63,0.53,0.761,+
PDCD11_P,86,0.63,0.531,0.761,+
ATP8B1_P,416,0.62,0.534,0.763,+
TTL_P,34,0.62,0.535,0.765,+
RBM15_P,49,0.62,0.537,0.765,+
FUBP1_P,50,0.62,0.537,0.765,+
PHF2_P,85,0.62,0.537,0.765,+
MKLN1_P,28,0.61,0.539,0.767,+
ZFAND5_P,85,0.61,0.543,0.77,+
MAPK8_P,53,0.61,0.543,0.77,+
VEGFA_P,58,0.61,0.545,0.771,+
NLRP1_P,77,0.6,0.545,0.771,+
PEX11A_P,70,0.6,0.545,0.771,+
GNAI2_P,75,0.6,0.546,0.771,+
SIRT2_P,139,0.6,0.546,0.771,+
SH3GL1_P,56,0.6,0.547,0.772,+
STC1_P,78,0.6,0.548,0.772,+
NAT14_P,99,0.6,0.551,0.775,+
RPS6KA3_P,106,0.59,0.552,0.775,+
HBZ_P,95,0.59,0.553,0.776,+
SP100_P,281,0.59,0.553,0.776,+
RUVBL2_P,203,0.59,0.554,0.776,+
IFT57_P,122,0.59,0.554,0.776,+
LCOR_P,83,0.59,0.555,0.776,+
E2F5_P,104,0.59,0.555,0.776,+
GNAQ_P,90,0.59,0.557,0.777,+
ELK1_P,95,0.58,0.559,0.779,+
DAXX_P,38,0.58,0.56,0.78,+
RPS14_P,243,0.58,0.561,0.78,+
RAB24_P,122,0.58,0.561,0.78,+
AGPAT2_P,63,0.58,0.562,0.78,+
HEXIM1_P,101,0.58,0.562,0.78,+
TRAF4_P,44,0.57,0.566,0.784,+
NFYA_P,105,0.57,0.566,0.784,+
MAP2K3_P,58,0.57,0.567,0.785,+
KEAP1_P,113,0.57,0.571,0.786,+
GOLT1B_P,69,0.57,0.571,0.786,+
YWHAG_P,71,0.56,0.573,0.789,+
CCRL2_P,87,0.56,0.577,0.792,+
TADA1_P,88,0.55,0.582,0.799,+
TBC1D9B_P,83,0.55,0.583,0.799,+
ARRB1_P,42,0.55,0.584,0.799,+
RBCK1_P,60,0.55,0.585,0.8,+
ZNF395_P,98,0.55,0.585,0.8,+
GNB2_P,41,0.55,0.586,0.8,+
CARD10_P,57,0.55,0.586,0.8,+
RLIM_P,64,0.54,0.586,0.8,+
CDC37_P,75,0.54,0.587,0.8,+
TCEAL3_P,184,0.54,0.587,0.8,+
MSH3_P,40,0.54,0.587,0.8,+
PDE4D_P,72,0.54,0.587,0.8,+
TRIM28_P,41,0.54,0.588,0.801,+
RSU1_P,54,0.54,0.59,0.802,+
ZMYM4_P,72,0.54,0.59,0.802,+
ZNF22_P,91,0.54,0.591,0.802,+
LYN_P,63,0.54,0.591,0.802,+
FOS_P,61,0.53,0.593,0.804,+
RFXANK_P,120,0.53,0.593,0.804,+
NFRKB_P,128,0.53,0.596,0.806,+
NAB1_P,310,0.53,0.597,0.807,+
SMARCAD1_P,164,0.53,0.597,0.807,+
RAB34_P,74,0.53,0.597,0.807,+
CNOT3_P,121,0.53,0.598,0.807,+
MED25_P,196,0.53,0.599,0.808,+
HOPX_P,65,0.52,0.6,0.809,+
GREM1_P,47,0.52,0.601,0.809,+
ITGA5_P,61,0.52,0.601,0.809,+
IGHMBP2_P,136,0.52,0.602,0.81,+
