Regulon	Size	NES	p.value	FDR	Sign
GIT1	101	1.77	0.0774	0.366	+
CHST11	85	1.77	0.0775	0.366	+
CD86	264	1.77	0.0775	0.366	+
ZNF554	72	1.76	0.0777	0.366	+
RRN3	55	1.76	0.0777	0.366	+
CSNK2B	71	1.76	0.0779	0.366	+
RAB8B	34	1.76	0.078	0.366	+
ZFP57	75	1.76	0.0781	0.366	+
HOXB1	87	1.76	0.0781	0.366	+
NCS1	25	1.76	0.0783	0.366	+
GOLT1B	37	1.76	0.0783	0.366	+
RGS6	58	1.76	0.0786	0.367	+
CEBPZ	104	1.76	0.0792	0.368	+
EVX2	46	1.76	0.0792	0.368	+
FLNA	45	1.75	0.0794	0.368	+
MRAS	45	1.75	0.0794	0.368	+
VPS25	127	1.75	0.0795	0.368	+
RAC3	87	1.75	0.0797	0.368	+
OMD	40	1.75	0.0797	0.368	+
FCER1G	33	1.75	0.0798	0.368	+
RASAL1	86	1.75	0.0799	0.368	+
RASAL2	56	1.75	0.08	0.368	+
FGF12	68	1.75	0.0804	0.368	+
RGS17	45	1.75	0.0805	0.368	+
PDAP1	31	1.75	0.0806	0.368	+
ZNF524	66	1.75	0.0808	0.368	+
GMEB2	162	1.74	0.0811	0.369	+
ATF4	32	1.74	0.0822	0.37	+
IFNG	248	1.74	0.0822	0.37	+
HNF4G	65	1.74	0.0823	0.37	+
LHX2	72	1.74	0.0825	0.37	+
HOXC6	147	1.74	0.0826	0.37	+
ZC3H3	66	1.73	0.083	0.37	+
IMPA1	42	1.73	0.083	0.37	+
NFKB2	113	1.73	0.083	0.37	+
HOXD4	79	1.73	0.083	0.37	+
ZMAT4	74	1.73	0.0831	0.37	+
HIST1H4J	45	1.73	0.0833	0.37	+
NR1H2	66	1.73	0.0834	0.37	+
RAB11A	78	1.73	0.0834	0.37	+
OR2L3	40	1.73	0.0835	0.37	+
PRKCSH	97	1.73	0.0837	0.371	+
SIX6	60	1.73	0.0842	0.372	+
PPP1R1B	92	1.73	0.0844	0.372	+
EID1	182	1.72	0.0846	0.372	+
TAF15	35	1.72	0.0847	0.372	+
IRAK4	38	1.72	0.0848	0.372	+
CNBP	105	1.72	0.0848	0.372	+
TBX2	60	1.72	0.0848	0.372	+
LGALS3BP	59	1.72	0.085	0.372	+
U2AF2	40	1.72	0.0854	0.373	+
AEN	58	1.72	0.0855	0.373	+
HIF1A	180	1.72	0.0861	0.375	+
SIRT4	132	1.72	0.0862	0.375	+
SMARCC2	62	1.71	0.0866	0.375	+
UNC13C	36	1.71	0.0867	0.375	+
LPIN2	254	1.71	0.0868	0.375	+
TONSL	122	1.71	0.0871	0.375	+
UBE2N	88	1.71	0.0872	0.375	+
HOXA10	103	1.71	0.0873	0.375	+
C1QBP	114	1.71	0.0876	0.376	+
SMURF2	73	1.71	0.0877	0.376	+
SLC1A2	58	1.71	0.0879	0.376	+
ZNF148	31	1.7	0.0884	0.378	+
ESRRA	98	1.7	0.0884	0.378	+
HES1	133	1.7	0.0886	0.378	+
ZIC1	74	1.7	0.0888	0.379	+
KIF26A	52	1.7	0.0889	0.379	+
MYC	87	1.7	0.0892	0.38	+
ZFAND1	66	1.7	0.0892	0.38	+
MYBBP1A	120	1.7	0.0894	0.38	+
SOX11	127	1.7	0.0896	0.381	+
EYA2	520	1.7	0.0901	0.381	+
ADRA1D	46	1.69	0.0902	0.381	+
SH2B3	51	1.69	0.0902	0.381	+
AURKB	79	1.69	0.0905	0.381	+
SGF29	257	1.69	0.0913	0.382	+
ZSCAN32	32	1.69	0.0914	0.382	+
RAMP2	30	1.69	0.0918	0.383	+
ATOH8	106	1.69	0.0919	0.383	+
BATF2	89	1.68	0.092	0.383	+
IL11	206	1.68	0.092	0.383	+
SRSF3	111	1.68	0.0921	0.383	+
PDIA3	56	1.68	0.0925	0.383	+
KMT5B	87	1.68	0.093	0.384	+
IQGAP3	26	1.68	0.0932	0.384	+
RAD1	27	1.68	0.0933	0.384	+
ZNF335	94	1.68	0.0935	0.384	+
GABPB1	96	1.67	0.0941	0.384	+
TNFRSF25	42	1.67	0.0947	0.385	+
MRGPRF	30	1.67	0.0947	0.385	+
APAF1	42	1.67	0.0949	0.385	+
TCF15	108	1.67	0.095	0.385	+
LIF	278	1.67	0.0952	0.385	+
RC3H1	69	1.67	0.0956	0.386	+
OR1G1	33	1.67	0.0957	0.386	+
GNB1L	30	1.67	0.0958	0.386	+
ARHGAP11B	68	1.66	0.0961	0.386	+
SIAH2	32	1.66	0.0963	0.386	+
CD24	43	1.66	0.0963	0.386	+
KHDRBS1	61	1.66	0.0964	0.386	+
MAPK13	38	1.66	0.0964	0.386	+
PDCD1LG2	62	1.66	0.0966	0.386	+
SKIL	47	1.66	0.0969	0.387	+
TARDBP	65	1.66	0.0971	0.388	+
DNLZ	44	1.65	0.0981	0.39	+
HSPE1	59	1.65	0.0985	0.39	+
TAF6	65	1.65	0.0985	0.39	+
CTNNAL1	59	1.65	0.0985	0.39	+
ZNF831	112	1.65	0.0985	0.39	+
HLTF	184	1.65	0.0988	0.39	+
DEDD	141	1.65	0.0988	0.39	+
RNF213	43	1.65	0.0991	0.39	+
SOX8	61	1.65	0.0992	0.39	+
MDC1	31	1.65	0.0994	0.39	+
ICAM1	359	1.65	0.0996	0.39	+
RAB26	69	1.65	0.0998	0.391	+
NDRG1	70	1.64	0.1	0.392	+
RPS6KA4	53	1.64	0.1	0.392	+
TSHZ2	39	1.64	0.101	0.392	+
ETV7	91	1.64	0.101	0.392	+
CGB5	38	1.64	0.101	0.392	+
SCMH1	123	1.64	0.101	0.392	+
ACTR5	116	1.64	0.101	0.392	+
PTK2	37	1.64	0.101	0.393	+
PARP14	205	1.64	0.102	0.394	+
ADAP1	40	1.64	0.102	0.394	+
MSH6	71	1.64	0.102	0.394	+
RAB5B	53	1.63	0.102	0.394	+
FBXO6	41	1.63	0.103	0.394	+
ING3	234	1.63	0.103	0.394	+
ZNF735	46	1.63	0.103	0.394	+
BHLHE41	78	1.63	0.103	0.394	+
RASA2	35	1.63	0.103	0.395	+
REXO4	25	1.63	0.103	0.395	+
PDGFB	47	1.63	0.103	0.395	+
FGF3	31	1.63	0.104	0.395	+
NFKBIZ	250	1.63	0.104	0.395	+
ATP2A2	50	1.63	0.104	0.395	+
SYK	81	1.62	0.104	0.396	+
TFRC	77	1.62	0.105	0.396	+
SSTR5	66	1.62	0.105	0.396	+
RCAN2	92	1.62	0.105	0.396	+
ITGAE	25	1.62	0.105	0.398	+
GPR146	29	1.62	0.105	0.398	+
RIPK2	100	1.62	0.105	0.398	+
ESRRG	162	1.62	0.105	0.398	+
RUNX1T1	89	1.62	0.106	0.398	+
MC3R	51	1.62	0.106	0.398	+
RAB31	44	1.62	0.106	0.398	+
HOXC13	72	1.62	0.106	0.399	+
TYROBP	41	1.61	0.107	0.401	+
SH3BGRL	51	1.61	0.107	0.401	+
ST18	48	1.61	0.108	0.401	+
THOC1	99	1.61	0.108	0.401	+
YEATS4	124	1.61	0.108	0.401	+
ZHX1	99	1.61	0.108	0.401	+
OR2W1	42	1.61	0.108	0.401	+
IL1R1	32	1.61	0.108	0.401	+
BPTF	109	1.61	0.108	0.402	+
PLCL1	35	1.6	0.109	0.403	+
NBN	43	1.6	0.109	0.403	+
RAB4A	48	1.6	0.109	0.403	+
AFAP1L2	43	1.6	0.11	0.403	+
PLA2G4C	40	1.6	0.11	0.403	+
CCM2	86	1.6	0.11	0.403	+
SOCS2	39	1.6	0.11	0.403	+
AEBP1	158	1.6	0.11	0.403	+
ZNF197	72	1.6	0.11	0.403	+
ZNF250	46	1.59	0.111	0.404	+
AFDN	64	1.59	0.111	0.404	+
CUX1	100	1.59	0.111	0.404	+
GABPB2	49	1.59	0.111	0.404	+
STAC2	36	1.59	0.111	0.405	+
VAV2	54	1.59	0.112	0.405	+
RHBDL3	67	1.59	0.112	0.406	+
TCEB1	93	1.59	0.112	0.406	+
RAP1GAP2	44	1.59	0.112	0.406	+
ADIPOR1	36	1.59	0.113	0.406	+
TNFSF4	32	1.59	0.113	0.406	+
ITGB4	58	1.59	0.113	0.406	+
CNGB3	66	1.59	0.113	0.406	+
RAPGEFL1	110	1.58	0.113	0.407	+
ASH2L	121	1.58	0.113	0.407	+
BMP10	27	1.58	0.113	0.407	+
ZNF692	254	1.58	0.114	0.408	+
ZBTB24	36	1.58	0.114	0.408	+
ZYX	44	1.58	0.114	0.409	+
RASGRF1	45	1.58	0.115	0.409	+
ARF5	37	1.58	0.115	0.409	+
PSMC5	35	1.58	0.115	0.409	+
PLAG1	85	1.58	0.115	0.409	+
NOTCH4	76	1.58	0.115	0.409	+
EEF1E1	80	1.58	0.115	0.409	+
SERTAD2	67	1.58	0.115	0.409	+
TAL1	54	1.57	0.115	0.409	+
PREB	63	1.57	0.115	0.409	+
LTB4R	51	1.57	0.115	0.41	+
NEUROD6	44	1.57	0.116	0.41	+
IRX1	59	1.57	0.116	0.411	+
HSPB1	54	1.57	0.116	0.411	+
VSX2	81	1.57	0.116	0.411	+
TAF8	93	1.57	0.116	0.411	+
CARD10	33	1.57	0.117	0.411	+
ENO1	102	1.57	0.117	0.412	+
TARBP2	114	1.57	0.117	0.412	+
ADGRF4	84	1.57	0.117	0.413	+
RRAS	84	1.57	0.117	0.413	+
DLX3	163	1.57	0.117	0.413	+
SNX17	40	1.56	0.118	0.413	+
POFUT1	47	1.56	0.118	0.413	+
NCK1	66	1.56	0.118	0.413	+
SLC4A11	46	1.56	0.118	0.414	+
LRP12	45	1.56	0.119	0.414	+
RHOT1	41	1.56	0.119	0.414	+
EWSR1	70	1.56	0.119	0.414	+
LPAR1	32	1.56	0.12	0.416	+
KALRN	60	1.56	0.12	0.416	+
NTSR2	35	1.55	0.12	0.417	+
ZFYVE21	111	1.55	0.12	0.417	+
ADGRG3	33	1.55	0.12	0.417	+
PHF12	178	1.55	0.121	0.418	+
OR2M7	27	1.55	0.121	0.418	+
MBD4	62	1.55	0.121	0.419	+
FPR2	31	1.55	0.121	0.419	+
PLEKHM1	85	1.55	0.122	0.419	+
TIPARP	46	1.55	0.122	0.419	+
TRPS1	62	1.55	0.122	0.419	+
IRX2	80	1.54	0.122	0.419	+
MED18	165	1.54	0.123	0.419	+
PCNA	71	1.54	0.123	0.419	+
KAT2A	317	1.54	0.123	0.419	+
TBC1D3B	47	1.54	0.124	0.419	+
SOX5	77	1.54	0.124	0.419	+
SOX14	62	1.54	0.124	0.419	+
ZNF107	51	1.54	0.124	0.419	+
RGS11	54	1.54	0.124	0.419	+
SRCAP	43	1.54	0.124	0.419	+
JAZF1	113	1.54	0.124	0.419	+
ZNF707	166	1.54	0.124	0.419	+
HIST1H4D	28	1.54	0.124	0.419	+
BCL11A	90	1.54	0.124	0.419	+
GRM4	47	1.54	0.125	0.419	+
TGIF2	77	1.54	0.125	0.419	+
DIABLO	96	1.53	0.125	0.419	+
DERL1	81	1.53	0.125	0.419	+
OR5H14	39	1.53	0.125	0.419	+
ZSWIM3	50	1.53	0.125	0.419	+
HNRNPD	84	1.53	0.125	0.419	+
MORC4	58	1.53	0.126	0.42	+
ZNF704	45	1.53	0.126	0.42	+
POLR2K	63	1.53	0.127	0.42	+
OR4F4	43	1.53	0.127	0.42	+
MAPK8IP2	57	1.53	0.127	0.42	+
S100A11	80	1.53	0.127	0.421	+
WDR90	103	1.53	0.127	0.421	+
NPSR1	38	1.53	0.127	0.421	+
TRAF3IP2	39	1.52	0.127	0.421	+
FOXL1	81	1.52	0.128	0.422	+
ZFP82	32	1.52	0.128	0.422	+
MAP3K5	32	1.52	0.128	0.423	+
ABL1	43	1.52	0.129	0.424	+
E2F2	146	1.52	0.129	0.424	+
APOL3	41	1.52	0.129	0.425	+
TRIM22	111	1.52	0.129	0.425	+
RINT1	43	1.52	0.129	0.425	+
TAAR1	36	1.52	0.13	0.425	+
MAPRE3	227	1.52	0.13	0.425	+
HIST1H4E	51	1.51	0.13	0.426	+
GLRX2	111	1.51	0.13	0.426	+
RGS19	28	1.51	0.131	0.427	+
HELZ2	440	1.51	0.131	0.427	+
PLD2	87	1.51	0.131	0.427	+
ZBTB47	180	1.51	0.131	0.427	+
SUMO1	37	1.51	0.131	0.427	+
ADM2	39	1.51	0.131	0.427	+
ZNF578	25	1.51	0.132	0.429	+
NR5A2	54	1.51	0.132	0.429	+
HIST1H2AG	44	1.5	0.133	0.429	+
DAB2IP	52	1.5	0.133	0.43	+
ESRRB	61	1.5	0.134	0.43	+
PRKAG1	38	1.5	0.134	0.43	+
NKRF	92	1.5	0.134	0.43	+
SLC9A3R1	60	1.5	0.135	0.43	+
TAL2	50	1.5	0.135	0.43	+
HOXC4	98	1.5	0.135	0.43	+
TRIM25	51	1.5	0.135	0.43	+
MAP3K9	43	1.5	0.135	0.43	+
PRDM9	85	1.49	0.135	0.43	+
CDK4	73	1.49	0.135	0.43	+
JAK2	57	1.49	0.135	0.43	+
EZH1	261	1.49	0.135	0.43	+
SLC2A4RG	55	1.49	0.136	0.431	+
SDCBP2	71	1.49	0.136	0.432	+
EN2	40	1.49	0.136	0.433	+
RALGPS2	56	1.49	0.137	0.433	+
NKX2-4	49	1.49	0.137	0.433	+
PLEKHH3	44	1.49	0.137	0.433	+
TARBP1	241	1.49	0.137	0.433	+
ROCK1	57	1.48	0.138	0.434	+
HSF5	40	1.48	0.138	0.434	+
ASIC2	40	1.48	0.138	0.434	+
CAT	31	1.48	0.138	0.434	+
PTPRM	32	1.48	0.138	0.434	+
BCORL1	68	1.48	0.139	0.434	+
OR14I1	27	1.48	0.139	0.434	+
JUP	575	1.48	0.139	0.434	+
SIPA1	78	1.48	0.139	0.434	+
OGFR	94	1.48	0.139	0.434	+
ZBTB20	49	1.48	0.139	0.434	+
GATA2	74	1.48	0.139	0.434	+
STRN3	117	1.48	0.139	0.434	+
P2RX6	28	1.48	0.139	0.434	+
CERK	73	1.48	0.14	0.434	+
XRCC6	47	1.48	0.14	0.434	+
HIST1H4C	34	1.48	0.14	0.434	+
ZNF311	83	1.48	0.14	0.434	+
TRAF4	43	1.48	0.14	0.434	+
MPP2	64	1.48	0.14	0.434	+
OR5H6	62	1.48	0.14	0.435	+
ZBBX	80	1.47	0.141	0.435	+
MESP1	128	1.47	0.141	0.435	+
PLD1	38	1.47	0.141	0.436	+
ZNF483	51	1.47	0.142	0.436	+
ABCC9	36	1.47	0.142	0.436	+
RAB10	191	1.47	0.142	0.437	+
LITAF	100	1.47	0.142	0.437	+
NFKBIA	30	1.46	0.144	0.439	+
KIAA1324L	32	1.46	0.144	0.439	+
RIPK3	63	1.46	0.144	0.439	+
SCRT2	42	1.46	0.145	0.44	+
RUVBL1	134	1.46	0.145	0.441	+
NEURL2	81	1.46	0.145	0.441	+
MERTK	37	1.46	0.146	0.442	+
TBX10	66	1.45	0.146	0.442	+
EDN1	47	1.45	0.146	0.442	+
ALCAM	51	1.45	0.146	0.442	+
ILF2	197	1.45	0.147	0.442	+
ZNF404	60	1.45	0.147	0.442	+
ZNF74	85	1.45	0.147	0.442	+
PLXNB2	69	1.45	0.147	0.442	+
ZNF800	64	1.45	0.147	0.442	+
HIST1H2AL	45	1.45	0.147	0.442	+
DBP	130	1.45	0.147	0.442	+
MUC1	191	1.45	0.147	0.442	+
PLAT	35	1.45	0.147	0.442	+
PRKAR1B	68	1.45	0.148	0.444	+
HSF1	58	1.45	0.148	0.444	+
ARHGAP39	70	1.44	0.149	0.445	+
ZFP36L2	77	1.44	0.149	0.445	+
ZNHIT2	40	1.44	0.149	0.445	+
RYK	59	1.44	0.15	0.446	+
PMEPA1	103	1.44	0.15	0.446	+
MNDA	426	1.44	0.15	0.446	+
LTB4R2	52	1.44	0.15	0.446	+
GPR45	37	1.44	0.15	0.446	+
TBC1D20	39	1.44	0.151	0.446	+
ZBTB32	63	1.44	0.151	0.446	+
TBK1	41	1.44	0.151	0.446	+
PUF60	65	1.43	0.152	0.447	+
CD274	52	1.43	0.152	0.447	+
ARID4A	25	1.43	0.152	0.447	+
MAPKAPK5	36	1.43	0.152	0.447	+
NELFB	47	1.43	0.152	0.447	+
LBH	454	1.43	0.152	0.447	+
OR4D1	32	1.43	0.152	0.447	+
CASP7	59	1.43	0.153	0.447	+
ITGB5	72	1.43	0.153	0.447	+
SALL2	114	1.43	0.153	0.448	+
NFYB	192	1.43	0.153	0.448	+
CAPN3	63	1.43	0.154	0.448	+
TBC1D10B	40	1.43	0.154	0.448	+
MAS1	31	1.43	0.154	0.448	+
RGS2	38	1.43	0.154	0.448	+
TAS2R10	48	1.42	0.154	0.449	+
ELK3	152	1.42	0.155	0.449	+
ANP32A	61	1.42	0.155	0.449	+
GPR162	29	1.42	0.155	0.449	+
FOXD2	95	1.42	0.155	0.449	+
ARL4A	41	1.42	0.155	0.449	+
TBPL2	61	1.42	0.155	0.449	+
ZNF684	65	1.42	0.156	0.45	+
DLX2	96	1.42	0.156	0.45	+
HDAC7	254	1.42	0.156	0.45	+
RBM14	47	1.42	0.156	0.45	+
VIPR1	33	1.42	0.156	0.45	+
DNM1L	66	1.42	0.156	0.45	+
GTF2H3	125	1.42	0.157	0.451	+
TBC1D21	32	1.42	0.157	0.451	+
HEYL	114	1.42	0.157	0.451	+
ZNHIT1	35	1.41	0.157	0.451	+
DOK5	48	1.41	0.157	0.451	+
NME1-NME2	28	1.41	0.158	0.452	+
TBC1D29	26	1.41	0.159	0.454	+
SP4	144	1.41	0.159	0.454	+
HOXB7	82	1.41	0.159	0.454	+
ZXDC	58	1.41	0.159	0.454	+
CBX6	132	1.41	0.159	0.454	+
SLC26A3	53	1.4	0.16	0.455	+
SMARCD2	178	1.4	0.16	0.455	+
GTF2A1L	151	1.4	0.161	0.455	+
TLR2	47	1.4	0.161	0.455	+
CDC73	51	1.4	0.161	0.455	+
ROPN1	65	1.4	0.162	0.457	+
DPF3	164	1.4	0.162	0.457	+
SKAP2	33	1.4	0.162	0.458	+
PBX4	212	1.4	0.163	0.458	+
ARHGEF6	42	1.39	0.163	0.459	+
RANBP2	30	1.39	0.163	0.459	+
ANTXR1	25	1.39	0.164	0.459	+
USP22	47	1.39	0.164	0.459	+
STRN	208	1.39	0.164	0.459	+
SOCS4	44	1.39	0.165	0.461	+
SUPT3H	102	1.39	0.165	0.461	+
ZNF671	71	1.39	0.165	0.461	+
ZDHHC11	86	1.39	0.165	0.461	+
MNAT1	84	1.39	0.166	0.461	+
BDKRB2	112	1.38	0.166	0.462	+
TAS2R14	86	1.38	0.166	0.462	+
ROPN1L	69	1.38	0.167	0.462	+
CRABP2	34	1.38	0.167	0.462	+
EPHB3	63	1.38	0.167	0.463	+
TG	50	1.38	0.167	0.463	+
HIST1H2AM	55	1.38	0.168	0.463	+
MIF	57	1.38	0.168	0.463	+
CEP63	46	1.38	0.168	0.463	+
RBPJL	41	1.38	0.168	0.463	+
KLF1	43	1.38	0.169	0.463	+
WNK4	40	1.38	0.169	0.463	+
TGM2	30	1.37	0.169	0.463	+
GRHL2	82	1.37	0.17	0.463	+
EPHB1	37	1.37	0.17	0.463	+
ROS1	47	1.37	0.17	0.463	+
CARHSP1	153	1.37	0.17	0.464	+
LASP1	52	1.37	0.17	0.464	+
STAT4	120	1.37	0.17	0.464	+
HOXA9	66	1.37	0.171	0.464	+
YWHAZ	99	1.37	0.171	0.465	+
LTK	52	1.37	0.171	0.465	+
IL6	39	1.37	0.171	0.465	+
ZBTB18	109	1.37	0.172	0.466	+
HLX	181	1.36	0.172	0.466	+
OXT	35	1.36	0.172	0.466	+
SNAI1	118	1.36	0.173	0.467	+
ZNF441	28	1.36	0.173	0.467	+
GPRC5A	44	1.36	0.173	0.467	+
PRMT5	130	1.36	0.173	0.467	+
ZNF750	105	1.36	0.174	0.467	+
PDK2	73	1.36	0.174	0.467	+
IKZF4	113	1.36	0.174	0.467	+
ASXL1	145	1.36	0.174	0.468	+
HIST4H4	50	1.36	0.175	0.469	+
WSB1	75	1.36	0.175	0.469	+
RCOR1	351	1.36	0.175	0.469	+
PECAM1	30	1.35	0.176	0.469	+
WNT3A	160	1.35	0.176	0.469	+
SAP130	27	1.35	0.176	0.469	+
FOXP2	63	1.35	0.176	0.469	+
ZDHHC8	69	1.35	0.177	0.47	+
STK38	32	1.35	0.177	0.47	+
ZNF584	44	1.35	0.177	0.47	+
TADA2A	84	1.35	0.178	0.471	+
CD2AP	62	1.35	0.178	0.471	+
OR6C4	40	1.35	0.178	0.471	+
IL16	630	1.34	0.179	0.472	+
NONO	107	1.34	0.179	0.472	+
ZSCAN21	51	1.34	0.179	0.472	+
PLK2	51	1.34	0.18	0.473	+
HABP4	285	1.34	0.18	0.473	+
POLR3K	164	1.34	0.181	0.473	+
NPHP4	59	1.34	0.181	0.473	+
ETV1	53	1.34	0.181	0.473	+
PMS2	50	1.34	0.181	0.473	+
ABR	56	1.34	0.181	0.473	+
CCL27	42	1.34	0.181	0.473	+
OR2W3	40	1.34	0.181	0.473	+
UNC50	31	1.34	0.182	0.473	+
HIST1H2BO	43	1.34	0.182	0.473	+
EVX1	56	1.34	0.182	0.473	+
TGFB3	34	1.34	0.182	0.473	+
ZBTB40	38	1.34	0.182	0.473	+
GRM3	45	1.34	0.182	0.473	+
DDX54	64	1.34	0.182	0.473	+
PHB2	43	1.34	0.182	0.473	+
MLXIP	91	1.34	0.182	0.473	+
OR5H2	45	1.33	0.182	0.473	+
OR2G3	45	1.33	0.182	0.473	+
OVOL1	98	1.33	0.183	0.473	+
ZBTB10	121	1.33	0.183	0.473	+
ZNF256	28	1.33	0.183	0.474	+
P2RY1	45	1.33	0.184	0.474	+
TAF11	71	1.33	0.184	0.474	+
HOXA4	35	1.33	0.184	0.474	+
TBX20	41	1.33	0.185	0.475	+
CSNK1A1L	44	1.33	0.185	0.475	+
DPF2	37	1.33	0.185	0.475	+
NCOR2	155	1.33	0.185	0.475	+
NF1	79	1.33	0.185	0.475	+
CAPN15	80	1.33	0.185	0.475	+
TAS2R8	25	1.32	0.185	0.475	+
NACC2	140	1.32	0.185	0.475	+
IFT57	64	1.32	0.185	0.475	+
ZNF343	41	1.32	0.185	0.475	+
IGHMBP2	218	1.32	0.186	0.476	+
PPP1R2	29	1.32	0.186	0.476	+
IL1RAPL2	36	1.32	0.186	0.476	+
ZNF394	27	1.32	0.186	0.476	+
HIST1H1E	37	1.32	0.187	0.477	+
TBX6	109	1.32	0.188	0.477	+
NR1I2	71	1.32	0.188	0.477	+
ARID4B	49	1.31	0.189	0.478	+
PRDM1	64	1.31	0.189	0.478	+
IL3	45	1.31	0.189	0.478	+
NAB2	217	1.31	0.189	0.478	+
ZNF672	62	1.31	0.189	0.478	+
TSPO	79	1.31	0.19	0.478	+
FOXA2	74	1.31	0.19	0.478	+
RASD2	64	1.31	0.19	0.478	+
ITGA2B	63	1.31	0.19	0.478	+
RAB15	43	1.31	0.19	0.478	+
EEF1D	86	1.31	0.191	0.478	+
ORC2	113	1.31	0.191	0.478	+
LPAR5	45	1.31	0.191	0.478	+
GNG3	39	1.31	0.191	0.478	+
PDCD6	42	1.31	0.191	0.478	+
GTF2E1	92	1.31	0.192	0.478	+
LHX6	51	1.31	0.192	0.478	+
FAM126A	71	1.3	0.192	0.478	+
MUTYH	63	1.3	0.192	0.479	+
EPO	113	1.3	0.193	0.481	+
MXD1	151	1.3	0.193	0.481	+
IFT27	67	1.3	0.194	0.482	+
MAP3K2	62	1.3	0.194	0.482	+
MAZ	104	1.3	0.194	0.482	+
GSC2	59	1.3	0.194	0.482	+
TBC1D31	38	1.3	0.194	0.482	+
ZNF705A	60	1.3	0.195	0.482	+
STAT6	47	1.3	0.195	0.482	+
CAP1	79	1.3	0.195	0.482	+
HIST1H2BK	39	1.3	0.195	0.482	+
IKZF1	196	1.29	0.195	0.482	+
RAPGEF4	51	1.29	0.197	0.484	+
CCL28	85	1.29	0.197	0.485	+
CARD14	43	1.29	0.197	0.485	+
AKNA	63	1.29	0.197	0.485	+
OXER1	135	1.29	0.198	0.485	+
ZNF200	70	1.29	0.198	0.485	+
ERO1A	43	1.29	0.198	0.485	+
ZHX2	37	1.29	0.198	0.485	+
ARHGAP23	31	1.29	0.198	0.485	+
WHSC1	74	1.28	0.199	0.487	+
AGER	66	1.28	0.2	0.487	+
ACTL6A	72	1.28	0.2	0.487	+
DTX2	69	1.28	0.2	0.487	+
HIST1H4B	37	1.28	0.2	0.487	+
XPO1	49	1.28	0.2	0.487	+
SMAD4	53	1.28	0.2	0.487	+
PPP1R12A	45	1.28	0.201	0.488	+
ZNF785	78	1.28	0.202	0.49	+
PCLO	54	1.28	0.202	0.491	+
RBM39	133	1.27	0.202	0.491	+
ZBTB9	119	1.27	0.203	0.491	+
OR2T33	48	1.27	0.203	0.491	+
SP2	29	1.27	0.203	0.492	+
ZC3H7A	47	1.27	0.204	0.493	+
RAB40B	51	1.27	0.204	0.493	+
OR2L8	32	1.27	0.204	0.493	+
DZIP3	78	1.27	0.204	0.493	+
PHF6	84	1.27	0.205	0.493	+
TBX21	108	1.27	0.205	0.493	+
ZNF835	56	1.27	0.205	0.493	+
SPRED2	49	1.27	0.205	0.493	+
RP5-862P8.2	104	1.27	0.205	0.494	+
TSFM	43	1.27	0.206	0.494	+
HCLS1	49	1.26	0.206	0.495	+
IRF9	44	1.26	0.207	0.496	+
WASL	147	1.26	0.207	0.497	+
NEUROD2	87	1.26	0.207	0.497	+
MBIP	34	1.26	0.208	0.497	+
KRIT1	51	1.26	0.208	0.497	+
PDYN	41	1.26	0.208	0.498	+
PIK3C2G	49	1.26	0.209	0.498	+
VN1R1	58	1.26	0.209	0.498	+
MDFIC	31	1.26	0.209	0.498	+
DACT1	60	1.25	0.209	0.499	+
ADGRF2	59	1.25	0.21	0.5	+
PLAGL2	72	1.25	0.211	0.5	+
PRRX1	97	1.25	0.211	0.5	+
ARHGAP8	56	1.25	0.211	0.5	+
GATAD2A	59	1.25	0.211	0.5	+
BNC1	248	1.25	0.211	0.5	+
WDR12	80	1.25	0.212	0.501	+
RPL22	32	1.25	0.212	0.502	+
FOXN3	62	1.25	0.212	0.502	+
ZFP1	31	1.25	0.212	0.502	+
ZFPM2	37	1.25	0.213	0.502	+
ZMIZ1	41	1.25	0.213	0.502	+
CITED4	106	1.24	0.213	0.502	+
DDR2	92	1.24	0.213	0.502	+
AXIN1	50	1.24	0.214	0.503	+
OTX2	65	1.24	0.214	0.503	+
GRB14	37	1.24	0.215	0.504	+
HRH4	26	1.24	0.215	0.504	+
OR5B21	34	1.24	0.215	0.504	+
FGFR1	56	1.24	0.216	0.504	+
TBC1D32	59	1.24	0.216	0.504	+
OPTN	52	1.24	0.216	0.506	+
OR5H1	35	1.23	0.217	0.507	+
BMPR2	43	1.23	0.218	0.508	+
NOC2L	250	1.23	0.219	0.509	+
IRF6	106	1.23	0.219	0.51	+
VSX1	56	1.23	0.22	0.51	+
GATA5	75	1.23	0.22	0.51	+
AKAP13	31	1.23	0.22	0.51	+
CCND1	48	1.23	0.22	0.51	+
SCAND1	91	1.23	0.22	0.51	+
BAIAP3	75	1.23	0.22	0.51	+
ZNF224	38	1.22	0.221	0.51	+
HOXD10	57	1.22	0.221	0.51	+
MAPK14	45	1.22	0.221	0.511	+
CIAO1	107	1.22	0.221	0.511	+
CCDC85B	57	1.22	0.222	0.511	+
ARGFX	85	1.22	0.222	0.511	+
XRN2	48	1.22	0.222	0.511	+
CASP8	46	1.22	0.222	0.511	+
ZMYND12	94	1.22	0.223	0.511	+
MED10	43	1.22	0.223	0.512	+
PTPRZ1	76	1.22	0.223	0.512	+
CD72	28	1.22	0.224	0.512	+
NAT14	74	1.22	0.224	0.513	+
NCR2	28	1.22	0.224	0.513	+
FANCE	45	1.22	0.224	0.513	+
SMYD1	161	1.22	0.224	0.513	+
